"","associated_gene","Mouse","Fetal","Adult","Human"
"2169","LIMK2",3,NA,NA,NA
"2170","LIN37",NA,NA,1,1
"2171","LIN52",1,NA,NA,NA
"2172","LIN7B",3,NA,NA,NA
"2173","LIN7C",1,NA,NA,NA
"2174","LINC00599",NA,1,NA,1
"2175","LINC00632",NA,1,1,1
"2176","LINC00869",NA,1,NA,2
"2177","LINC01018",NA,NA,NA,1
"2178","LINC01252",NA,NA,NA,1
"2179","LINC01305",NA,1,NA,1
"2180","LINC01322",NA,NA,NA,1
"2181","LINC01578",NA,NA,1,1
"2182","LINS1",1,NA,1,2
"2183","LLGL1",3,NA,NA,NA
"2184","LMAN1",1,NA,NA,NA
"2185","LMBR1L",2,3,1,3
"2186","LMF2",NA,5,2,7
"2187","LMNA",1,1,3,4
"2188","LMNB2",1,NA,NA,NA
"2189","LMO2",1,NA,NA,NA
"2190","LMO3",NA,6,6,10
"2191","LMO7",1,NA,NA,NA
"2192","LMTK3",4,NA,NA,NA
"2193","LONP1",NA,NA,NA,1
"2194","LPAR2",NA,6,NA,6
"2195","LPCAT4",2,2,4,5
"2196","LRATD1",NA,NA,1,1
"2197","LRCH4",NA,2,1,3
"2198","LRCH4_SAP25",NA,1,NA,NA
"2199","LRFN4",1,1,2,2
"2200","LRIF1",1,NA,NA,NA
"2201","LRIG1",4,NA,NA,NA
"2202","LRP1",1,NA,NA,NA
"2203","LRP10",2,NA,NA,NA
"2204","LRP3",1,NA,NA,NA
"2205","LRPAP1",1,1,1,1
"2206","LRPPRC",2,NA,NA,NA
"2207","LRRC14",NA,NA,1,1
"2208","LRRC24",1,NA,NA,NA
"2209","LRRC24_C030006K11RIK",1,NA,NA,NA
"2210","LRRC27",1,NA,NA,NA
"2211","LRRC37B",NA,NA,NA,1
"2212","LRRC41",NA,3,1,5
"2213","LRRC42",1,NA,NA,NA
"2214","LRRC45",9,1,1,2
"2215","LRRC49",1,NA,NA,NA
"2216","LRRC51",1,NA,NA,NA
"2217","LRRC55",1,NA,NA,NA
"2218","LRRC56",NA,NA,NA,1
"2219","LRRC57",1,NA,NA,NA
"2220","LRRC61",4,NA,NA,NA
"2221","LRRC73",NA,1,1,1
"2222","LRRC75B",NA,NA,3,3
"2223","LRRC8D",3,NA,NA,NA
"2224","LRRTM4",NA,1,1,1
"2225","LRSAM1",NA,1,NA,1
"2226","LRTM2",NA,NA,NA,1
"2227","LRWD1",NA,NA,NA,1
"2228","LSS",NA,2,NA,4
"2229","LTA4H",1,NA,NA,NA
"2230","LTBP4",1,NA,NA,NA
"2231","LTK",1,NA,NA,NA
"2232","LTO1",NA,NA,NA,1
"2233","LTV1",NA,NA,NA,2
"2234","LUC7L",2,9,3,10
"2235","LUC7L3",NA,4,NA,5
"2236","LXN",2,NA,NA,NA
"2237","LY6E",1,NA,NA,NA
"2238","LY6H",4,NA,1,1
"2239","LYL1",2,NA,NA,NA
"2240","LYPLA2",2,NA,NA,2
"2241","LYRM9",NA,NA,1,1
"2242","LYSMD2",1,NA,NA,NA
"2243","LYSMD4",NA,NA,NA,1
"2244","LZIC",1,NA,NA,NA
"2245","LZTR1",3,1,NA,NA
"2246","LZTS2",NA,NA,1,1
"2247","LZTS3",1,2,8,8
"2248","M6PR",1,NA,1,2
"2249","MACF1",1,NA,NA,NA
"2250","MACROD1",NA,NA,NA,1
"2251","MAD2L1",1,NA,NA,NA
"2252","MAD2L2",NA,1,1,2
"2253","MADD",18,NA,NA,NA
"2254","MAEA",1,NA,NA,1
"2255","MAF1",3,4,1,5
"2256","MAFG",1,NA,NA,NA
"2257","MAG",6,NA,NA,NA
"2258","MAGED1",1,4,1,5
"2259","MAGED2",3,13,6,13
"2260","MAGED4",NA,13,4,21
"2261","MAGED4B",NA,15,2,14
"2262","MAGI1",2,NA,NA,NA
"2263","MAL2",NA,NA,1,1
"2264","MALAT1",NA,1,NA,1
"2265","MAN1A1",NA,NA,1,1
"2266","MAN1B1",1,1,NA,1
"2267","MAN1C1",1,NA,NA,NA
"2268","MAN2A2",4,2,NA,1
"2269","MAN2C1",3,1,NA,2
"2270","MAP11",2,NA,1,1
"2271","MAP1LC3A",1,1,NA,2
"2272","MAP1S",2,1,NA,1
"2273","MAP2K2",4,NA,1,1
"2274","MAP2K3",1,NA,NA,NA
"2275","MAP3K10",1,NA,NA,NA
"2276","MAP3K11",1,NA,NA,NA
"2277","MAP3K12",3,1,NA,1
"2278","MAP3K2-DT",NA,NA,1,1
"2279","MAP3K3",1,NA,NA,NA
"2280","MAP3K9",1,NA,NA,NA
"2281","MAP4",2,NA,NA,NA
"2282","MAP4K5",1,NA,NA,NA
"2283","MAP6",2,NA,1,1
"2284","MAP7D1",7,3,4,5
"2285","MAP9",1,NA,NA,NA
"2286","MAPK10",1,NA,NA,NA
"2287","MAPK11",2,1,1,4
"2288","MAPK13",NA,NA,NA,1
"2289","MAPK14",1,NA,NA,NA
"2290","MAPK3",NA,1,NA,2
"2291","MAPK3_GDPD3",NA,NA,NA,1
"2292","MAPK6",2,NA,NA,NA
"2293","MAPK7",6,6,NA,6
"2294","MAPK8IP1",2,NA,2,2
"2295","MAPK8IP3",3,NA,NA,NA
"2296","MAPKBP1",NA,1,NA,1
"2297","MAPRE3",3,1,1,2
"2298","MARC1",NA,1,NA,1
"2299","MARCH5",NA,1,1,1
"2300","MARCH8",4,NA,NA,NA
"2301","MARK2",10,NA,NA,NA
"2302","MARK3",NA,3,NA,3
"2303","MARS",1,4,2,5
"2304","MASP2_SRM",1,NA,NA,NA
"2305","MAST1",3,3,3,4
"2306","MAT2A",3,1,1,2
"2307","MATK",7,NA,NA,NA
"2308","MATR3",1,2,NA,3
"2309","MAU2",4,1,1,1
"2310","MAVS",1,NA,NA,NA
"2311","MAX",3,NA,NA,NA
"2312","MAZ",3,NA,NA,NA
"2313","MBD3",2,NA,NA,NA
"2314","MBD4",1,NA,NA,2
"2315","MBD6",3,NA,NA,NA
"2316","MBD6_GM4189",1,NA,NA,NA
"2317","MBIP",2,NA,NA,NA
"2318","MBNL2",NA,NA,4,4
"2319","MBOAT7",5,NA,1,1
"2320","MBP",NA,NA,10,8
"2321","MBTPS1",2,NA,NA,NA
"2322","MCCC1",NA,1,1,2
"2323","MCF2L",12,1,1,2
"2324","MCL1",1,NA,NA,NA
"2325","MCM3AP-AS1",NA,1,NA,1
"2326","MCM7",NA,1,NA,1
"2327","MCM9",1,NA,NA,NA
"2328","MCOLN1",3,NA,1,2
"2329","MCRIP1",NA,NA,1,1
"2330","MCRIP2",1,NA,1,1
"2331","MCRS1",2,NA,1,1
"2332","MCUR1",NA,NA,NA,1
"2333","MDH1",3,NA,NA,1
"2334","MDK",NA,4,NA,3
"2335","MEAF6",NA,1,NA,1
"2336","MED1",1,NA,NA,NA
"2337","MED10",NA,1,NA,1
"2338","MED12",2,NA,NA,NA
"2339","MED15",NA,NA,3,3
"2340","MED16",NA,NA,1,1
"2341","MED22",1,NA,NA,NA
"2342","MED23",1,NA,NA,NA
"2343","MED24",2,NA,NA,NA
"2344","MED25",5,1,NA,1
"2345","MED8",NA,NA,NA,1
"2346","MEF2A",4,2,NA,2
"2347","MEF2D",6,NA,3,3
"2348","MEG3",5,14,24,30
"2349","MEGF11",3,NA,NA,NA
"2350","MEIS3",1,NA,NA,NA
"2351","MELTF",NA,NA,1,1
"2352","MEN1",2,1,NA,1
"2353","METRN",2,NA,1,2
"2354","METRN_FAM173A",1,NA,NA,NA
"2355","METTL15",NA,1,NA,1
"2356","METTL17",1,1,NA,2
"2357","METTL2",2,NA,NA,NA
"2358","METTL22",NA,1,NA,1
"2359","METTL26",1,1,2,3
"2360","METTL27",2,NA,NA,NA
"2361","METTL3",NA,2,2,4
"2362","MFAP2",NA,4,NA,4
"2363","MFN1",1,NA,NA,NA
"2364","MFN2",NA,NA,1,1
"2365","MFSD1",1,NA,NA,NA
"2366","MFSD10",2,4,1,4
"2367","MFSD11",1,NA,NA,1
"2368","MFSD12",4,NA,NA,NA
"2369","MFSD14A",3,NA,NA,NA
"2370","MFSD14B",1,NA,NA,NA
"2371","MFSD3",NA,1,2,3
"2372","MFSD3_AC084125.4",NA,NA,1,NA
"2373","MFSD4B4",1,NA,NA,NA
"2374","MFSD6",1,NA,NA,NA
"2375","MGA",1,NA,NA,NA
"2376","MGAT4B",1,NA,1,1
"2377","MGLL",NA,1,NA,2
"2378","MGRN1",1,NA,NA,NA
"2379","MGRN1_NUDT16L1",2,NA,NA,NA
"2380","MIA3",1,NA,NA,NA
"2381","MIAT",3,7,6,13
"2382","MIB2",12,3,5,8
"2383","MICAL1",1,2,1,3
"2384","MICAL2",2,NA,1,1
"2385","MICAL3",1,NA,NA,NA
"2386","MICALL1",1,NA,NA,NA
"2387","MICOS10",NA,1,NA,1
"2388","MICU1",1,NA,NA,NA
"2389","MICU2",NA,1,NA,1
"2390","MIEF1",5,NA,NA,NA
"2391","MIER2",8,3,3,5
"2392","MIF4GD",2,NA,NA,NA
"2393","MIGA2",3,NA,NA,NA
"2394","MIIP",2,4,2,5
"2395","MILL2",1,NA,NA,NA
"2396","MINDY1",1,NA,NA,NA
"2397","MINDY2",1,NA,NA,NA
"2398","MINK1",3,NA,NA,NA
"2399","MIOS",NA,1,NA,1
"2400","MIPEPP3",NA,2,NA,2
"2401","MIR181A1HG",NA,1,NA,1
"2402","MIS18A",NA,1,NA,1
"2403","MITD1",NA,1,1,2
"2404","MKNK2",1,NA,1,2
"2405","MKRN2",NA,NA,NA,1
"2406","MLC1",NA,NA,1,1
"2407","MLF2",3,3,3,5
"2408","MLH1",2,NA,NA,NA
"2409","MLLT1",NA,NA,1,2
"2410","MLST8",3,NA,2,2
"2411","MLX",1,1,NA,1
"2412","MLXIP",NA,NA,NA,1
"2413","MLXIPL",1,NA,3,3
"2414","MMAB",1,NA,NA,NA
"2415","MMADHC",1,NA,NA,NA
"2416","MMP17",1,NA,1,1
"2417","MMS19",2,NA,NA,1
"2418","MOB2",1,1,1,1
"2419","MOCS2",1,NA,NA,NA
"2420","MOGS",1,NA,NA,NA
"2421","MOK",1,4,1,6
"2422","MON1A",2,NA,NA,1
"2423","MON1B",NA,1,NA,1
"2424","MORC2A",1,NA,NA,NA
"2425","MORF4L1",1,1,NA,1
"2426","MORF4L2",NA,2,3,4
"2427","MORN4",NA,1,NA,1
"2428","MOSMO",1,NA,NA,NA
"2429","MOSPD1",1,NA,NA,NA
"2430","MOSPD3",NA,1,NA,1
"2431","MPC1",1,1,NA,1
"2432","MPC2",1,NA,NA,NA
"2433","MPDU1",1,NA,NA,NA
"2434","MPG",2,NA,NA,NA
"2435","MPHOSPH10",NA,1,NA,1
"2436","MPHOSPH6",1,NA,NA,NA
"2437","MPI",3,NA,1,2
"2438","MPND",2,NA,NA,NA
"2439","MPP1",2,NA,NA,NA
"2440","MPP2",3,NA,NA,NA
"2441","MPP3",2,NA,NA,NA
"2442","MPPE1",4,NA,NA,NA
"2443","MPV17",1,NA,NA,NA
"2444","MPV17L2",2,NA,NA,NA
"2445","MPZL1",NA,1,NA,1
"2446","MRGBP",NA,1,NA,2
"2447","MRM1",1,NA,NA,NA
"2448","MRM3",1,NA,NA,NA
"2449","MROH1",NA,NA,2,2
"2450","MROH7",2,NA,NA,NA
"2451","MRPL10",1,NA,NA,NA
"2452","MRPL16",1,NA,NA,NA
"2453","MRPL18",1,NA,NA,NA
"2454","MRPL2",1,NA,NA,NA
"2455","MRPL24",1,NA,NA,NA
"2456","MRPL27",NA,NA,NA,1
"2457","MRPL28",1,NA,NA,NA
"2458","MRPL3",1,NA,NA,NA
"2459","MRPL32",1,1,1,1
"2460","MRPL37",2,NA,NA,1
"2461","MRPL38",3,5,2,5
"2462","MRPL39",NA,1,NA,1
"2463","MRPL4",4,NA,NA,2
"2464","MRPL42",1,NA,NA,NA
"2465","MRPL46",NA,NA,1,1
"2466","MRPL52",1,NA,NA,NA
"2467","MRPL55",1,1,6,6
"2468","MRPL9",NA,1,NA,1
"2469","MRPS10",1,NA,NA,NA
"2470","MRPS15",3,NA,NA,1
"2471","MRPS16",1,NA,NA,NA
"2472","MRPS17",1,NA,NA,NA
"2473","MRPS2",NA,NA,NA,1
"2474","MRPS24",1,NA,NA,NA
"2475","MRPS26",1,NA,1,2
"2476","MRPS27",NA,1,NA,3
"2477","MRPS35",1,NA,NA,NA
"2478","MRPS5",1,1,NA,2
"2479","MRPS7",NA,NA,NA,1
"2480","MRRF",NA,1,1,1
"2481","MRS2",2,NA,NA,NA
"2482","MSANTD4",NA,1,1,2
"2483","MSH2",NA,1,NA,1
"2484","MSL1",1,NA,NA,NA
"2485","MSTO1",1,NA,1,1
"2486","MSTO2P",NA,NA,NA,1
"2487","MTA2",3,NA,NA,NA
"2488","MTCH1",6,2,2,3
"2489","MTCP1",1,NA,NA,NA
"2490","MTERF3",2,NA,NA,NA
"2491","MTERF4",NA,1,NA,1
"2492","MTF2",2,NA,NA,1
"2493","MTFMT",1,NA,NA,NA
"2494","MTFP1",1,NA,NA,NA
"2495","MTFR1L",2,2,1,2
"2496","MTHFR",3,NA,NA,NA
"2497","MTHFSD",4,NA,NA,NA
"2498","MTIF2",1,NA,NA,NA
"2499","MTMR1",1,NA,NA,NA
"2500","MTMR2",NA,1,NA,1
"2501","MTMR4",NA,2,1,2
"2502","MTMR9LP",NA,NA,NA,1
"2503","MTRR",NA,1,NA,1
"2504","MTSS2",NA,NA,2,2
"2505","MTUS1",1,NA,NA,NA
"2506","MTX1",2,NA,NA,NA
"2507","MTX2",NA,NA,NA,1
"2508","MUS81",NA,3,1,4
"2509","MVK",1,NA,NA,NA
"2510","MXD4",NA,NA,1,1
"2511","MXRA8",NA,NA,1,1
"2512","MYBBP1A",1,1,1,2
"2513","MYD88",NA,1,NA,1
"2514","MYEF2",1,3,NA,4
"2515","MYG1",1,NA,NA,NA
"2516","MYH1",1,NA,NA,NA
"2517","MYL12B",1,NA,NA,NA
"2518","MYL5",NA,NA,1,1
"2519","MYL6",1,1,1,1
"2520","MYO18A",1,NA,NA,NA
"2521","MYO5A",1,NA,NA,NA
"2522","MYO6",1,NA,NA,NA
"2523","MYO9B",1,NA,NA,1
"2524","MYPOP",1,NA,NA,NA
"2525","MYT1L",1,NA,NA,NA
"2526","MZT2A",NA,1,NA,2
"2527","N4BP2L1",2,NA,NA,NA
"2528","N4BP2L2",NA,3,NA,3
"2529","NAA10",NA,NA,1,1
"2530","NAA15",1,NA,NA,NA
"2531","NAA20",1,NA,NA,NA
"2532","NAA25",1,NA,NA,NA
"2533","NAA35",1,NA,NA,NA
"2534","NAA40",1,NA,NA,NA
"2535","NAA60",2,NA,NA,NA
"2536","NAB2",NA,1,1,1
"2537","NABP2",1,NA,NA,NA
"2538","NACA",NA,NA,1,1
"2539","NACAD",NA,NA,1,1
"2540","NACC1",1,NA,NA,NA
"2541","NACC2",2,NA,NA,NA
"2542","NADK",2,1,NA,1
"2543","NADK2",4,NA,NA,NA
"2544","NADSYN1",1,NA,NA,NA
"2545","NAE1",2,1,1,1
"2546","NAGK",2,4,1,5
"2547","NAGPA",1,NA,NA,NA
"2548","NAP1L1",4,NA,1,2
"2549","NAPA",3,2,4,5
"2550","NAPB",1,NA,NA,NA
"2551","NAPEPLD",NA,1,2,1
"2552","NAPRT",1,NA,NA,NA
"2553","NARF",1,NA,NA,NA
"2554","NARFL",1,NA,NA,NA
"2555","NARS",2,2,2,3
"2556","NASP",NA,1,NA,1
"2557","NAT10",1,NA,NA,NA
"2558","NAT8F1_NAT8F4",1,NA,NA,NA
"2559","NAT8F4",4,NA,NA,NA
"2560","NAT9",1,5,3,5
"2561","NAXD",1,4,4,7
"2562","NAXE",5,1,NA,1
"2563","NBL1",1,NA,NA,NA
"2564","NBR1",4,NA,NA,NA
"2565","NBR2",NA,1,1,1
"2566","NCALD",20,5,6,7
"2567","NCAN",NA,1,NA,1
"2568","NCAPH2",1,1,NA,2
"2569","NCBP3",NA,1,NA,1
"2570","NCDN",4,1,1,2
"2571","NCF1",NA,NA,1,1
"2572","NCK1",NA,1,NA,1
"2573","NCKAP5L",2,NA,NA,NA
"2574","NCKIPSD",3,NA,1,1
"2575","NCL",1,NA,NA,NA
"2576","NCLN",5,1,NA,NA
"2577","NCOA5",1,NA,NA,NA
"2578","NCOR1",NA,1,NA,2
"2579","NCSTN",2,NA,NA,NA
"2580","NDE1",1,NA,NA,NA
"2581","NDOR1",1,NA,NA,NA
"2582","NDRG1",NA,1,1,1
"2583","NDRG2",6,7,16,21
"2584","NDRG4",14,NA,NA,1
"2585","NDST2",NA,NA,NA,1
"2586","NDUFA10",3,NA,1,1
"2587","NDUFA11",2,NA,NA,NA
"2588","NDUFA13",1,NA,1,1
"2589","NDUFA2",1,NA,NA,NA
"2590","NDUFA3",2,NA,NA,NA
"2591","NDUFA5",1,NA,NA,NA
"2592","NDUFAB1",3,NA,NA,NA
"2593","NDUFAF3",1,NA,NA,NA
"2594","NDUFAF7",1,1,NA,1
"2595","NDUFAF8",NA,1,NA,1
"2596","NDUFB10",1,NA,1,1
"2597","NDUFB5",1,1,NA,1
"2598","NDUFB8",2,NA,NA,NA
"2599","NDUFS2",2,11,3,11
"2600","NDUFS3",1,1,NA,1
"2601","NDUFS8",1,1,1,1
"2602","NDUFV1",9,3,2,3
"2603","NDUFV2",1,NA,NA,NA
"2604","NECAB3",NA,1,3,4
"2605","NECAP2",4,1,NA,1
"2606","NEFL",1,NA,NA,NA
"2607","NEIL1",NA,1,1,1
"2608","NEK1",2,NA,1,1
"2609","NELFA",1,NA,NA,NA
"2610","NELFB",1,NA,NA,NA
"2611","NELFCD",1,5,3,5
"2612","NELFE",1,NA,NA,NA
"2613","NELL2",NA,3,1,4
"2614","NEO1",1,NA,NA,NA
"2615","NET1",1,NA,NA,NA
"2616","NEU1",1,NA,NA,NA
"2617","NEU4",1,NA,NA,NA
"2618","NEURL1",NA,NA,1,1
"2619","NEURL1A",2,NA,NA,NA
"2620","NFE2L1",7,NA,NA,NA
"2621","NFE2L2",1,NA,NA,NA
"2622","NFIC",1,NA,NA,NA
"2623","NFKB2",1,NA,NA,NA
"2624","NFKBIA",NA,NA,1,1
"2625","NFKBIB",1,NA,NA,NA
"2626","NFU1",1,NA,NA,NA
"2627","NFX1",2,NA,NA,NA
"2628","NGDN",1,1,NA,2
"2629","NGEF",7,NA,1,2
"2630","NGRN",NA,NA,2,4
"2631","NICN1",NA,1,NA,1
"2632","NIN",1,NA,NA,NA
"2633","NIP7",4,NA,NA,NA
"2634","NIPA2",NA,NA,NA,1
"2635","NIPSNAP3A",NA,2,NA,2
"2636","NIPSNAP3B",1,NA,NA,NA
"2637","NISCH",3,1,NA,1
"2638","NIT1",3,NA,NA,NA
"2639","NIT2",NA,NA,NA,1
"2640","NKAIN4",NA,NA,NA,1
"2641","NKD1",1,NA,NA,NA
"2642","NKIRAS1",1,NA,NA,NA
"2643","NKIRAS2",2,NA,NA,NA
"2644","NKTR",NA,NA,NA,1
"2645","NLE1",2,NA,NA,NA
"2646","NLGN2",1,NA,NA,NA
"2647","NLGN3",NA,NA,1,2
"2648","NLK",NA,NA,1,1
"2649","NLN",NA,NA,1,1
"2650","NMD3",NA,NA,1,1
"2651","NME1",1,NA,NA,NA
"2652","NME3",1,NA,NA,NA
"2653","NME5",1,NA,NA,NA
"2654","NME9",NA,NA,1,1
"2655","NMRAL1",1,NA,NA,1
"2656","NOB1",3,1,NA,1
"2657","NOC2L",4,NA,NA,NA
"2658","NOC4L",2,NA,NA,NA
"2659","NOL11",NA,1,NA,2
"2660","NOL12",1,NA,NA,NA
"2661","NOL4",NA,NA,NA,1
"2662","NOL6",1,NA,NA,NA
"2663","NOL7",1,NA,NA,NA
"2664","NOL9",1,NA,NA,NA
"2665","NOMO2",NA,NA,NA,1
"2666","NOMO3",NA,1,NA,NA
"2667","NONO",1,2,1,2
"2668","NOP2",1,NA,NA,NA
"2669","NOP53",3,NA,NA,NA
"2670","NOP56",12,4,6,8
"2671","NOSIP",1,1,NA,1
"2672","NOTCH1",1,NA,NA,NA
"2673","NOXA1",NA,NA,6,6
"2674","NOXO1",1,NA,NA,NA
"2675","NPAS4",1,NA,NA,NA
"2676","NPCD",1,NA,NA,NA
"2677","NPDC1",6,1,2,5
"2678","NPEPL1",2,NA,NA,NA
"2679","NPHP3",1,NA,NA,NA
"2680","NPHP4",1,NA,NA,NA
"2681","NPIPA1",NA,1,2,3
"2682","NPIPA8",NA,1,NA,1
"2683","NPIPA9",NA,2,1,3
"2684","NPM1",1,NA,NA,1
"2685","NPM2",NA,NA,1,1
"2686","NPM3",1,NA,NA,NA
"2687","NPR2",3,NA,NA,NA
"2688","NPRL2",2,3,2,7
"2689","NPRL3",2,NA,2,5
"2690","NPTN",15,NA,NA,NA
"2691","NPTXR",1,NA,NA,NA
"2692","NPY1R",NA,NA,1,1
"2693","NR1D1",2,NA,NA,NA
"2694","NR1D2",1,NA,NA,NA
"2695","NR1H2",1,NA,NA,1
"2696","NR1H3",NA,NA,1,2
"2697","NR2C1",NA,NA,NA,2
"2698","NR2F6",3,NA,NA,NA
"2699","NR4A1",3,1,3,3
"2700","NRBP1",2,1,1,2
"2701","NRBP2",4,NA,3,4
"2702","NRBP2_AC234917.1",NA,NA,NA,1
"2703","NRCAM",1,1,1,2
"2704","NRD1",3,NA,NA,NA
"2705","NRDC",NA,NA,1,2
"2706","NREP",NA,1,NA,1
"2707","NRGN",NA,NA,3,3
"2708","NRIP2",1,NA,NA,NA
"2709","NRIP3",3,NA,1,1
"2710","NRSN2",NA,2,5,7
"2711","NRXN1",NA,NA,1,NA
"2712","NRXN2",3,NA,3,3
"2713","NSF",1,NA,NA,NA
"2714","NSFL1C",2,NA,NA,NA
"2715","NSG1",1,1,1,1
"2716","NSG2",1,NA,NA,NA
"2717","NSMAF",1,NA,NA,NA
"2718","NSMF",6,NA,6,7
"2719","NSUN2",1,NA,NA,NA
"2720","NSUN5P1",NA,6,1,7
"2721","NSUN5P2",NA,3,NA,5
"2722","NT5C",1,NA,NA,NA
"2723","NT5C2",1,1,NA,1
"2724","NT5C3A",NA,1,NA,1
"2725","NT5C3B",1,NA,NA,NA
"2726","NT5DC1",NA,NA,1,1
"2727","NT5DC3",1,NA,NA,NA
"2728","NTAN1",1,NA,NA,NA
"2729","NTM",1,NA,3,4
"2730","NTMT1",1,NA,NA,NA
"2731","NTNG2",5,NA,NA,NA
"2732","NTRK3",3,5,7,10
"2733","NUB1",1,NA,NA,NA
"2734","NUBP2",NA,NA,1,1
"2735","NUCB1",1,NA,2,2
"2736","NUDC",NA,NA,NA,2
"2737","NUDCD2",NA,1,NA,1
"2738","NUDT12",NA,NA,1,1
"2739","NUDT16",1,NA,1,1
"2740","NUDT22",NA,NA,2,2
"2741","NUDT3",4,NA,NA,NA
"2742","NUMA1",NA,3,NA,3
"2743","NUP133",1,NA,NA,NA
"2744","NUP160",NA,1,NA,1
"2745","NUP214",1,NA,NA,NA
"2746","NUP54",1,1,NA,1
"2747","NUP62",NA,2,1,2
"2748","NUP88",3,NA,NA,NA
"2749","NUPR1",NA,NA,1,1
"2750","NUSAP1",NA,1,NA,1
"2751","NUTF2",1,NA,NA,NA
"2752","NVL",1,1,NA,1
"2753","NXF1",2,NA,NA,NA
"2754","NXF1_TMEM223",1,NA,NA,NA
"2755","NYAP2",2,NA,NA,NA
"2756","NYNRIN",NA,1,NA,1
"2757","OAT",4,NA,NA,NA
"2758","OAZ1",5,3,2,4
"2759","OAZ2",3,1,1,1
"2760","OBSL1",1,1,NA,2
"2761","OCEL1",1,NA,NA,NA
"2762","OCIAD1",1,1,1,2
"2763","OCIAD2",2,NA,NA,NA
"2764","ODF2",3,NA,1,1
"2765","OFD1",NA,1,NA,2
"2766","OGA",NA,1,NA,1
"2767","OGDH",NA,NA,NA,1
"2768","OGDHL",NA,NA,1,1
"2769","OGFOD1",1,NA,NA,NA
"2770","OGFOD2",4,1,NA,1
"2771","OGFR",1,NA,NA,1
"2772","OGG1",NA,NA,NA,1
"2773","OGT",4,NA,NA,NA
"2774","OLA1",NA,NA,NA,1
"2775","OPLAH",2,NA,NA,NA
"2776","OPRL1",1,NA,NA,NA
"2777","OPTN",1,NA,NA,NA
"2778","OR2T8",NA,NA,1,1
"2779","ORC3",1,1,NA,1
"2780","ORC6",1,1,NA,1
"2781","ORMDL3",1,NA,NA,NA
"2782","OS9",2,1,NA,1
"2783","OSBPL1A",4,NA,NA,NA
"2784","OSBPL2",NA,NA,NA,1
"2785","OSBPL5",NA,1,NA,1
"2786","OSBPL6",NA,NA,1,1
"2787","OSBPL7",1,NA,NA,NA
"2788","OSBPL8",NA,NA,NA,1
"2789","OSGEPL1",NA,1,NA,1
"2790","OSTC",NA,1,NA,1
"2791","OTUB1",2,NA,NA,NA
"2792","OTUB2",1,NA,NA,NA
"2793","OTUD5",4,1,NA,2
"2794","OXA1L",NA,2,1,3
"2795","OXSR1",2,NA,NA,NA
"2796","P2RX5",1,NA,NA,NA
"2797","P2RX6",NA,NA,1,1
"2798","P3H1",2,1,1,NA
"2799","P3H3",1,NA,2,3
"2800","P3H4",NA,NA,NA,1
"2801","P4HA2",1,NA,NA,NA
"2802","P4HB",1,2,1,2
"2803","P4HTM",4,2,3,5
"2804","PABPC1",1,4,1,4
"2805","PABPC4",NA,NA,NA,2
"2806","PABPN1",NA,NA,1,1
"2807","PACS1",2,NA,NA,NA
"2808","PACS2",NA,NA,1,1
"2809","PACSIN1",1,NA,NA,NA
"2810","PACSIN2",7,NA,NA,NA
"2811","PACSIN3",2,NA,NA,NA
"2812","PAF1",3,NA,NA,NA
"2813","PAFAH1B1",NA,NA,1,1
"2814","PAK3",NA,7,10,13
"2815","PAK6",1,NA,NA,1
"2816","PALM",2,NA,NA,NA
"2817","PAMR1",1,NA,NA,NA
"2818","PAN2",3,NA,NA,NA
"2819","PAN3",2,NA,NA,NA
"2820","PANK4",3,NA,NA,NA
"2821","PANTR1",NA,1,NA,1
"2822","PANTR2",1,NA,NA,NA
"2823","PANX2",6,NA,NA,NA
"2824","PAPOLA",2,NA,NA,NA
"2825","PAPSS1",2,NA,NA,NA
"2826","PAQR4",1,NA,NA,1
"2827","PAQR6",2,NA,7,7
"2828","PARD6A",1,NA,NA,NA
"2829","PARK7",3,NA,NA,NA
"2830","PARN",1,NA,NA,NA
"2831","PARP16",NA,1,NA,1
"2832","PARP2",NA,5,1,6
"2833","PARP6",2,NA,NA,1
"2834","PARP8",1,NA,NA,NA
"2835","PARVB",1,NA,NA,NA
"2836","PARVG",1,NA,NA,NA
"2837","PASK",NA,NA,1,1
"2838","PATL1",1,NA,NA,NA
"2839","PAX6",NA,NA,NA,1
"2840","PAXBP1",1,NA,NA,NA
"2841","PAXX",4,1,2,1
"2842","PCBP1-AS1",NA,1,NA,1
"2843","PCBP2",5,3,NA,2
"2844","PCBP4",4,NA,NA,NA
"2845","PCCB",1,NA,NA,NA
"2846","PCDH17",NA,1,NA,1
"2847","PCDH7",NA,NA,1,1
"2848","PCDH8",1,NA,NA,NA
"2849","PCDHA12",1,NA,NA,NA
"2850","PCED1A",1,1,NA,1
"2851","PCF11",1,NA,NA,NA
"2852","PCGF1",NA,1,NA,1
"2853","PCGF2",1,2,NA,NA
"2854","PCGF3",NA,1,1,1
"2855","PCGF6",1,NA,NA,NA
"2856","PCIF1",1,3,NA,3
"2857","PCK2",1,NA,NA,NA
"2858","PCNP",1,NA,NA,NA
"2859","PCNT",NA,1,1,1
"2860","PCNX3",NA,1,NA,1
"2861","PCNX4",2,NA,NA,NA
"2862","PCSK1N",1,NA,NA,NA
"2863","PCSK4",3,NA,NA,NA
"2864","PCX",2,NA,NA,NA
"2865","PCYT1A",1,NA,NA,NA
