"","Gene","Event","No_of_Events","Sample"
"47343","MAP3K13","AL",1,"Human"
"47344","MAP3K3","AF",1,"Human"
"47345","MAP3K4","AF",1,"Human"
"47346","MAP3K7","AF",1,"Human"
"47347","MAP4","AF",3,"Human"
"47348","MAP4","AL",3,"Human"
"47349","MAP4K3","AF",3,"Human"
"47350","MAP4K4","AF",4,"Human"
"47351","MAP4K4","AL",3,"Human"
"47352","MAP4K5","AF",1,"Human"
"47353","MAP4K5","AL",1,"Human"
"47354","MAP6","AL",2,"Human"
"47355","MAP6D1","AF",1,"Human"
"47356","MAP6D1","AL",1,"Human"
"47357","MAP7","AF",2,"Human"
"47358","MAP7","AL",1,"Human"
"47359","MAP7D1","AF",6,"Human"
"47360","MAP9","AF",1,"Human"
"47361","MAP9","AL",1,"Human"
"47362","MAPK10","AF",1,"Human"
"47363","MAPK10","AL",2,"Human"
"47364","MAPK11","AL",1,"Human"
"47365","MAPK12","AF",2,"Human"
"47366","MAPK12","AL",1,"Human"
"47367","MAPK1IP1L","AL",1,"Human"
"47368","MAPK3","AF",2,"Human"
"47369","MAPK4","AF",1,"Human"
"47370","MAPK7","AF",2,"Human"
"47371","MAPK8","AL",1,"Human"
"47372","MAPK8IP1","AF",3,"Human"
"47373","MAPK8IP2","AF",3,"Human"
"47374","MAPK8IP2","AL",1,"Human"
"47375","MAPK8IP3","AF",2,"Human"
"47376","MAPKAPK3","AF",1,"Human"
"47377","MAPKAPK5","AF",1,"Human"
"47378","MAPKAPK5-AS1","AF",1,"Human"
"47379","MAPKAPK5-AS1","AL",1,"Human"
"47380","MAPKBP1","AF",1,"Human"
"47381","MAPRE1","AF",2,"Human"
"47382","MAPRE2","AF",1,"Human"
"47383","MAPRE3","AF",1,"Human"
"47384","MAPT","AF",1,"Human"
"47385","MAPT","AL",1,"Human"
"47386","MARC1","AF",1,"Human"
"47387","MARC2","AF",1,"Human"
"47388","MARC2","AL",1,"Human"
"47389","MARCH11","AL",1,"Human"
"47390","MARCH2","AF",3,"Human"
"47391","MARCH5","AF",1,"Human"
"47392","MARCH5","AL",1,"Human"
"47393","MARCH6","AF",1,"Human"
"47394","MARCH6","AL",1,"Human"
"47395","MARCH7","AF",1,"Human"
"47396","MARCH7","AL",1,"Human"
"47397","MARCKS","AF",2,"Human"
"47398","MARCKS","AL",1,"Human"
"47399","MARCKSL1","AF",1,"Human"
"47400","MARF1","AF",1,"Human"
"47401","MARF1","AL",1,"Human"
"47402","MARK1","AL",3,"Human"
"47403","MARK2","AF",1,"Human"
"47404","MARK3","AF",4,"Human"
"47405","MARK3","AL",1,"Human"
"47406","MARK4","AF",1,"Human"
"47407","MARK4","AL",1,"Human"
"47408","MARS","AF",1,"Human"
"47409","MASP1","AL",1,"Human"
"47410","MAST1","AF",3,"Human"
"47411","MAST2","AL",1,"Human"
"47412","MAST3","AF",1,"Human"
"47413","MAT2A","AF",1,"Human"
"47414","MAT2B","AF",1,"Human"
"47415","MAT2B","AL",2,"Human"
"47416","MATK","AF",1,"Human"
"47417","MATK","AL",1,"Human"
"47418","MATN2","AF",1,"Human"
"47419","MATN2","AL",1,"Human"
"47420","MATR3","AF",7,"Human"
"47421","MATR3","AL",3,"Human"
"47422","MAU2","AF",1,"Human"
"47423","MAX","AL",2,"Human"
"47424","MAZ","AF",4,"Human"
"47425","MBD1","AL",2,"Human"
"47426","MBD3","AF",2,"Human"
"47427","MBD3","AL",1,"Human"
"47428","MBD4","AF",1,"Human"
"47429","MBD4","AL",2,"Human"
"47430","MBD6","AF",2,"Human"
"47431","MBD6","AL",1,"Human"
"47432","MBNL1","AF",1,"Human"
"47433","MBNL2","AF",1,"Human"
"47434","MBOAT2","AF",1,"Human"
"47435","MBP","AF",4,"Human"
"47436","MBP","AL",3,"Human"
"47437","MBTPS1","AF",2,"Human"
"47438","MCCC1","AF",1,"Human"
"47439","MCCC2","AF",1,"Human"
"47440","MCCC2","AL",1,"Human"
"47441","MCF2L","AF",7,"Human"
"47442","MCF2L","AL",1,"Human"
"47443","MCF2L2","AL",1,"Human"
"47444","MCM3AP","AF",1,"Human"
"47445","MCM3AP-AS1","AL",1,"Human"
"47446","MCM7","AF",2,"Human"
"47447","MCOLN1","AL",1,"Human"
"47448","MCPH1","AF",1,"Human"
"47449","MCPH1","AL",1,"Human"
"47450","MCRIP1","AL",1,"Human"
"47451","MCRIP2","AF",4,"Human"
"47452","MCRS1","AF",1,"Human"
"47453","MCTP1","AF",1,"Human"
"47454","MCTS1","AF",2,"Human"
"47455","MCTS1","AL",1,"Human"
"47456","MCUR1","AF",1,"Human"
"47457","MCUR1","AL",2,"Human"
"47458","MDH1","AF",2,"Human"
"47459","MDK","AF",3,"Human"
"47460","MDM1","AL",1,"Human"
"47461","MDN1","AF",1,"Human"
"47462","MDN1","AL",1,"Human"
"47463","ME3","AF",3,"Human"
"47464","ME3","AL",2,"Human"
"47465","MEA1","AF",1,"Human"
"47466","MED1","AL",1,"Human"
"47467","MED13L","AF",2,"Human"
"47468","MED14","AF",1,"Human"
"47469","MED15","AF",4,"Human"
"47470","MED17","AF",2,"Human"
"47471","MED17","AL",1,"Human"
"47472","MED20","AL",1,"Human"
"47473","MED21","AF",1,"Human"
"47474","MED21","AL",1,"Human"
"47475","MED22","AF",2,"Human"
"47476","MED22","AL",1,"Human"
"47477","MED23","AL",1,"Human"
"47478","MED24","AF",2,"Human"
"47479","MED25","AF",1,"Human"
"47480","MED29","AF",1,"Human"
"47481","MED31","AL",1,"Human"
"47482","MED4","AF",1,"Human"
"47483","MED6","AL",2,"Human"
"47484","MED8","AF",1,"Human"
"47485","MED8","AL",1,"Human"
"47486","MEF2A","AF",1,"Human"
"47487","MEF2A","AL",3,"Human"
"47488","MEF2C","AF",1,"Human"
"47489","MEF2C","AL",3,"Human"
"47490","MEF2D","AF",1,"Human"
"47491","MEF2D","AL",1,"Human"
"47492","MEG3","AF",7,"Human"
"47493","MEG3","AL",8,"Human"
"47494","MEIS2","AF",4,"Human"
"47495","MEIS2","AL",1,"Human"
"47496","MEIS3","AL",1,"Human"
"47497","MELK","AF",2,"Human"
"47498","MELTF","AF",1,"Human"
"47499","MEN1","AF",1,"Human"
"47500","MEST","AF",2,"Human"
"47501","METAP2","AF",1,"Human"
"47502","METAP2","AL",1,"Human"
"47503","METRN","AF",1,"Human"
"47504","METRN","AL",2,"Human"
"47505","METTL15","AL",1,"Human"
"47506","METTL17","AF",1,"Human"
"47507","METTL18","AF",1,"Human"
"47508","METTL21A","AF",1,"Human"
"47509","METTL26","AF",2,"Human"
"47510","METTL5","AF",1,"Human"
"47511","METTL8","AF",1,"Human"
"47512","METTL9","AF",2,"Human"
"47513","MFAP3","AL",1,"Human"
"47514","MFF","AF",4,"Human"
"47515","MFGE8","AF",1,"Human"
"47516","MFN2","AF",3,"Human"
"47517","MFSD10","AF",2,"Human"
"47518","MFSD10","AL",1,"Human"
"47519","MFSD13A","AF",1,"Human"
"47520","MFSD14A","AF",1,"Human"
"47521","MFSD3","AF",1,"Human"
"47522","MFSD3","AL",1,"Human"
"47523","MFSD4A","AF",1,"Human"
"47524","MFSD5","AF",1,"Human"
"47525","MFSD6","AF",2,"Human"
"47526","MFSD6","AL",1,"Human"
"47527","MGA","AF",4,"Human"
"47528","MGA","AL",2,"Human"
"47529","MGAT1","AF",3,"Human"
"47530","MGAT4B","AF",1,"Human"
"47531","MGAT4B","AL",1,"Human"
"47532","MGLL","AF",2,"Human"
"47533","MGLL","AL",2,"Human"
"47534","MGRN1","AF",3,"Human"
"47535","MGRN1","AL",1,"Human"
"47536","MGST1","AF",1,"Human"
"47537","MGST3","AL",1,"Human"
"47538","MIA2","AF",1,"Human"
"47539","MIA3","AF",2,"Human"
"47540","MIA3","AL",1,"Human"
"47541","MIAT","AF",13,"Human"
"47542","MIAT","AL",1,"Human"
"47543","MIB2","AF",3,"Human"
"47544","MICAL1","AF",5,"Human"
"47545","MICAL3","AF",1,"Human"
"47546","MICOS10","AF",1,"Human"
"47547","MICOS10","AL",1,"Human"
"47548","MICU1","AF",1,"Human"
"47549","MICU2","AF",1,"Human"
"47550","MID1","AF",2,"Human"
"47551","MID1IP1","AF",1,"Human"
"47552","MIEF1","AF",2,"Human"
"47553","MIEF1","AL",1,"Human"
"47554","MIF4GD","AF",1,"Human"
"47555","MIGA2","AF",1,"Human"
"47556","MIIP","AF",2,"Human"
"47557","MINDY2","AF",2,"Human"
"47558","MINDY2","AL",1,"Human"
"47559","MINDY3","AF",1,"Human"
"47560","MINK1","AF",1,"Human"
"47561","MIOS","AF",4,"Human"
"47562","MIOS","AL",1,"Human"
"47563","MIPEPP3","AF",1,"Human"
"47564","MIPEPP3","AL",1,"Human"
"47565","MIR100HG","AF",4,"Human"
"47566","MIR100HG","AL",1,"Human"
"47567","MIR4500HG","AL",1,"Human"
"47568","MIR7-3HG","AF",1,"Human"
"47569","MIR9-3HG","AF",1,"Human"
"47570","MIR99AHG","AF",3,"Human"
"47571","MIS12","AF",1,"Human"
"47572","MIS18A","AL",1,"Human"
"47573","MIS18BP1","AF",1,"Human"
"47574","MIS18BP1","AL",1,"Human"
"47575","MKLN1","AF",1,"Human"
"47576","MKLN1","AL",1,"Human"
"47577","MKNK1","AF",2,"Human"
"47578","MKNK2","AL",1,"Human"
"47579","MKRN1","AF",1,"Human"
"47580","MKRN1","AL",1,"Human"
"47581","MKRN2","AF",1,"Human"
"47582","MKRN2","AL",1,"Human"
"47583","MKS1","AL",1,"Human"
"47584","MLC1","AF",2,"Human"
"47585","MLC1","AL",1,"Human"
"47586","MLF2","AL",2,"Human"
"47587","MLH1","AF",1,"Human"
"47588","MLLT1","AF",3,"Human"
"47589","MLLT3","AF",2,"Human"
"47590","MLLT3","AL",3,"Human"
"47591","MLLT6","AF",1,"Human"
"47592","MLLT6","AL",1,"Human"
"47593","MLST8","AF",5,"Human"
"47594","MLST8","AL",1,"Human"
"47595","MLX","AF",2,"Human"
"47596","MLX","AL",1,"Human"
"47597","MLXIP","AF",1,"Human"
"47598","MLXIP","AL",1,"Human"
"47599","MLXIPL","AF",1,"Human"
"47600","MMADHC","AF",1,"Human"
"47601","MMP17","AF",3,"Human"
"47602","MMP24","AF",1,"Human"
"47603","MMP24","AL",1,"Human"
"47604","MMP24OS","AF",1,"Human"
"47605","MMP24OS","AL",1,"Human"
"47606","MOB2","AF",3,"Human"
"47607","MOB4","AF",1,"Human"
"47608","MOB4","AL",1,"Human"
"47609","MOBP","AF",1,"Human"
"47610","MOBP","AL",2,"Human"
"47611","MOCS2","AF",1,"Human"
"47612","MOGS","AF",2,"Human"
"47613","MOK","AF",1,"Human"
"47614","MOK","AL",2,"Human"
"47615","MON1A","AL",1,"Human"
"47616","MON1B","AF",1,"Human"
"47617","MORF4L1","AF",3,"Human"
"47618","MORF4L1","AL",2,"Human"
"47619","MORF4L2","AF",2,"Human"
"47620","MORN4","AF",1,"Human"
"47621","MORN4","AL",1,"Human"
"47622","MOSPD2","AF",1,"Human"
"47623","MOSPD2","AL",1,"Human"
"47624","MOSPD3","AF",3,"Human"
"47625","MOSPD3","AL",1,"Human"
"47626","MPDU1","AF",1,"Human"
"47627","MPDZ","AF",1,"Human"
"47628","MPHOSPH10","AF",1,"Human"
"47629","MPI","AL",2,"Human"
"47630","MPP1","AF",1,"Human"
"47631","MPP2","AF",2,"Human"
"47632","MPP5","AF",1,"Human"
"47633","MPP5","AL",1,"Human"
"47634","MPP6","AF",1,"Human"
"47635","MPP6","AL",1,"Human"
"47636","MPPED1","AF",3,"Human"
"47637","MPPED2","AF",4,"Human"
"47638","MPRIP","AF",3,"Human"
"47639","MPST","AF",2,"Human"
"47640","MPZL1","AF",1,"Human"
"47641","MPZL1","AL",1,"Human"
"47642","MRAS","AF",3,"Human"
"47643","MRGBP","AF",2,"Human"
"47644","MRM2","AF",1,"Human"
"47645","MRNIP","AL",2,"Human"
"47646","MROH1","AF",3,"Human"
"47647","MRPL10","AF",1,"Human"
"47648","MRPL11","AF",1,"Human"
"47649","MRPL13","AL",1,"Human"
"47650","MRPL16","AL",1,"Human"
"47651","MRPL17","AF",1,"Human"
"47652","MRPL18","AF",1,"Human"
"47653","MRPL2","AL",1,"Human"
"47654","MRPL20-AS1","AF",1,"Human"
"47655","MRPL22","AF",1,"Human"
"47656","MRPL23","AL",1,"Human"
"47657","MRPL24","AF",1,"Human"
"47658","MRPL27","AL",1,"Human"
"47659","MRPL33","AF",1,"Human"
"47660","MRPL37","AL",1,"Human"
"47661","MRPL38","AF",1,"Human"
"47662","MRPL38","AL",1,"Human"
"47663","MRPL4","AF",3,"Human"
"47664","MRPL4","AL",2,"Human"
"47665","MRPL42","AL",1,"Human"
"47666","MRPL43","AL",1,"Human"
"47667","MRPL47","AL",1,"Human"
"47668","MRPL49","AF",2,"Human"
"47669","MRPL49","AL",1,"Human"
"47670","MRPL55","AF",4,"Human"
"47671","MRPS12","AF",1,"Human"
"47672","MRPS14","AF",1,"Human"
"47673","MRPS15","AF",1,"Human"
"47674","MRPS16","AF",1,"Human"
"47675","MRPS18C","AL",1,"Human"
"47676","MRPS21","AF",1,"Human"
"47677","MRPS22","AF",1,"Human"
"47678","MRPS22","AL",1,"Human"
"47679","MRPS24","AF",1,"Human"
"47680","MRPS25","AL",1,"Human"
"47681","MRPS26","AF",2,"Human"
"47682","MRPS27","AF",2,"Human"
"47683","MRPS27","AL",1,"Human"
"47684","MRPS28","AF",1,"Human"
"47685","MRPS31","AF",1,"Human"
"47686","MRPS31P4_HNRNPA1L2","AF",1,"Human"
"47687","MRPS31P5","AF",1,"Human"
"47688","MRPS31P5","AL",1,"Human"
"47689","MRPS33","AF",1,"Human"
"47690","MRPS34","AF",1,"Human"
"47691","MRPS35","AF",2,"Human"
"47692","MRPS36","AF",1,"Human"
"47693","MRPS36","AL",1,"Human"
"47694","MRPS6","AF",1,"Human"
"47695","MRPS7","AF",2,"Human"
"47696","MRS2","AL",3,"Human"
"47697","MRTFA","AF",1,"Human"
"47698","MRTFB","AF",1,"Human"
"47699","MRTFB","AL",1,"Human"
"47700","MRTO4","AF",1,"Human"
"47701","MRTO4","AL",1,"Human"
"47702","MSANTD2","AF",1,"Human"
"47703","MSANTD3","AF",1,"Human"
"47704","MSANTD3-TMEFF1","AF",1,"Human"
"47705","MSANTD4","AF",2,"Human"
"47706","MSANTD4","AL",1,"Human"
"47707","MSH2","AF",1,"Human"
"47708","MSI1","AF",2,"Human"
"47709","MSL1","AF",1,"Human"
"47710","MSL1","AL",1,"Human"
"47711","MSL3","AF",1,"Human"
"47712","MSMO1","AF",1,"Human"
"47713","MSMO1","AL",3,"Human"
"47714","MSRA","AF",3,"Human"
"47715","MSTO1","AF",1,"Human"
"47716","MSTO1","AL",1,"Human"
"47717","MTA1","AF",7,"Human"
"47718","MTA1_TEX22","AF",1,"Human"
"47719","MTA3","AL",1,"Human"
"47720","MTCH1","AL",1,"Human"
"47721","MTCH2","AF",1,"Human"
"47722","MTDH","AF",2,"Human"
"47723","MTDH","AL",1,"Human"
"47724","MTERF1","AF",2,"Human"
"47725","MTERF2","AF",1,"Human"
"47726","MTERF3","AF",1,"Human"
"47727","MTF2","AL",3,"Human"
"47728","MTFR1","AF",1,"Human"
"47729","MTFR1L","AF",4,"Human"
"47730","MTG1","AF",1,"Human"
"47731","MTG1","AL",1,"Human"
"47732","MTHFD2L","AL",1,"Human"
"47733","MTHFSD","AL",1,"Human"
"47734","MTIF3","AF",3,"Human"
"47735","MTMR14","AF",1,"Human"
"47736","MTMR3","AF",1,"Human"
"47737","MTMR4","AF",1,"Human"
"47738","MTMR9","AF",1,"Human"
"47739","MTRR","AF",1,"Human"
"47740","MTSS1","AF",1,"Human"
"47741","MTSS2","AF",1,"Human"
"47742","MTURN","AF",1,"Human"
"47743","MTUS1","AF",2,"Human"
"47744","MTUS2","AF",1,"Human"
"47745","MTX1","AF",1,"Human"
"47746","MTX2","AF",2,"Human"
"47747","MTX2","AL",1,"Human"
"47748","MUL1","AF",1,"Human"
"47749","MUS81","AF",2,"Human"
"47750","MUS81","AL",1,"Human"
"47751","MVD","AF",2,"Human"
"47752","MVK","AF",2,"Human"
"47753","MVK","AL",2,"Human"
"47754","MX1","AF",1,"Human"
"47755","MXD4","AF",2,"Human"
"47756","MXI1","AF",4,"Human"
"47757","MXI1","AL",1,"Human"
"47758","MXRA7","AL",1,"Human"
"47759","MXRA8","AL",1,"Human"
"47760","MYADM","AF",2,"Human"
"47761","MYADM","AL",2,"Human"
"47762","MYBBP1A","AF",2,"Human"
"47763","MYBPC1","AF",1,"Human"
"47764","MYC","AF",1,"Human"
"47765","MYCBP2","AF",3,"Human"
"47766","MYCBP2","AL",1,"Human"
"47767","MYCL","AF",1,"Human"
"47768","MYEF2","AL",1,"Human"
"47769","MYH10","AL",1,"Human"
"47770","MYH7B","AF",2,"Human"
"47771","MYL5","AF",1,"Human"
"47772","MYL6B","AF",1,"Human"
"47773","MYLK","AF",2,"Human"
"47774","MYNN","AL",2,"Human"
"47775","MYO10","AF",1,"Human"
"47776","MYO10","AL",2,"Human"
"47777","MYO15A","AF",1,"Human"
"47778","MYO15A","AL",1,"Human"
"47779","MYO18A","AF",3,"Human"
"47780","MYO1B","AF",3,"Human"
"47781","MYO1B","AL",1,"Human"
"47782","MYO1C","AF",1,"Human"
"47783","MYO5A","AF",1,"Human"
"47784","MYO5A","AL",1,"Human"
"47785","MYO6","AF",3,"Human"
"47786","MYO6","AL",2,"Human"
"47787","MYO9A","AF",2,"Human"
"47788","MYO9A","AL",1,"Human"
"47789","MYO9B","AF",2,"Human"
"47790","MYO9B","AL",1,"Human"
"47791","MYT1L","AF",3,"Human"
"47792","MYT1L","AL",2,"Human"
"47793","MZF1","AF",1,"Human"
"47794","MZT2A","AF",2,"Human"
"47795","MZT2A","AL",1,"Human"
"47796","MZT2B","AL",1,"Human"
"47797","N4BP2","AF",1,"Human"
"47798","N4BP2","AL",1,"Human"
"47799","N4BP2L1","AL",1,"Human"
"47800","N4BP2L2","AF",1,"Human"
"47801","N4BP2L2","AL",2,"Human"
"47802","NAA10","AF",1,"Human"
"47803","NAA16","AF",2,"Human"
"47804","NAA16","AL",2,"Human"
"47805","NAA30","AF",1,"Human"
"47806","NAA30","AL",2,"Human"
"47807","NAA38","AF",2,"Human"
"47808","NAA60","AF",3,"Human"
"47809","NAA80","AF",1,"Human"
"47810","NAA80","AL",1,"Human"
"47811","NAAA","AL",2,"Human"
"47812","NAB1","AF",1,"Human"
"47813","NAB2","AF",2,"Human"
"47814","NABP2","AF",2,"Human"
"47815","NACA","AF",1,"Human"
"47816","NACA","AL",1,"Human"
"47817","NACAD","AF",1,"Human"
"47818","NADK2","AF",1,"Human"
"47819","NAGA","AF",1,"Human"
"47820","NAGK","AF",2,"Human"
"47821","NAGLU","AF",1,"Human"
"47822","NAGPA","AF",3,"Human"
"47823","NALCN","AF",1,"Human"
"47824","NAMPT","AF",2,"Human"
"47825","NAP1L1","AF",2,"Human"
"47826","NAP1L1","AL",3,"Human"
"47827","NAP1L4","AF",3,"Human"
"47828","NAPA","AF",1,"Human"
"47829","NAPA","AL",1,"Human"
"47830","NAPEPLD","AF",2,"Human"
"47831","NAPEPLD","AL",1,"Human"
"47832","NAPG","AF",1,"Human"
"47833","NARF","AF",1,"Human"
"47834","NARF","AL",1,"Human"
"47835","NARS2","AF",1,"Human"
"47836","NASP","AF",3,"Human"
"47837","NASP","AL",1,"Human"
"47838","NAT10","AF",2,"Human"
"47839","NAT14","AF",1,"Human"
"47840","NAV1","AF",2,"Human"
"47841","NAV1","AL",2,"Human"
"47842","NAV3","AF",2,"Human"
"47843","NAV3","AL",1,"Human"
"47844","NAXD","AF",3,"Human"
"47845","NAXE","AL",2,"Human"
"47846","NBEA","AF",1,"Human"
"47847","NBEA","AL",1,"Human"
"47848","NBL1","AF",3,"Human"
"47849","NBPF1","AF",1,"Human"
"47850","NBPF1","AL",3,"Human"
"47851","NBPF10","AF",5,"Human"
"47852","NBPF10","AL",3,"Human"
"47853","NBPF12","AF",1,"Human"
"47854","NBPF14","AF",4,"Human"
"47855","NBPF14","AL",3,"Human"
"47856","NBPF19","AF",1,"Human"
"47857","NBPF19","AL",1,"Human"
"47858","NBPF20","AF",7,"Human"
"47859","NBPF20","AL",6,"Human"
"47860","NBPF3","AL",1,"Human"
"47861","NBPF9","AF",1,"Human"
"47862","NBPF9","AL",1,"Human"
"47863","NBR1","AF",1,"Human"
"47864","NBR1","AL",1,"Human"
"47865","NCALD","AF",2,"Human"
"47866","NCAM1","AF",2,"Human"
"47867","NCAM1","AL",4,"Human"
"47868","NCAN","AL",1,"Human"
"47869","NCAPH","AF",1,"Human"
"47870","NCAPH","AL",1,"Human"
"47871","NCAPH2","AF",1,"Human"
"47872","NCAPH2","AL",1,"Human"
"47873","NCBP2","AF",3,"Human"
"47874","NCBP2","AL",2,"Human"
"47875","NCBP3","AF",1,"Human"
"47876","NCDN","AF",4,"Human"
"47877","NCDN","AL",1,"Human"
"47878","NCKAP5","AF",1,"Human"
"47879","NCKAP5","AL",2,"Human"
"47880","NCKAP5L","AF",1,"Human"
"47881","NCKAP5L","AL",1,"Human"
"47882","NCL","AF",1,"Human"
"47883","NCOA1","AF",2,"Human"
"47884","NCOA1","AL",1,"Human"
"47885","NCOA4","AF",1,"Human"
"47886","NCOA5","AF",1,"Human"
"47887","NCOA7","AF",1,"Human"
"47888","NCOA7","AL",1,"Human"
"47889","NCOR1","AF",4,"Human"
"47890","NCOR1","AL",1,"Human"
"47891","NCOR2","AF",1,"Human"
"47892","NDEL1","AF",1,"Human"
"47893","NDFIP1","AF",1,"Human"
"47894","NDRG2","AF",10,"Human"
"47895","NDRG2","AL",1,"Human"
"47896","NDRG4","AF",6,"Human"
"47897","NDRG4","AL",2,"Human"
"47898","NDST1","AF",2,"Human"
"47899","NDST1","AL",1,"Human"
"47900","NDST2","AL",1,"Human"
"47901","NDUFA11","AL",1,"Human"
"47902","NDUFA2","AF",1,"Human"
"47903","NDUFA4L2","AF",1,"Human"
"47904","NDUFA5","AF",2,"Human"
"47905","NDUFA5","AL",1,"Human"
"47906","NDUFA8","AF",1,"Human"
"47907","NDUFA9","AF",1,"Human"
"47908","NDUFA9","AL",1,"Human"
"47909","NDUFAF1","AF",1,"Human"
"47910","NDUFAF4","AF",1,"Human"
"47911","NDUFAF5","AL",1,"Human"
"47912","NDUFAF7","AF",2,"Human"
"47913","NDUFAF7","AL",1,"Human"
"47914","NDUFAF8","AF",1,"Human"
"47915","NDUFB10","AF",1,"Human"
"47916","NDUFB2","AF",3,"Human"
"47917","NDUFB2","AL",1,"Human"
"47918","NDUFB4","AF",1,"Human"
"47919","NDUFB5","AL",1,"Human"
"47920","NDUFB8","AL",2,"Human"
"47921","NDUFS2","AF",1,"Human"
"47922","NDUFS8","AF",2,"Human"
"47923","NDUFV1","AF",2,"Human"
"47924","NECAB1","AF",2,"Human"
"47925","NECAB1","AL",1,"Human"
"47926","NECAB2","AF",1,"Human"
"47927","NECAB3","AF",2,"Human"
"47928","NECAP1","AL",1,"Human"
"47929","NECAP2","AF",1,"Human"
"47930","NECTIN1","AL",1,"Human"
"47931","NECTIN2","AF",1,"Human"
"47932","NECTIN2","AL",1,"Human"
"47933","NEDD1","AF",1,"Human"
"47934","NEDD1","AL",1,"Human"
"47935","NEDD4L","AF",4,"Human"
"47936","NEDD4L","AL",2,"Human"
"47937","NEFM","AF",1,"Human"
"47938","NEIL1","AF",1,"Human"
"47939","NEIL2","AF",2,"Human"
"47940","NEK1","AF",1,"Human"
"47941","NEK1","AL",1,"Human"
"47942","NEK2","AL",1,"Human"
"47943","NEK6","AF",1,"Human"
"47944","NEK6","AL",1,"Human"
"47945","NEK9","AF",1,"Human"
"47946","NELFA","AF",2,"Human"
"47947","NELFA","AL",1,"Human"
"47948","NELFB","AF",1,"Human"
"47949","NELFCD","AF",1,"Human"
"47950","NELFCD","AL",2,"Human"
"47951","NELL1","AF",2,"Human"
"47952","NELL1","AL",2,"Human"
"47953","NELL2","AF",5,"Human"
"47954","NELL2","AL",1,"Human"
"47955","NEMF","AF",1,"Human"
"47956","NEMF","AL",1,"Human"
"47957","NENF","AF",1,"Human"
"47958","NENF","AL",1,"Human"
"47959","NEO1","AF",2,"Human"
"47960","NEO1","AL",1,"Human"
"47961","NET1","AF",1,"Human"
"47962","NETO1","AL",1,"Human"
"47963","NEURL1","AF",3,"Human"
"47964","NEUROD2","AF",1,"Human"
"47965","NEUROD6","AL",1,"Human"
"47966","NF1","AL",1,"Human"
"47967","NF2","AF",1,"Human"
"47968","NFASC","AF",3,"Human"
"47969","NFASC","AL",2,"Human"
"47970","NFE2L1","AF",2,"Human"
"47971","NFE2L2","AF",1,"Human"
"47972","NFIA","AF",4,"Human"
"47973","NFIA","AL",2,"Human"
"47974","NFIB","AF",5,"Human"
"47975","NFIB","AL",1,"Human"
"47976","NFIC","AF",8,"Human"
"47977","NFIX","AF",2,"Human"
"47978","NFIX","AL",1,"Human"
"47979","NFKBIB","AF",1,"Human"
"47980","NFKBIB","AL",1,"Human"
"47981","NFRKB","AL",1,"Human"
"47982","NFS1","AF",1,"Human"
"47983","NFX1","AF",1,"Human"
"47984","NFX1","AL",1,"Human"
"47985","NFYB","AF",1,"Human"
"47986","NFYC","AF",3,"Human"
"47987","NGDN","AF",1,"Human"
"47988","NGEF","AF",3,"Human"
"47989","NGEF","AL",2,"Human"
"47990","NGRN","AL",1,"Human"
"47991","NHLRC3","AF",1,"Human"
"47992","NHLRC3","AL",1,"Human"
"47993","NHSL1","AF",1,"Human"
"47994","NIM1K","AF",1,"Human"
"47995","NIN","AF",1,"Human"
"47996","NINL","AF",1,"Human"
"47997","NIPA1","AF",1,"Human"
"47998","NIPA1","AL",1,"Human"
"47999","NIPA2","AF",3,"Human"
"48000","NIPA2","AL",3,"Human"
"48001","NIPBL","AF",2,"Human"
"48002","NIPBL","AL",1,"Human"
"48003","NIPSNAP1","AF",1,"Human"
"48004","NIPSNAP3A","AF",1,"Human"
"48005","NISCH","AF",3,"Human"
"48006","NISCH","AL",1,"Human"
"48007","NIT1","AF",1,"Human"
"48008","NIT2","AF",2,"Human"
"48009","NIT2","AL",1,"Human"
"48010","NKAIN2","AF",2,"Human"
"48011","NKAIN2","AL",2,"Human"
"48012","NKAIN4","AF",1,"Human"
"48013","NKAIN4","AL",1,"Human"
"48014","NKAPD1","AF",1,"Human"
"48015","NKIRAS1","AF",2,"Human"
"48016","NKIRAS2","AF",2,"Human"
"48017","NKTR","AF",6,"Human"
"48018","NKTR","AL",3,"Human"
"48019","NLE1","AF",2,"Human"
"48020","NLGN3","AF",2,"Human"
"48021","NLGN3","AL",1,"Human"
"48022","NLGN4X","AF",1,"Human"
"48023","NLK","AF",1,"Human"
"48024","NMD3","AF",1,"Human"
"48025","NMD3","AL",1,"Human"
"48026","NME2","AF",2,"Human"
"48027","NME3","AF",1,"Human"
"48028","NME4","AF",2,"Human"
"48029","NME4","AL",1,"Human"
"48030","NMNAT2","AL",1,"Human"
"48031","NMRAL1","AF",2,"Human"
"48032","NMRK1","AL",1,"Human"
"48033","NNT","AF",2,"Human"
"48034","NNT","AL",2,"Human"
"48035","NOL11","AF",1,"Human"
"48036","NOL11","AL",1,"Human"
"48037","NOL4","AF",1,"Human"
"48038","NOL7","AL",1,"Human"
"48039","NOLC1","AF",1,"Human"
"48040","NOMO2","AF",1,"Human"
"48041","NOMO2","AL",1,"Human"
"48042","NONO","AF",1,"Human"
"48043","NOP14","AL",1,"Human"
"48044","NOP16","AL",1,"Human"
"48045","NOP53","AF",1,"Human"
"48046","NOP56","AF",3,"Human"
"48047","NOP56","AL",1,"Human"
