"","associated_gene","Human_Detected_LogTPM_Isoseq","Human","Mouse_Detected_LogTPM_Isoseq","Mouse","isoseq_comparison"
"115","ACSL6",1.13049839730278,"Human",1.92937423187369,"Mouse",0.585940445677511
"116","ACSS1",1.81687927433078,"Human",2.13717990410658,"Mouse",0.850129308646244
"117","ACSS2",1.51584927866679,"Human",1.97315315645228,"Mouse",0.768237008723785
"118","ACTA1",0.586430352952502,"Human",1.48089815860356,"Mouse",0.395996409034289
"119","ACTA2",0.762521612008183,"Human",1.25595833201006,"Mouse",0.607123335682503
"120","ACTB",4.24568082172516,"Human",2.20499964776358,"Mouse",1.92547913829888
"121","ACTG1",3.50472286570786,"Human",3.44014258715178,"Mouse",1.01877255867163
"122","ACTL6A",1.54067286239183,"Human",1.15122298149005,"Mouse",1.33829230927765
"123","ACTL6B",2.27662643298102,"Human",2.19973540777122,"Mouse",1.03495466997447
"124","ACTN1",1.85360208135552,"Human",1.37700202473484,"Mouse",1.34611427438711
"125","ACTN2",1.60761965202244,"Human",1.08755390162067,"Mouse",1.47819767795119
"126","ACTN4",0.586430352952502,"Human",2.03410958239371,"Mouse",0.288298309013618
"127","ACTR10",0.762521612008183,"Human",1.2711982985668,"Mouse",0.599844739304544
"128","ACTR1A",2.70700428415835,"Human",2.67803202039882,"Mouse",1.01081849042089
"129","ACTR1B",2.36458160333615,"Human",2.59555172281341,"Mouse",0.911013093113435
"130","ACTR2",2.33072333607518,"Human",2.67152782898582,"Mouse",0.872430865509636
"131","ACTR3",1.23964286672785,"Human",2.6501597711227,"Mouse",0.467761559222028
"132","ACTR3B",2.50288430150243,"Human",2.30572994874106,"Mouse",1.08550626358868
"133","ACTR5",1.28540035728852,"Human",1.08755390162067,"Mouse",1.18191875857649
"134","ACTR6",2.01779411711149,"Human",1.6217136573107,"Mouse",1.24423575519344
"135","ACTR8",0.98437036162454,"Human",1.25595833201006,"Mouse",0.783760365719403
"136","ACVR1",1.43152839296676,"Human",0.85019298582607,"Mouse",1.68376876407166
"137","ACVR1B",1.13049839730278,"Human",2.08295814993152,"Mouse",0.54273697113883
"138","ACVR1C",0.98437036162454,"Human",1.24016406482683,"Mouse",0.793742045542974
"139","ACVR2A",0.887460348616483,"Human",1.52480364430264,"Mouse",0.582016151346723
"140","ACVR2B",0.887460348616483,"Human",1.20674030933988,"Mouse",0.735419494772613
"141","ACY1",0.887460348616483,"Human",1.38858389728465,"Mouse",0.63911179609089
"142","ACYP1",1.06355160767216,"Human",1.45225297715403,"Mouse",0.732345964789411
"143","ACYP2",1.77676205112279,"Human",0.410860291995807,"Mouse",4.32449201282495
"144","ADA",1.39934370959536,"Human",0.507770305003864,"Mouse",2.7558596786882
"145","ADAM10",1.99297053338646,"Human",2.10105637202432,"Mouse",0.948556430909217
"146","ADAM11",1.64712819330611,"Human",2.05922030297674,"Mouse",0.79987954223503
"147","ADAM15",1.70037370525934,"Human",1.64130921337408,"Mouse",1.03598620625777
"148","ADAM17",0.98437036162454,"Human",0.85019298582607,"Mouse",1.15781990446334
"149","ADAM23",0.762521612008183,"Human",1.57965231230999,"Mouse",0.482714839250365
"150","ADAM9",0.586430352952502,"Human",1.99349173148544,"Mouse",0.29417245313354
"151","ADAMTS10",1.68334036596056,"Human",0.711890287659788,"Mouse",2.36460645009533
"152","ADAMTS13",0.762521612008183,"Human",0.711890287659788,"Mouse",1.07112236987364
"153","ADAMTS4",0.586430352952502,"Human",1.22377364863866,"Mouse",0.47919838248262
"154","ADAMTS5",0.586430352952502,"Human",0.285921555387507,"Mouse",2.0510183366823
"155","ADAMTS8",1.51584927866679,"Human",0.984891559723526,"Mouse",1.53910272019421
"156","ADAP1",1.36458160333615,"Human",1.6538983406821,"Mouse",0.825069818241286
"157","ADAR",2.09831371393138,"Human",1.95492833634608,"Mouse",1.07334559273579
"158","ADARB1",0.586430352952502,"Human",1.7725881280134,"Mouse",0.33083283346241
"159","ADARB2",0.586430352952502,"Human",0.586951551051488,"Mouse",0.99911202534851
"160","ADAT1",1.64712819330611,"Human",0.285921555387507,"Mouse",5.76076956168546
"161","ADAT2",0.762521612008183,"Human",0.954928336346083,"Mouse",0.798511870457085
"162","ADAT3",0.887460348616483,"Human",0.109830296331826,"Mouse",8.08028730010192
"163","ADCK1",1.36458160333615,"Human",1.86187874415126,"Mouse",0.732905731709284
"164","ADCK2",1.88746034861648,"Human",0.85019298582607,"Mouse",2.22003754451418
"165","ADCK5",1.91886881286811,"Human",1.25595833201006,"Mouse",1.52781247909483
"166","ADCY2",1.71676412144751,"Human",0.922743652974682,"Mouse",1.86049951783804
"167","ADCY3",1.66561159900013,"Human",1.80443549526539,"Mouse",0.923065193170095
"168","ADCY5",1.06355160767216,"Human",1.13101959540176,"Mouse",0.940347640302701
"169","ADCY6",0.586430352952502,"Human",0.285921555387507,"Mouse",2.0510183366823
"170","ADCY7",0.586430352952502,"Human",0.711890287659788,"Mouse",0.823765070430005
"171","ADCY8",1.13049839730278,"Human",1.45225297715403,"Mouse",0.778444537616446
"172","ADCYAP1",1.56415395824135,"Human",0.984891559723526,"Mouse",1.58814840354651
"173","ADCYAP1R1",0.887460348616483,"Human",2.2153404811018,"Mouse",0.400597721292532
"174","ADD1",2.65646821956026,"Human",2.90187160704391,"Mouse",0.915432720424995
"175","ADD2",1.62782303811073,"Human",1.58695155105149,"Mouse",1.02575471635045
"176","ADD3",2.14273285371979,"Human",2.42684839737994,"Mouse",0.882928186215965
"177","ADGRA1",1.13049839730278,"Human",1.15122298149005,"Mouse",0.981997767139387
"178","ADGRA3",0.586430352952502,"Human",1.72787839304392,"Mouse",0.339393301816464
"179","ADGRB1",2.00967622688931,"Human",2.4053973962943,"Mouse",0.835486157083801
"180","ADGRB2",1.60761965202244,"Human",2.06647887553703,"Mouse",0.777951166621366
"181","ADGRB3",1.76252161200818,"Human",1.75328297281801,"Mouse",1.00526933719964
"182","ADGRE5",0.586430352952502,"Human",1.06407280577115,"Mouse",0.551118635653419
"183","ADGRG1",2.14273285371979,"Human",2.42052360867519,"Mouse",0.885235263163808
"184","ADGRL1",1.68334036596056,"Human",2.30572994874106,"Mouse",0.730068309551893
"185","ADGRL2",0.887460348616483,"Human",0.711890287659788,"Mouse",1.24662516682711
"186","ADGRL3",1.23964286672785,"Human",0.922743652974682,"Mouse",1.34343147496227
"187","ADGRL4",0.762521612008183,"Human",1.49004153804343,"Mouse",0.511745204774256
"188","ADH5",1.86518395390533,"Human",0.711890287659788,"Mouse",2.62004410825268
"189","ADHFE1",1.32679304244675,"Human",1.15122298149005,"Mouse",1.152507432339
"190","ADI1",1.5864303529525,"Human",2.10546549092938,"Mouse",0.753482001859947
"191","ADIPOR1",2.50024420533622,"Human",1.52480364430264,"Mouse",1.63971552316147
"192","ADIPOR2",1.06355160767216,"Human",1.17052813668544,"Mouse",0.908608323319594
"193","ADK",1.23964286672785,"Human",2.05431296848199,"Mouse",0.603434279852627
"194","ADM",1.60761965202244,"Human",0.954928336346083,"Mouse",1.68349769384141
"195","ADNP",0.586430352952502,"Human",0.984891559723526,"Mouse",0.595426315885093
"196","ADNP2",0.887460348616483,"Human",1.46201281444319,"Mouse",0.607012701837689
"197","ADORA1",2.11147515998935,"Human",2.6270261942818,"Mouse",0.803751087288492
"198","ADORA2A",1.39934370959536,"Human",0.586951551051488,"Mouse",2.38408725062319
"199","ADORA2B",0.586430352952502,"Human",1.36510280143513,"Mouse",0.429586952964999
"200","ADPGK",1.54067286239183,"Human",1.50777030500386,"Mouse",1.02182199588277
"201","ADPRHL2",0.887460348616483,"Human",1.82583363996663,"Mouse",0.486057617293493
"202","ADPRM",1.06355160767216,"Human",0.984891559723526,"Mouse",1.07986670935704
"203","ADRA1B",0.586430352952502,"Human",0.109830296331826,"Mouse",5.33942247757161
"204","ADRM1",2.39261032693639,"Human",2.46585615352495,"Mouse",0.970295985642206
"205","ADSL",1.18849034428046,"Human",0.88798154671547,"Mouse",1.33841784063705
"206","ADSS",1.76252161200818,"Human",2.10326652682944,"Mouse",0.837992517603126
"207","ADSSL1",0.98437036162454,"Human",1.51637047676578,"Mouse",0.649162178179618
"208","AEBP1",1.32679304244675,"Human",0.85019298582607,"Mouse",1.56057867397906
"209","AEBP2",0.586430352952502,"Human",0.922743652974682,"Mouse",0.635529002082003
"210","AEN",1.39934370959536,"Human",1.3402792177101,"Mouse",1.04406879634094
"211","AFAP1",0.762521612008183,"Human",1.20674030933988,"Mouse",0.631885423985963
"212","AFAP1L1",0.762521612008183,"Human",1.46201281444319,"Mouse",0.521556038685332
"213","AFAP1L2",1.18849034428046,"Human",1.54916299016209,"Mouse",0.767182247334809
"214","AFDN",1.23964286672785,"Human",0.586951551051488,"Mouse",2.11200202897002
"215","AFF3",0.586430352952502,"Human",1.06407280577115,"Mouse",0.551118635653419
"216","AFF4",1.43152839296676,"Human",1.17052813668544,"Mouse",1.22297649078337
"217","AFG3L2",2.04127521296101,"Human",0.954928336346083,"Mouse",2.1376213641033
"218","AFTPH",2.00967622688931,"Human",1.75328297281801,"Mouse",1.14623609425648
"219","AGA",0.586430352952502,"Human",0.653898340682102,"Mouse",0.896821901001887
"220","AGAP1",1.06355160767216,"Human",1.03924922204612,"Mouse",1.02338455984427
"221","AGAP2",1.32679304244675,"Human",1.50777030500386,"Mouse",0.879970270036155
"222","AGAP3",2.01779411711149,"Human",1.86187874415126,"Mouse",1.08374088455008
"223","AGBL5",1.73255838863074,"Human",0.711890287659788,"Mouse",2.43374353978928
"224","AGFG1",1.32679304244675,"Human",0.76304281010717,"Mouse",1.73881861524964
"225","AGFG2",1.43152839296676,"Human",1.71189028765979,"Mouse",0.83622671574573
"226","AGGF1",1.06355160767216,"Human",2.09210152937139,"Mouse",0.508365197740535
"227","AGK",0.98437036162454,"Human",1.06407280577115,"Mouse",0.925096813193295
"228","AGL",0.762521612008183,"Human",0.586951551051488,"Mouse",1.2991218962488
"229","AGO2",0.762521612008183,"Human",0.109830296331826,"Mouse",6.94272561829758
"230","AGPAT2",1.54067286239183,"Human",0.922743652974682,"Mouse",1.66966508783355
"231","AGPAT3",0.762521612008183,"Human",1.99349173148544,"Mouse",0.382505530354015
"232","AGPAT4",1.71676412144751,"Human",2.14123876058345,"Mouse",0.801762116887759
"233","AGPAT5",1.39934370959536,"Human",0.76304281010717,"Mouse",1.83389934491201
"234","AGPS",0.98437036162454,"Human",0.88798154671547,"Mouse",1.10854821844621
"235","AGRN",1.5864303529525,"Human",1.45225297715403,"Mouse",1.09239256376765
"236","AGT",2.22988302943869,"Human",1.77728324922178,"Mouse",1.2546582152367
"237","AGTPBP1",1.32679304244675,"Human",1.80002637636034,"Mouse",0.737096444736286
"238","AGTRAP",0.887460348616483,"Human",0.808800300667845,"Mouse",1.09725521600782
"239","AHCTF1",0.887460348616483,"Human",0.653898340682102,"Mouse",1.35718397402683
"240","AHCY",2.07779204678677,"Human",0.109830296331826,"Mouse",18.9182048686204
"241","AHCYL1",2.05625236893066,"Human",1.58695155105149,"Mouse",1.29572472932033
"242","AHCYL2",1.62782303811073,"Human",2.39199907463647,"Mouse",0.680528289233607
"243","AHDC1",1.18849034428046,"Human",1.28592155538751,"Mouse",0.924232383617147
"244","AHI1",1.86518395390533,"Human",2.0289083887079,"Mouse",0.919304175726319
"245","AHSA1",2.12424944802578,"Human",0.808800300667845,"Mouse",2.62642020072413
"246","AIDA",0.887460348616483,"Human",0.85019298582607,"Mouse",1.04383400405756
"247","AIF1L",2.62584447212864,"Human",1.28592155538751,"Mouse",2.04199428894195
"248","AIFM1",1.56415395824135,"Human",1.85019298582607,"Mouse",0.845400436724167
"249","AIFM2",0.586430352952502,"Human",0.954928336346083,"Mouse",0.614109279861153
"250","AIFM3",2.01779411711149,"Human",1.66613279709911,"Mouse",1.21106440052357
"251","AIG1",1.77676205112279,"Human",2.09210152937139,"Mouse",0.849271426925753
"252","AIMP1",1.39934370959536,"Human",1.87698616241401,"Mouse",0.745526918427385
"253","AIMP2",0.586430352952502,"Human",1.91939001096709,"Mouse",0.305529543032802
"254","AIP",2.00967622688931,"Human",1.15122298149005,"Mouse",1.74568807190432
"255","AJAP1",0.586430352952502,"Human",0.410860291995807,"Mouse",1.42732302044532
"256","AJUBA",0.762521612008183,"Human",0.88798154671547,"Mouse",0.858713353704988
"257","AK1",1.70037370525934,"Human",2.51036828572377,"Mouse",0.677340338837613
"258","AK2",1.48952033994445,"Human",1.49899638069636,"Mouse",0.993678409852123
"259","AK3",1.51584927866679,"Human",2.38514165087364,"Mouse",0.635538471315347
"260","AK4",0.98437036162454,"Human",1.54119406049081,"Mouse",0.638706303676679
"261","AK5",2.72630943935374,"Human",1.32731424054573,"Mouse",2.05400451232468
"262","AKAIN1",0.887460348616483,"Human",1.39986490769434,"Mouse",0.633961422804848
"263","AKAP1",1.32679304244675,"Human",1.62834423620971,"Mouse",0.814811151685662
"264","AKAP10",0.586430352952502,"Human",1.50777030500386,"Mouse",0.38893878663501
"265","AKAP11",1.18849034428046,"Human",0.922743652974682,"Mouse",1.28799622782458
"266","AKAP12",1.54067286239183,"Human",1.45225297715403,"Mouse",1.06088463003951
"267","AKAP13",1.64712819330611,"Human",0.410860291995807,"Mouse",4.00897391496505
"268","AKAP5",0.586430352952502,"Human",0.586951551051488,"Mouse",0.99911202534851
"269","AKAP6",1.66561159900013,"Human",0.410860291995807,"Mouse",4.05396099708055
"270","AKAP7",2.41573412578353,"Human",1.77728324922178,"Mouse",1.35922854550129
"271","AKAP8",1.18849034428046,"Human",1.81312167445049,"Mouse",0.655493980921422
"272","AKAP8L",2.64712819330611,"Human",2.17428828555874,"Mouse",1.21746881997566
"273","AKAP9",1.84170285805581,"Human",1.25595833201006,"Mouse",1.46637257870514
"274","AKIP1",1.62782303811073,"Human",0.922743652974682,"Mouse",1.76411187751122
"275","AKIRIN1",1.5864303529525,"Human",0.808800300667845,"Mouse",1.96146113155812
"276","AKIRIN2",2.39261032693639,"Human",1.7725881280134,"Mouse",1.34978356738622
"277","AKNA",0.887460348616483,"Human",0.507770305003864,"Mouse",1.74775944924493
"278","AKR1A1",2.04882835085146,"Human",2.79152368833639,"Mouse",0.733946252869686
"279","AKT1",1.85360208135552,"Human",2.0209879050718,"Mouse",0.917176236781912
"280","AKT1S1",1.98437036162454,"Human",2.22544080800613,"Mouse",0.891675192836258
"281","AKT2",1.76252161200818,"Human",1.70089490335833,"Mouse",1.03623193210126
"282","AKT3",0.887460348616483,"Human",0.887981546715469,"Mouse",0.99941305300666
"283","AKTIP",1.85360208135552,"Human",1.6538983406821,"Mouse",1.12074728885153
"284","ALAD",2.16046162068022,"Human",0.922743652974682,"Mouse",2.3413454145314
"285","ALAS1",2.35358621903468,"Human",1.01292028332377,"Mouse",2.32356509962629
"286","ALAS2",0.887460348616483,"Human",0.507770305003864,"Mouse",1.74775944924493
"287","ALCAM",1.87646496431502,"Human",1.6476493914051,"Mouse",1.13887394618268
"288","ALDH16A1",0.586430352952502,"Human",0.922743652974682,"Mouse",0.635529002082003
"289","ALDH18A1",1.85360208135552,"Human",1.82163752537302,"Mouse",1.01754715498406
"290","ALDH1A1",1.90864964768642,"Human",1.71189028765979,"Mouse",1.11493689837776
"291","ALDH1B1",1.71676412144751,"Human",1.47155813234942,"Mouse",1.16663017498779
"292","ALDH1L1",1.77676205112279,"Human",0.984891559723526,"Mouse",1.80401794855624
"293","ALDH2",2.78782747727295,"Human",0.954928336346083,"Mouse",2.91941014960372
"294","ALDH3A2",1.18849034428046,"Human",2.02364414871554,"Mouse",0.587302043709033
"295","ALDH4A1",1.85360208135552,"Human",1.61498027465173,"Mouse",1.14775524534208
"296","ALDH5A1",1.39934370959536,"Human",1.89516013134259,"Mouse",0.738377557892175
"297","ALDH6A1",0.98437036162454,"Human",2.63292613458439,"Mouse",0.37386934205806
"298","ALDH7A1",1.28540035728852,"Human",1.43204959106575,"Mouse",0.897594863549322
"299","ALDH9A1",1.98437036162454,"Human",0.109830296331826,"Mouse",18.0676045490148
"300","ALDOA",3.33963026715192,"Human",3.69189365924353,"Mouse",0.904584632005951
"301","ALDOC",3.02576304678276,"Human",1.80002637636034,"Mouse",1.68095483850679
"302","ALG1",1.39934370959536,"Human",1.54119406049081,"Mouse",0.907960746455069
"303","ALG11",0.887460348616483,"Human",0.76304281010717,"Mouse",1.16305446674983
"304","ALG12",1.66561159900013,"Human",0.954928336346083,"Mouse",1.7442268027917
"305","ALG14",0.586430352952502,"Human",1.41086029199581,"Mouse",0.415654445928828
"306","ALG2",0.98437036162454,"Human",0.88798154671547,"Mouse",1.10854821844621
"307","ALG5",1.32679304244675,"Human",1.18901154237945,"Mouse",1.11587902653289
"308","ALG6",0.98437036162454,"Human",1.08755390162067,"Mouse",0.905123286448267
"309","ALG8",1.23964286672785,"Human",0.984891559723526,"Mouse",1.25865924475567
"310","ALG9",1.28540035728852,"Human",0.984891559723526,"Mouse",1.30511866468767
"311","ALKBH1",1.06355160767216,"Human",1.01292028332377,"Mouse",1.04998549755787
"312","ALKBH2",1.28540035728852,"Human",1.13101959540176,"Mouse",1.13649698246998
"313","ALKBH3",1.32679304244675,"Human",0.653898340682102,"Mouse",2.02905093942084
"314","ALKBH4",1.43152839296676,"Human",1.06407280577115,"Mouse",1.34532936581281
"315","ALKBH5",2.55257208569153,"Human",1.76784169298894,"Mouse",1.4438917782145
"316","ALKBH6",1.4614916163442,"Human",2.05922030297674,"Mouse",0.709730578234645
"317","ALKBH7",0.586430352952502,"Human",0.109830296331826,"Mouse",5.33942247757161
"318","ALKBH8",0.762521612008183,"Human",0.922743652974682,"Mouse",0.82636343208649
"319","ALMS1",0.586430352952502,"Human",0.109830296331826,"Mouse",5.33942247757161
"320","ALPL",1.70037370525934,"Human",1.61498027465173,"Mouse",1.0528758350476
"321","ALS2",0.887460348616483,"Human",1.71189028765979,"Mouse",0.518409593776989
"322","ALYREF",1.06355160767216,"Human",0.653898340682102,"Mouse",1.62647852350067
