"","associated_gene","Human_Detected_LogTPM_Isoseq","Human","Mouse_Detected_LogTPM_Isoseq","Mouse","isoseq_comparison"
"763","B4GALT6",0.762521612008183,"Human",1.47155813234942,"Mouse",0.518172945564018
"764","B4GALT7",1.85360208135552,"Human",1.83410616593261,"Mouse",1.01062965480681
"765","B4GAT1",2.8282257842477,"Human",0.109830296331826,"Mouse",25.7508709227452
"766","B9D1",1.4614916163442,"Human",1.41086029199581,"Mouse",1.03588684481067
"767","BAALC",2.71996926132272,"Human",0.410860291995807,"Mouse",6.62018042218224
"768","BABAM1",2.35358621903468,"Human",1.22377364863866,"Mouse",1.92322021450032
"769","BABAM2",1.79055033560843,"Human",2.01562617669969,"Mouse",0.888334531624412
"770","BACE1",0.98437036162454,"Human",1.03924922204612,"Mouse",0.947193744043867
"771","BACH2",0.887460348616483,"Human",0.410860291995807,"Mouse",2.16000515480707
"772","BAD",2.23964286672785,"Human",1.85801832333803,"Mouse",1.20539331533836
"773","BAG1",2.06355160767216,"Human",1.18901154237945,"Mouse",1.73551856657555
"774","BAG2",0.586430352952502,"Human",1.35286834501812,"Mouse",0.433471856379822
"775","BAG3",1.81687927433078,"Human",1.48089815860356,"Mouse",1.22687658416973
"776","BAG4",1.86518395390533,"Human",2.04179641106,"Mouse",0.913501436187274
"777","BAG5",1.32679304244675,"Human",1.01292028332377,"Mouse",1.30986916175974
"778","BAG6",1.73255838863074,"Human",2.8207934153271,"Mouse",0.614209597631889
"779","BAHD1",1.06355160767216,"Human",1.57965231230999,"Mouse",0.673282088333027
"780","BAIAP2",2.09831371393138,"Human",0.808800300667845,"Mouse",2.59435328127197
"781","BAIAP3",2.06355160767216,"Human",0.984891559723526,"Mouse",2.09520691623293
"782","BAK1",1.60761965202244,"Human",0.808800300667845,"Mouse",1.98765956280554
"783","BAMBI",0.98437036162454,"Human",1.28592155538751,"Mouse",0.765497986638776
"784","BANF1",1.60761965202244,"Human",1.99632102150431,"Mouse",0.80529115042381
"785","BANP",1.32679304244675,"Human",1.08755390162067,"Mouse",1.21997911135214
"786","BAP1",2.36818572760497,"Human",2.51036828572377,"Mouse",0.943361872866471
"787","BASP1",3.07568552132176,"Human",1.17052813668544,"Mouse",2.62760494594442
"788","BAX",0.887460348616483,"Human",2.13717990410658,"Mouse",0.415248312465989
"789","BAZ1B",1.8294684016388,"Human",1.25595833201006,"Mouse",1.45663144629239
"790","BAZ2A",0.586430352952502,"Human",0.984891559723526,"Mouse",0.595426315885093
"791","BAZ2B",1.8294684016388,"Human",0.954928336346083,"Mouse",1.91581748284802
"792","BBC3",1.5864303529525,"Human",1.43204959106575,"Mouse",1.10780406129083
"793","BBIP1",1.54067286239183,"Human",0.76304281010717,"Mouse",2.01911720022031
"794","BBOF1",0.887460348616483,"Human",0.653898340682102,"Mouse",1.35718397402683
"795","BBOX1",1.23964286672785,"Human",0.109830296331826,"Mouse",11.2868935815539
"796","BBS1",1.84170285805581,"Human",1.49004153804343,"Mouse",1.23600772933763
"797","BBS10",0.762521612008183,"Human",0.653898340682102,"Mouse",1.16611645047573
"798","BBS12",0.887460348616483,"Human",0.410860291995807,"Mouse",2.16000515480707
"799","BBS2",2.07779204678677,"Human",1.32731424054573,"Mouse",1.5654107997308
"800","BBS4",1.73255838863074,"Human",1.82583363996663,"Mouse",0.94891360894326
"801","BBS5",0.887460348616483,"Human",1.32731424054573,"Mouse",0.668613596921554
"802","BBS7",1.18849034428046,"Human",1.38858389728465,"Mouse",0.85590099856734
"803","BBS9",1.5864303529525,"Human",1.36510280143513,"Mouse",1.16213251579638
"804","BBX",1.4614916163442,"Human",1.22377364863866,"Mouse",1.19424994807657
"805","BCAM",1.43152839296676,"Human",1.82583363996663,"Mouse",0.784040978121603
"806","BCAN",2.47573205545881,"Human",2.90536273904198,"Mouse",0.852124941987507
"807","BCAP29",1.28540035728852,"Human",1.08755390162067,"Mouse",1.18191875857649
"808","BCAP31",2.59715421834427,"Human",2.20847402214888,"Mouse",1.1759949142699
"809","BCAR1",2.21481928300281,"Human",2.00745738762227,"Mouse",1.10329578931992
"810","BCAR3",1.36458160333615,"Human",1.51637047676578,"Mouse",0.899899875554567
"811","BCAS1",2.11147515998935,"Human",1.55698832767405,"Mouse",1.35612780292556
"812","BCAS2",2.02576304678276,"Human",1.79557203493409,"Mouse",1.12819926317082
"813","BCAS3",1.48952033994445,"Human",1.49899638069636,"Mouse",0.993678409852123
"814","BCAT1",1.5864303529525,"Human",1.51637047676578,"Mouse",1.04620234781684
"815","BCAT2",1.13049839730278,"Human",1.41086029199581,"Mouse",0.801283021229247
"816","BCCIP",2.03358838429472,"Human",2.04684640379664,"Mouse",0.993522709140595
"817","BCHE",1.48952033994445,"Human",0.109830296331826,"Mouse",13.5620169451625
"818","BCKDHA",1.98437036162454,"Human",1.82583363996663,"Mouse",1.08682977363743
"819","BCKDHB",1.06355160767216,"Human",1.9057103136759,"Mouse",0.558086714460128
"820","BCKDK",1.5864303529525,"Human",1.03924922204612,"Mouse",1.52651579553658
"821","BCL10",1.62782303811073,"Human",1.56467515634034,"Mouse",1.04035846131672
"822","BCL11A",1.80391429716641,"Human",2.28592155538751,"Mouse",0.789140945328988
"823","BCL2L1",2.5081168284361,"Human",2.50777030500386,"Mouse",1.00013817989293
"824","BCL2L13",1.36458160333615,"Human",1.01292028332377,"Mouse",1.34717571145722
"825","BCL2L2",1.51584927866679,"Human",1.20674030933988,"Mouse",1.25615202122154
"826","BCL3",1.06355160767216,"Human",0.653898340682102,"Mouse",1.62647852350067
"827","BCL6",1.80391429716641,"Human",2.0209879050718,"Mouse",0.892590347838978
"828","BCL7A",2.25388330584246,"Human",1.54119406049081,"Mouse",1.46242667527844
"829","BCL7B",2.24444174960961,"Human",1.90222198583008,"Mouse",1.17990527200757
"830","BCL7C",0.586430352952502,"Human",1.6721231607883,"Mouse",0.350710023462648
"831","BCL9",1.13049839730278,"Human",1.22377364863866,"Mouse",0.923780634237675
"832","BCL9L",0.586430352952502,"Human",1.44226875624743,"Mouse",0.406602687891754
"833","BCLAF1",1.62782303811073,"Human",1.46201281444319,"Mouse",1.11341229162255
"834","BCOR",1.23964286672785,"Human",0.887981546715469,"Mouse",1.39602322966409
"835","BCR",1.70037370525934,"Human",1.72261415305156,"Mouse",0.987089129766626
"836","BCS1L",2.01779411711149,"Human",1.49004153804343,"Mouse",1.35418648782171
"837","BDH1",1.06355160767216,"Human",1.64130921337408,"Mouse",0.64798978705895
"838","BDH2",0.98437036162454,"Human",0.586951551051488,"Mouse",1.67708963348184
"839","BDNF",0.586430352952502,"Human",1.15122298149005,"Mouse",0.509397712156053
"840","BEAN1",0.586430352952502,"Human",1.31395027898775,"Mouse",0.44631091627324
"841","BECN1",2.36818572760497,"Human",1.55698832767405,"Mouse",1.52100416265982
"842","BEGAIN",2.20447844966459,"Human",2.58839679192567,"Mouse",0.851677168099311
"843","BEND5",1.68334036596056,"Human",0.85019298582607,"Mouse",1.97995089823633
"844","BEND6",2.00967622688931,"Human",2.48549391029271,"Mouse",0.808562120617964
"845","BET1",1.66561159900013,"Human",1.67803202039882,"Mouse",0.992598221459599
"846","BET1L",1.23964286672785,"Human",0.711890287659788,"Mouse",1.74133976571439
"847","BEX1",2.51070963901438,"Human",2.07831324488576,"Mouse",1.20805159914784
"848","BEX2",2.27662643298102,"Human",1.08755390162067,"Mouse",2.09334583746919
"849","BEX3",2.78094469483497,"Human",1.70089490335833,"Mouse",1.63498913974293
"850","BEX4",2.58425343369823,"Human",1.46201281444319,"Mouse",1.76759971470048
"851","BGN",1.88746034861648,"Human",1.51637047676578,"Mouse",1.24472243263545
"852","BHLHB9",1.43152839296676,"Human",0.711890287659788,"Mouse",2.01088344339217
"853","BHLHE40",2.29400052905044,"Human",0.410860291995807,"Mouse",5.58340772700869
"854","BHLHE41",0.586430352952502,"Human",1.06407280577115,"Mouse",0.551118635653419
"855","BICD1",1.4614916163442,"Human",1.6011919901661,"Mouse",0.91275226538736
"856","BICD2",1.32679304244675,"Human",1.71728531954649,"Mouse",0.772610717243614
"857","BICDL1",0.762521612008183,"Human",1.3402792177101,"Mouse",0.568927430890833
"858","BICRA",0.762521612008183,"Human",0.711890287659788,"Mouse",1.07112236987364
"859","BICRAL",0.586430352952502,"Human",0.984891559723526,"Mouse",0.595426315885093
"860","BID",1.79055033560843,"Human",1.36510280143513,"Mouse",1.3116597033762
"861","BIN1",2.73564946560788,"Human",2.52730198953512,"Mouse",1.08243869428168
"862","BIN3",1.48952033994445,"Human",1.06407280577115,"Mouse",1.39982934613667
"863","BIRC2",2.06355160767216,"Human",1.83410616593261,"Mouse",1.1250993241293
"864","BIRC6",1.06355160767216,"Human",1.01292028332377,"Mouse",1.04998549755787
"865","BIVM",1.23964286672785,"Human",1.28592155538751,"Mouse",0.964011266110462
"866","BLCAP",2.88089657911409,"Human",2.49988179279081,"Mouse",1.15241312106119
"867","BLMH",1.81687927433078,"Human",2.05922030297674,"Mouse",0.882314180616983
"868","BLOC1S1",1.77676205112279,"Human",2.03668700528152,"Mouse",0.872378547373902
"869","BLOC1S2",1.86518395390533,"Human",1.91939001096709,"Mouse",0.971758706280621
"870","BLOC1S3",0.762521612008183,"Human",0.285921555387507,"Mouse",2.66689096236464
"871","BLOC1S5",1.48952033994445,"Human",1.62834423620971,"Mouse",0.914745363309415
"872","BLOC1S6",1.74779835518748,"Human",0.88798154671547,"Mouse",1.96828229331157
"873","BLVRA",1.66561159900013,"Human",1.70089490335833,"Mouse",0.979256034991619
"874","BLVRB",1.5864303529525,"Human",1.57222829423078,"Mouse",1.00903307666821
"875","BLZF1",1.80391429716641,"Human",1.6011919901661,"Mouse",1.12660712034868
"876","BMI1",1.36458160333615,"Human",1.50777030500386,"Mouse",0.905032814883994
"877","BMP1",0.586430352952502,"Human",1.54119406049081,"Mouse",0.380503901478666
"878","BMP2",0.586430352952502,"Human",0.586951551051488,"Mouse",0.99911202534851
"879","BMP4",0.586430352952502,"Human",0.85019298582607,"Mouse",0.689761457373952
"880","BMP7",1.28540035728852,"Human",1.45225297715403,"Mouse",0.885107744662716
"881","BMPER",0.887460348616483,"Human",1.28592155538751,"Mouse",0.690135681215057
"882","BMPR1A",1.4614916163442,"Human",1.61498027465173,"Mouse",0.904959422281099
"883","BMPR2",0.586430352952502,"Human",0.109830296331826,"Mouse",5.33942247757161
"884","BMS1",1.18849034428046,"Human",1.51637047676578,"Mouse",0.783773070295696
"885","BMT2",1.76252161200818,"Human",0.285921555387507,"Mouse",6.16435374947318
"886","BNIP1",1.18849034428046,"Human",0.109830296331826,"Mouse",10.8211521226322
"887","BNIP2",1.39934370959536,"Human",1.49004153804343,"Mouse",0.939130671103861
"888","BNIP3",0.98437036162454,"Human",1.70089490335833,"Mouse",0.578736734222058
"889","BNIP3L",2.7711217837701,"Human",1.94552086782425,"Mouse",1.42435983576426
"890","BOC",0.887460348616483,"Human",1.32731424054573,"Mouse",0.668613596921554
"891","BOD1",1.87646496431502,"Human",1.94867938706908,"Mouse",0.962941865535574
"892","BOK",1.84170285805581,"Human",1.95492833634608,"Mouse",0.942082031251385
"893","BOLA1",0.586430352952502,"Human",0.653898340682102,"Mouse",0.896821901001887
"894","BOLA2",1.18849034428046,"Human",2.04179641106,"Mouse",0.582080729421725
"895","BOLA3",1.54067286239183,"Human",1.35286834501812,"Mouse",1.1388195075044
"896","BOP1",2.38577090240608,"Human",2.05677356702965,"Mouse",1.15995797527268
"897","BORCS5",0.586430352952502,"Human",1.68386156405954,"Mouse",0.348265181336347
"898","BORCS7",0.586430352952502,"Human",1.41086029199581,"Mouse",0.415654445928828
"899","BORCS8",1.51584927866679,"Human",0.586951551051488,"Mouse",2.58257990110298
"900","BPGM",1.95749821522424,"Human",2.05677356702965,"Mouse",0.951732483635141
"901","BPHL",1.13049839730278,"Human",1.73307958672973,"Mouse",0.652306106401032
"902","BPNT1",0.887460348616483,"Human",1.93913406916285,"Mouse",0.457658066417043
"903","BPTF",1.70037370525934,"Human",1.01292028332377,"Mouse",1.6786846243021
"904","BRAP",1.54067286239183,"Human",2.28592155538751,"Mouse",0.673983260169509
"905","BRAT1",2.12424944802578,"Human",1.83410616593261,"Mouse",1.15819328645331
"906","BRCC3",1.36458160333615,"Human",1.51637047676578,"Mouse",0.899899875554567
"907","BRD1",1.13049839730278,"Human",0.653898340682102,"Mouse",1.72885955961216
"908","BRD2",0.887460348616483,"Human",2.21363401728778,"Mouse",0.400906537253086
"909","BRD3",0.762521612008183,"Human",1.31395027898775,"Mouse",0.580327600063847
"910","BRD3OS",1.68334036596056,"Human",1.25595833201006,"Mouse",1.34028360898447
"911","BRD4",2.18849034428046,"Human",1.89870541210724,"Mouse",1.15262237644944
"912","BRD7",1.74779835518748,"Human",0.984891559723526,"Mouse",1.77460994353339
"913","BRD8",2.21989880853209,"Human",1.31395027898775,"Mouse",1.68948463578262
"914","BRD9",1.77676205112279,"Human",2.00469995307708,"Mouse",0.886298245478374
"915","BRF1",1.66561159900013,"Human",0.109830296331826,"Mouse",15.1653200858885
"916","BRF2",0.98437036162454,"Human",1.15122298149005,"Mouse",0.855064898331381
"917","BRI3",1.8294684016388,"Human",2.04684640379664,"Mouse",0.893798576310057
"918","BRI3BP",0.586430352952502,"Human",1.22377364863866,"Mouse",0.47919838248262
"919","BRINP1",0.762521612008183,"Human",2.43616615726058,"Mouse",0.31300065873406
"920","BRINP2",1.39934370959536,"Human",1.82583363996663,"Mouse",0.766413587177053
"921","BRINP3",1.60761965202244,"Human",1.73821922638214,"Mouse",0.924865878608694
"922","BRIX1",1.56415395824135,"Human",0.109830296331826,"Mouse",14.2415527452975
"923","BRK1",1.79055033560843,"Human",2.33643020153918,"Mouse",0.766361577773158
"924","BRMS1",1.79055033560843,"Human",0.586951551051488,"Mouse",3.05059307263225
"925","BRMS1L",1.74779835518748,"Human",2.07361812367738,"Mouse",0.842873784343623
"926","BROX",1.39934370959536,"Human",1.98489155972353,"Mouse",0.704997561574735
"927","BRPF1",0.887460348616483,"Human",1.3402792177101,"Mouse",0.662145869972326
"928","BRPF3",0.586430352952502,"Human",1.25595833201006,"Mouse",0.46691863735158
"929","BRSK1",1.96664159466411,"Human",2.13717990410658,"Mouse",0.92020404594167
"930","BRSK2",1.43152839296676,"Human",1.62834423620971,"Mouse",0.879131304753421
"931","BRWD1",2.46437730458169,"Human",2.21192082184366,"Mouse",1.11413450257573
"932","BSCL2",2.77395107378896,"Human",2.34155467966034,"Mouse",1.18466209560878
"933","BSDC1",2.46724394523329,"Human",1.67803202039882,"Mouse",1.47031994338636
"934","BSG",3.08542971653265,"Human",3.21431740764422,"Mouse",0.959902002582244
"935","BSN",0.762521612008183,"Human",0.507770305003864,"Mouse",1.50170579983479
"936","BST2",1.13049839730278,"Human",0.76304281010717,"Mouse",1.4815661484891
"937","BTAF1",0.762521612008183,"Human",0.285921555387507,"Mouse",2.66689096236464
"938","BTBD1",2.42527944368976,"Human",1.17052813668544,"Mouse",2.07195313609238
"939","BTBD10",2.42212092444493,"Human",2.11415167011447,"Mouse",1.14567036920004
"940","BTBD11",0.586430352952502,"Human",1.80880030066784,"Mouse",0.324209561849354
"941","BTBD17",0.887460348616483,"Human",2.22377364863866,"Mouse",0.399078543429887
"942","BTBD2",1.66561159900013,"Human",2.36146851678004,"Mouse",0.705328733863985
"943","BTBD3",1.95749821522424,"Human",1.97016830290282,"Mouse",0.993569032828356
"944","BTBD6",2.06355160767216,"Human",1.59413013567861,"Mouse",1.29446872716808
"945","BTBD7",0.586430352952502,"Human",0.808800300667845,"Mouse",0.725061986831945
"946","BTBD8",1.39934370959536,"Human",1.30016199450212,"Mouse",1.07628412114232
"947","BTD",1.36458160333615,"Human",1.44226875624743,"Mouse",0.946135453205396
"948","BTF3",2.11147515998935,"Human",2.23204617460465,"Mouse",0.945981845722049
"949","BTF3L4",1.64712819330611,"Human",1.01292028332377,"Mouse",1.62611828435429
"950","BTG1",2.20447844966459,"Human",0.507770305003864,"Mouse",4.34148753469902
"951","BTG2",1.68334036596056,"Human",1.72787839304392,"Mouse",0.97422386479126
"952","BTG3",1.39934370959536,"Human",0.285921555387507,"Mouse",4.89415255068418
"953","BTK",0.586430352952502,"Human",0.653898340682102,"Mouse",0.896821901001887
"954","BTRC",1.4614916163442,"Human",1.51637047676578,"Mouse",0.9638090682571
"955","BUB3",2.48679748160897,"Human",1.17052813668544,"Mouse",2.1245089320542
"956","BUD13",1.32679304244675,"Human",0.285921555387507,"Mouse",4.64040929215202
"957","BUD23",1.66561159900013,"Human",1.6721231607883,"Mouse",0.996105812095142
"958","BUD31",1.66561159900013,"Human",1.66005864938692,"Mouse",1.00334503218622
"959","BYSL",1.43152839296676,"Human",0.808800300667845,"Mouse",1.76994048071534
"960","BZW1",2.44975321307296,"Human",2.46966577867171,"Mouse",0.991937141547361
"961","BZW2",2.24918818463408,"Human",1.70089490335833,"Mouse",1.32235576706896
"962","C1D",1.48952033994445,"Human",0.711890287659788,"Mouse",2.09234535962132
"963","C1GALT1",0.762521612008183,"Human",0.109830296331826,"Mouse",6.94272561829758
"964","C1GALT1C1",0.586430352952502,"Human",1.51637047676578,"Mouse",0.386732900658473
"965","C1QA",1.28540035728852,"Human",1.99632102150431,"Mouse",0.643884597438101
"966","C1QB",0.586430352952502,"Human",2.36870692570396,"Mouse",0.247574044128832
"967","C1QBP",1.54067286239183,"Human",2.24970938273306,"Mouse",0.684831949502801
"968","C1QC",1.80391429716641,"Human",2.31530533307272,"Mouse",0.779125876573858
"969","C1QL1",1.18849034428046,"Human",1.41086029199581,"Mouse",0.842386982625489
"970","C1QL2",1.48952033994445,"Human",0.410860291995807,"Mouse",3.62536942353058
"971","C1QL3",1.54067286239183,"Human",1.86949814102146,"Mouse",0.824110400853372
"972","C1QTNF1",0.586430352952502,"Human",0.88798154671547,"Mouse",0.660408265376272
"973","C1QTNF2",0.586430352952502,"Human",0.507770305003864,"Mouse",1.15491265868342
"974","C1QTNF4",2.24444174960961,"Human",1.6011919901661,"Mouse",1.40173181192144
"975","C1QTNF5",1.13049839730278,"Human",1.6538983406821,"Mouse",0.683535601611727
"976","C2CD2L",2.19388537616717,"Human",2.60398489035027,"Mouse",0.842510793475482
"977","C2CD3",0.586430352952502,"Human",1.25595833201006,"Mouse",0.46691863735158
"978","C2CD4C",1.92885303377471,"Human",0.711890287659788,"Mouse",2.70948075456327
"979","C2CD5",1.51584927866679,"Human",1.57222829423078,"Mouse",0.964140693962278
"980","C3",0.586430352952502,"Human",0.285921555387507,"Mouse",2.0510183366823
"981","C3AR1",0.887460348616483,"Human",0.653898340682102,"Mouse",1.35718397402683
"982","C9ORF72",1.91886881286811,"Human",1.9057103136759,"Mouse",1.00690477408753
"983","CAAP1",0.98437036162454,"Human",1.3402792177101,"Mouse",0.734451708731529
"984","CAB39",2.28972173107116,"Human",2.46201281444319,"Mouse",0.930020232891846
"985","CAB39L",2.04882835085146,"Human",1.73307958672973,"Mouse",1.18218941965472
"986","CABIN1",1.76252161200818,"Human",1.6538983406821,"Mouse",1.06567711488318
"987","CABLES1",1.18849034428046,"Human",2.05677356702965,"Mouse",0.577842093720047
"988","CABLES2",0.586430352952502,"Human",1.7725881280134,"Mouse",0.33083283346241
"989","CABP1",2.77816074631536,"Human",1.9057103136759,"Mouse",1.45780852754929
"990","CACFD1",1.87646496431502,"Human",1.25595833201006,"Mouse",1.49405033311247
"991","CACHD1",0.887460348616483,"Human",1.20674030933988,"Mouse",0.735419494772613
"992","CACNA1A",0.887460348616483,"Human",0.410860291995807,"Mouse",2.16000515480707
"993","CACNA1B",1.13049839730278,"Human",0.887981546715469,"Mouse",1.27311023690115
"994","CACNA1C",0.586430352952502,"Human",0.109830296331826,"Mouse",5.33942247757161
"995","CACNA1G",0.586430352952502,"Human",0.109830296331826,"Mouse",5.33942247757161
"996","CACNA1H",1.13049839730278,"Human",1.13101959540176,"Mouse",0.999539178541994
"997","CACNA1I",0.586430352952502,"Human",0.410860291995807,"Mouse",1.42732302044532
"998","CACNA2D1",1.06355160767216,"Human",1.59413013567861,"Mouse",0.667167368503084
"999","CACNA2D3",1.5864303529525,"Human",1.08755390162067,"Mouse",1.45871423070471
"1000","CACNB1",1.76252161200818,"Human",2.54439920036602,"Mouse",0.692706400691619
"1001","CACNB2",1.51584927866679,"Human",1.01292028332377,"Mouse",1.49651389514358
"1002","CACNB3",2.45858662570079,"Human",2.75525256568092,"Mouse",0.892327134116358
"1003","CACNB4",0.586430352952502,"Human",0.653898340682102,"Mouse",0.896821901001887
"1004","CACNG3",2.57986658345011,"Human",2.56922278409106,"Mouse",1.00414280903352
"1005","CACNG7",1.06355160767216,"Human",1.06407280577115,"Mouse",0.999510185678875
"1006","CACTIN",1.54067286239183,"Human",1.93265194163493,"Mouse",0.797180717956122
"1007","CACUL1",1.92885303377471,"Human",1.39986490769434,"Mouse",1.37788512532373
"1008","CACYBP",0.762521612008183,"Human",0.653898340682102,"Mouse",1.16611645047573
"1009","CAD",0.586430352952502,"Human",0.954928336346083,"Mouse",0.614109279861153
"1010","CADM1",2.16046162068022,"Human",2.12686363563061,"Mouse",1.01579696247882
"1011","CADM2",0.586430352952502,"Human",1.10983029633183,"Mouse",0.528396417804372
"1012","CADM3",1.91886881286811,"Human",1.36510280143513,"Mouse",1.40565883452206
"1013","CADM4",1.8294684016388,"Human",2.62504160065963,"Mouse",0.696929298636289
"1014","CADPS",1.76252161200818,"Human",1.39986490769434,"Mouse",1.25906550147839
"1015","CADPS2",0.586430352952502,"Human",1.37700202473484,"Mouse",0.425874720892605
"1016","CALB1",1.74779835518748,"Human",1.47155813234942,"Mouse",1.18771954485891
"1017","CALB2",1.06355160767216,"Human",1.96716279276309,"Mouse",0.540652563979359
"1018","CALCOCO1",2.29400052905044,"Human",1.28592155538751,"Mouse",1.78393504599054
"1019","CALD1",1.56415395824135,"Human",1.35286834501812,"Mouse",1.1561760344244
"1020","CALHM2",1.18849034428046,"Human",0.76304281010717,"Mouse",1.55756705723174
"1021","CALM1",2.41250515565333,"Human",3.20184876708462,"Mouse",0.75347255012609
"1022","CALM2",3.41733965249895,"Human",3.54439920036602,"Mouse",0.964152021066375
"1023","CALM3",3.74809776539024,"Human",3.15573976336684,"Mouse",1.18770812755213
"1024","CALR",2.12424944802578,"Human",2.39086366357955,"Mouse",0.888486232144827
"1025","CALU",1.51584927866679,"Human",2.18171230363795,"Mouse",0.694797969530242
"1026","CALY",1.85360208135552,"Human",2.69641760100358,"Mouse",0.687431383278919
"1027","CAMK1",2.177494959979,"Human",2.32862829444356,"Mouse",0.935097699007958
"1028","CAMK1D",1.39934370959536,"Human",0.954928336346083,"Mouse",1.46539133496632
"1029","CAMK1G",2.39261032693639,"Human",1.76784169298894,"Mouse",1.35340756835027
"1030","CAMK2A",1.73255838863074,"Human",2.8394000226338,"Mouse",0.610184678037594
"1031","CAMK2B",2.99889090038246,"Human",3.06286475358218,"Mouse",0.979113066247898
"1032","CAMK2D",1.5864303529525,"Human",2.38858389728466,"Mouse",0.664171919921238
"1033","CAMK2G",2.47573205545881,"Human",2.03151677181543,"Mouse",1.21866188347853
"1034","CAMK2N1",2.84530698232463,"Human",2.11415167011447,"Mouse",1.34583862763762
"1035","CAMK2N2",1.13049839730278,"Human",2.55073937839704,"Mouse",0.443204196742834
"1036","CAMK4",1.66561159900013,"Human",0.808800300667845,"Mouse",2.05936075644976
"1037","CAMKK1",2.07779204678677,"Human",2.51807026164368,"Mouse",0.82515252987043
"1038","CAMKK2",2.41893926565874,"Human",1.73307958672973,"Mouse",1.39574621049182
"1039","CAMKV",3.04657617044425,"Human",1.71189028765979,"Mouse",1.77965620367472
"1040","CAMSAP1",1.06355160767216,"Human",0.410860291995807,"Mouse",2.58859672835704
"1041","CAMSAP2",0.762521612008183,"Human",1.50777030500386,"Mouse",0.50572796763379
"1042","CAMSAP3",1.18849034428046,"Human",1.49899638069636,"Mouse",0.79285738083527
"1043","CAMTA1",1.66561159900013,"Human",1.93265194163493,"Mouse",0.861826986597028
"1044","CAMTA2",2.37530546872792,"Human",2.81994766144364,"Mouse",0.842322537118262
"1045","CAND1",0.98437036162454,"Human",0.285921555387507,"Mouse",3.4427987085144
"1046","CAND2",1.06355160767216,"Human",0.653898340682102,"Mouse",1.62647852350067
"1047","CANT1",1.91886881286811,"Human",1.99064388861262,"Mouse",0.963943789165357
"1048","CANX",1.54067286239183,"Human",1.31395027898775,"Mouse",1.17255035219349
"1049","CAP1",2.66014870329862,"Human",2.95243953594239,"Mouse",0.901000230797117
"1050","CAP2",2.38231037029658,"Human",2.03151677181543,"Mouse",1.17267570878466
"1051","CAPG",1.5864303529525,"Human",0.922743652974682,"Mouse",1.71925360617575
"1052","CAPN1",0.762521612008183,"Human",1.51637047676578,"Mouse",0.502859705917344
"1053","CAPN10",1.90864964768642,"Human",1.88798154671547,"Mouse",1.0109471943764
"1054","CAPN15",1.23964286672785,"Human",1.80443549526539,"Mouse",0.686997606719945
"1055","CAPN2",2.07073019229929,"Human",2.30434463821429,"Mouse",0.898620005861606
"1056","CAPN3",1.13049839730278,"Human",0.109830296331826,"Mouse",10.2931380052663
"1057","CAPN5",1.48952033994445,"Human",2.04934954895044,"Mouse",0.726825904691218
"1058","CAPN7",0.586430352952502,"Human",1.86187874415126,"Mouse",0.314966994920942
"1059","CAPNS1",2.23964286672785,"Human",0.76304281010717,"Mouse",2.93514706784707
"1060","CAPRIN1",2.04882835085146,"Human",2.00192489902231,"Mouse",1.02342917651509
"1061","CAPRIN2",1.54067286239183,"Human",0.653898340682102,"Mouse",2.35613514599946
"1062","CAPZA1",2.37882204245076,"Human",1.24016406482683,"Mouse",1.91815108171427
"1063","CAPZA2",2.40925199825561,"Human",1.94867938706908,"Mouse",1.23635114849716
"1064","CAPZB",2.68159970438426,"Human",2.56771219306582,"Mouse",1.04435369027183
"1065","CARD19",1.79055033560843,"Human",1.20674030933988,"Mouse",1.48379093807507
"1066","CARHSP1",2.50550844532858,"Human",2.19973540777122,"Mouse",1.13900446229902
"1067","CARM1",1.62782303811073,"Human",1.83818407835305,"Mouse",0.885560405663614
"1068","CARMIL2",1.70037370525934,"Human",2.03668700528152,"Mouse",0.834872369121983
"1069","CARMIL3",1.32679304244675,"Human",1.48089815860356,"Mouse",0.895938072944778
"1070","CARNMT1",1.13049839730278,"Human",0.711890287659788,"Mouse",1.58802334699507
"1071","CARNS1",1.06355160767216,"Human",0.954928336346083,"Mouse",1.11375018123529
"1072","CARS",2.18849034428046,"Human",1.82998959973778,"Mouse",1.19590315955569
"1073","CARS2",1.76252161200818,"Human",1.3402792177101,"Mouse",1.31504061893871
"1074","CARTPT",0.98437036162454,"Human",0.410860291995807,"Mouse",2.39587611848016
"1075","CASC3",2.38231037029658,"Human",2.06165333164774,"Mouse",1.15553392693453
"1076","CASC4",2.04127521296101,"Human",1.81740047242976,"Mouse",1.12318404442359
"1077","CASD1",1.79055033560843,"Human",2.13921407401704,"Mouse",0.837013161682372
"1078","CASK",0.98437036162454,"Human",0.410860291995807,"Mouse",2.39587611848016
"1079","CASKIN1",0.586430352952502,"Human",1.6721231607883,"Mouse",0.350710023462648
"1080","CASKIN2",1.06355160767216,"Human",1.06407280577115,"Mouse",0.999510185678875
"1081","CASP1",0.586430352952502,"Human",0.922743652974682,"Mouse",0.635529002082003
"1082","CASP2",1.28540035728852,"Human",1.28592155538751,"Mouse",0.999594689040865
"1083","CASP3",2.22988302943869,"Human",1.13101959540176,"Mouse",1.97156887334616
"1084","CASP6",0.887460348616483,"Human",0.109830296331826,"Mouse",8.08028730010192
"1085","CASP7",0.762521612008183,"Human",0.85019298582607,"Mouse",0.896880619718707
