"","associated_gene","Human_Detected_LogTPM_Isoseq","Human","Mouse_Detected_LogTPM_Isoseq","Mouse"
"4903","FAM168B",1.93861287106386,"Human",2.57521314778024,"Mouse"
"4904","FAM169A",0.762521612008183,"Human",1.36510280143513,"Mouse"
"4905","FAM171A1",1.70037370525934,"Human",1.99632102150431,"Mouse"
"4906","FAM171A2",1.54067286239183,"Human",2.52060752970904,"Mouse"
"4907","FAM171B",1.48952033994445,"Human",2.05677356702965,"Mouse"
"4908","FAM172A",1.56415395824135,"Human",1.70089490335833,"Mouse"
"4909","FAM173A",1.76252161200818,"Human",2.05183834935414,"Mouse"
"4910","FAM173A_METRN",NA,NA,0.410860291995807,"Mouse"
"4911","FAM174A",1.54067286239183,"Human",0.109830296331826,"Mouse"
"4912","FAM174B",2.02576304678276,"Human",1.81740047242976,"Mouse"
"4913","FAM177A",NA,NA,1.13101959540176,"Mouse"
"4914","FAM177A1",1.80391429716641,"Human",NA,NA
"4915","FAM180A",NA,NA,0.88798154671547,"Mouse"
"4916","FAM181A",1.43152839296676,"Human",0.586951551051488,"Mouse"
"4917","FAM182B",0.586430352952502,"Human",NA,NA
"4918","FAM184A",0.586430352952502,"Human",1.01292028332377,"Mouse"
"4919","FAM184B",NA,NA,0.88798154671547,"Mouse"
"4920","FAM185A",0.762521612008183,"Human",1.45225297715403,"Mouse"
"4921","FAM189A1",NA,NA,1.80880030066784,"Mouse"
"4922","FAM189A2",0.586430352952502,"Human",NA,NA
"4923","FAM189B",1.77676205112279,"Human",1.80002637636034,"Mouse"
"4924","FAM192A",NA,NA,0.285921555387507,"Mouse"
"4925","FAM193A",0.762521612008183,"Human",0.109830296331826,"Mouse"
"4926","FAM193B",1.36458160333615,"Human",1.13101959540176,"Mouse"
"4927","FAM196B",NA,NA,0.285921555387507,"Mouse"
"4928","FAM199X",1.28540035728852,"Human",0.922743652974682,"Mouse"
"4929","FAM200A",1.18849034428046,"Human",NA,NA
"4930","FAM200B",1.4614916163442,"Human",NA,NA
"4931","FAM204A",0.887460348616483,"Human",1.13101959540176,"Mouse"
"4932","FAM205A3_GM21953",NA,NA,0.653898340682102,"Mouse"
"4933","FAM207A",0.762521612008183,"Human",1.8541232794545,"Mouse"
"4934","FAM20A",NA,NA,1.48089815860356,"Mouse"
"4935","FAM20B",0.98437036162454,"Human",2.19261566664828,"Mouse"
"4936","FAM20C",1.23964286672785,"Human",2.15515327511848,"Mouse"
"4937","FAM210A",0.586430352952502,"Human",0.410860291995807,"Mouse"
"4938","FAM210B",1.28540035728852,"Human",0.808800300667845,"Mouse"
"4939","FAM214A",0.586430352952502,"Human",1.32731424054573,"Mouse"
"4940","FAM214B",1.94815818897009,"Human",1.86187874415126,"Mouse"
"4941","FAM216A",1.71676412144751,"Human",0.653898340682102,"Mouse"
"4942","FAM217B",0.98437036162454,"Human",0.109830296331826,"Mouse"
"4943","FAM219A",2.53337362365033,"Human",2.65203307876585,"Mouse"
"4944","FAM219B",2.14872321740898,"Human",0.109830296331826,"Mouse"
"4945","FAM220A",NA,NA,2.10326652682944,"Mouse"
"4946","FAM220A_CYTH3",NA,NA,0.653898340682102,"Mouse"
"4947","FAM221A",1.06355160767216,"Human",0.109830296331826,"Mouse"
"4948","FAM222A",0.762521612008183,"Human",1.17052813668544,"Mouse"
"4949","FAM222B",1.56415395824135,"Human",1.20674030933988,"Mouse"
"4950","FAM224A",0.586430352952502,"Human",NA,NA
"4951","FAM227B",0.586430352952502,"Human",NA,NA
"4952","FAM228B",1.4614916163442,"Human",0.109830296331826,"Mouse"
"4953","FAM229B",1.28540035728852,"Human",1.17052813668544,"Mouse"
"4954","FAM234A",2.07073019229929,"Human",1.66005864938692,"Mouse"
"4955","FAM234B",1.68334036596056,"Human",2.63162194597095,"Mouse"
"4956","FAM241A",1.06355160767216,"Human",0.109830296331826,"Mouse"
"4957","FAM241B",1.77676205112279,"Human",2.05183834935414,"Mouse"
"4958","FAM27C",0.586430352952502,"Human",NA,NA
"4959","FAM32A",2.34985834651544,"Human",1.28592155538751,"Mouse"
"4960","FAM3A",2.05625236893066,"Human",1.53307617026863,"Mouse"
"4961","FAM3C",1.4614916163442,"Human",2.07361812367738,"Mouse"
"4962","FAM43B",0.586430352952502,"Human",0.507770305003864,"Mouse"
"4963","FAM43B_CDA",NA,NA,0.109830296331826,"Mouse"
"4964","FAM45A",1.80391429716641,"Human",2.06647887553703,"Mouse"
"4965","FAM47E",0.762521612008183,"Human",NA,NA
"4966","FAM47E-STBD1",0.98437036162454,"Human",NA,NA
"4967","FAM49A",2.171891082461,"Human",0.984891559723526,"Mouse"
"4968","FAM49B",2.11790926999476,"Human",2.14924441550796,"Mouse"
"4969","FAM50A",1.84170285805581,"Human",0.711890287659788,"Mouse"
"4970","FAM50B",1.64712819330611,"Human",NA,NA
"4971","FAM53A",NA,NA,1.88798154671547,"Mouse"
"4972","FAM53B",NA,NA,1.53307617026863,"Mouse"
"4973","FAM53C",1.90864964768642,"Human",2.32731424054573,"Mouse"
"4974","FAM57A",0.98437036162454,"Human",1.3402792177101,"Mouse"
"4975","FAM57B",2.73564946560788,"Human",2.4020863676883,"Mouse"
"4976","FAM66A_AC087203.3",0.586430352952502,"Human",NA,NA
"4977","FAM66B",0.586430352952502,"Human",NA,NA
"4978","FAM66C",0.586430352952502,"Human",NA,NA
"4979","FAM66D",1.28540035728852,"Human",NA,NA
"4980","FAM71E1",NA,NA,0.586951551051488,"Mouse"
"4981","FAM72A",NA,NA,0.109830296331826,"Mouse"
"4982","FAM72B",0.586430352952502,"Human",NA,NA
"4983","FAM76A",NA,NA,1.80002637636034,"Mouse"
"4984","FAM76B",1.68334036596056,"Human",0.922743652974682,"Mouse"
"4985","FAM78A",NA,NA,0.711890287659788,"Mouse"
"4986","FAM78B",NA,NA,0.808800300667845,"Mouse"
"4987","FAM81A",1.18849034428046,"Human",2.43820989977056,"Mouse"
"4988","FAM83D",1.56415395824135,"Human",0.507770305003864,"Mouse"
"4989","FAM83H",NA,NA,0.109830296331826,"Mouse"
"4990","FAM84A",NA,NA,0.887981546715469,"Mouse"
"4991","FAM84B",NA,NA,0.85019298582607,"Mouse"
"4992","FAM86C1",0.586430352952502,"Human",NA,NA
"4993","FAM86DP",1.18849034428046,"Human",NA,NA
"4994","FAM89A",0.762521612008183,"Human",0.507770305003864,"Mouse"
"4995","FAM8A1",1.62782303811073,"Human",1.98777724796101,"Mouse"
"4996","FAM91A1",1.13049839730278,"Human",1.73307958672973,"Mouse"
"4997","FAM92A",0.586430352952502,"Human",0.586951551051488,"Mouse"
"4998","FAM98A",2.1546320770195,"Human",1.6538983406821,"Mouse"
"4999","FAM98B",0.762521612008183,"Human",1.30016199450212,"Mouse"
"5000","FAM98C",1.4614916163442,"Human",1.9126040216238,"Mouse"
"5001","FAN1",1.43152839296676,"Human",NA,NA
"5002","FANCC",0.887460348616483,"Human",0.285921555387507,"Mouse"
"5003","FANCD2",0.586430352952502,"Human",0.109830296331826,"Mouse"
"5004","FANCE",1.13049839730278,"Human",1.22377364863866,"Mouse"
"5005","FANCG",1.36458160333615,"Human",1.36510280143513,"Mouse"
"5006","FANCL",1.77676205112279,"Human",0.711890287659788,"Mouse"
"5007","FANCM",0.586430352952502,"Human",NA,NA
"5008","FANK1",NA,NA,0.76304281010717,"Mouse"
"5009","FAR1",1.60761965202244,"Human",1.31395027898775,"Mouse"
"5010","FAR2",1.43152839296676,"Human",0.109830296331826,"Mouse"
"5011","FAR2P2",1.39934370959536,"Human",NA,NA
"5012","FAR2P3",1.13049839730278,"Human",NA,NA
"5013","FARP1",1.74779835518748,"Human",1.77728324922178,"Mouse"
"5014","FARP2",1.48952033994445,"Human",0.410860291995807,"Mouse"
"5015","FARS2",1.32679304244675,"Human",1.57965231230999,"Mouse"
"5016","FARSA",2.61173621821727,"Human",0.808800300667845,"Mouse"
"5017","FARSB",2.4346194699439,"Human",1.22377364863866,"Mouse"
"5018","FAS",0.586430352952502,"Human",0.85019298582607,"Mouse"
"5019","FASN",1.60761965202244,"Human",1.97315315645228,"Mouse"
"5020","FASTK",2.40597428849437,"Human",2.52813158765157,"Mouse"
"5021","FASTKD1",1.13049839730278,"Human",1.17052813668544,"Mouse"
"5022","FASTKD2",1.18849034428046,"Human",1.03924922204612,"Mouse"
"5023","FASTKD3",1.48952033994445,"Human",1.41086029199581,"Mouse"
"5024","FASTKD5",1.56415395824135,"Human",1.32731424054573,"Mouse"
"5025","FAT1",0.586430352952502,"Human",0.76304281010717,"Mouse"
"5026","FAT4",0.586430352952502,"Human",NA,NA
"5027","FAU",2.05625236893066,"Human",1.68386156405954,"Mouse"
"5028","FAXC",1.73255838863074,"Human",1.03924922204612,"Mouse"
"5029","FAXDC2",1.51584927866679,"Human",NA,NA
"5030","FBF1",NA,NA,1.56467515634034,"Mouse"
"5031","FBH1",1.73255838863074,"Human",1.93265194163493,"Mouse"
"5032","FBL",1.48952033994445,"Human",1.85801832333803,"Mouse"
"5033","FBLIM1",0.762521612008183,"Human",0.586951551051488,"Mouse"
"5034","FBLN1",1.97559643731703,"Human",1.60814085012143,"Mouse"
"5035","FBLN2",0.98437036162454,"Human",0.954928336346083,"Mouse"
"5036","FBLN5",0.762521612008183,"Human",1.60814085012143,"Mouse"
"5037","FBLN7",1.39934370959536,"Human",0.109830296331826,"Mouse"
"5038","FBN1",0.586430352952502,"Human",NA,NA
"5039","FBN3",0.586430352952502,"Human",NA,NA
"5040","FBRS",0.762521612008183,"Human",1.54119406049081,"Mouse"
"5041","FBRSL1",0.98437036162454,"Human",1.38858389728465,"Mouse"
"5042","FBXL12",1.43152839296676,"Human",0.85019298582607,"Mouse"
"5043","FBXL15",1.8294684016388,"Human",1.79557203493409,"Mouse"
"5044","FBXL16",2.72473305111878,"Human",3.22277027241591,"Mouse"
"5045","FBXL17",NA,NA,0.507770305003864,"Mouse"
"5046","FBXL18",1.13049839730278,"Human",1.57222829423078,"Mouse"
"5047","FBXL19",NA,NA,1.57965231230999,"Mouse"
"5048","FBXL19_AC135048.1",0.586430352952502,"Human",NA,NA
"5049","FBXL2",1.4614916163442,"Human",1.06407280577115,"Mouse"
"5050","FBXL20",1.5864303529525,"Human",1.39986490769434,"Mouse"
"5051","FBXL21",NA,NA,0.410860291995807,"Mouse"
"5052","FBXL21P",0.586430352952502,"Human",NA,NA
"5053","FBXL3",1.32679304244675,"Human",1.51637047676578,"Mouse"
"5054","FBXL4",1.06355160767216,"Human",1.59413013567861,"Mouse"
"5055","FBXL5",1.91886881286811,"Human",2.37464811934136,"Mouse"
"5056","FBXL6",1.64712819330611,"Human",1.66613279709911,"Mouse"
"5057","FBXL7",NA,NA,0.85019298582607,"Mouse"
"5058","FBXL8",NA,NA,0.507770305003864,"Mouse"
"5059","FBXO10",0.586430352952502,"Human",1.95492833634608,"Mouse"
"5060","FBXO10_AL138752.2",0.586430352952502,"Human",NA,NA
"5061","FBXO11",1.66561159900013,"Human",1.2711982985668,"Mouse"
"5062","FBXO16",0.586430352952502,"Human",0.507770305003864,"Mouse"
"5063","FBXO17",1.28540035728852,"Human",0.285921555387507,"Mouse"
"5064","FBXO2",2.80391429716641,"Human",2.81483825566516,"Mouse"
"5065","FBXO21",1.54067286239183,"Human",2.42369751670098,"Mouse"
"5066","FBXO22",0.887460348616483,"Human",0.586951551051488,"Mouse"
"5067","FBXO25",0.98437036162454,"Human",1.08755390162067,"Mouse"
"5068","FBXO27",NA,NA,0.285921555387507,"Mouse"
"5069","FBXO28",0.762521612008183,"Human",0.285921555387507,"Mouse"
"5070","FBXO3",1.43152839296676,"Human",1.15122298149005,"Mouse"
"5071","FBXO30",0.586430352952502,"Human",0.76304281010717,"Mouse"
"5072","FBXO31",1.80391429716641,"Human",2.56007940465119,"Mouse"
"5073","FBXO32",0.762521612008183,"Human",0.507770305003864,"Mouse"
"5074","FBXO33",0.586430352952502,"Human",0.711890287659788,"Mouse"
"5075","FBXO34",1.99297053338646,"Human",2.14725679427245,"Mouse"
"5076","FBXO36",1.18849034428046,"Human",0.76304281010717,"Mouse"
"5077","FBXO38",1.32679304244675,"Human",1.92274365297468,"Mouse"
"5078","FBXO4",NA,NA,0.711890287659788,"Mouse"
"5079","FBXO41",0.762521612008183,"Human",1.6721231607883,"Mouse"
"5080","FBXO42",0.586430352952502,"Human",1.52480364430264,"Mouse"
"5081","FBXO43",0.586430352952502,"Human",NA,NA
"5082","FBXO44",2.32282685522914,"Human",2.24016406482683,"Mouse"
"5083","FBXO44_FBXO6",NA,NA,0.285921555387507,"Mouse"
"5084","FBXO45",0.586430352952502,"Human",1.18901154237945,"Mouse"
"5085","FBXO46",1.54067286239183,"Human",0.410860291995807,"Mouse"
"5086","FBXO5",1.64712819330611,"Human",0.285921555387507,"Mouse"
"5087","FBXO6",1.54067286239183,"Human",1.66005864938692,"Mouse"
"5088","FBXO7",2.13049839730278,"Human",0.85019298582607,"Mouse"
"5089","FBXO8",0.762521612008183,"Human",1.06407280577115,"Mouse"
"5090","FBXO9",2.28972173107116,"Human",2.36025029864072,"Mouse"
"5091","FBXW10",NA,NA,0.109830296331826,"Mouse"
"5092","FBXW11",1.56415395824135,"Human",2.31122742065228,"Mouse"
"5093","FBXW17",NA,NA,0.984891559723526,"Mouse"
"5094","FBXW2",1.39934370959536,"Human",1.52480364430264,"Mouse"
"5095","FBXW4",1.4614916163442,"Human",1.39986490769434,"Mouse"
"5096","FBXW5",2.75522237326668,"Human",2.41194467328803,"Mouse"
"5097","FBXW7",2.29400052905044,"Human",1.79107153370741,"Mouse"
"5098","FBXW8",0.762521612008183,"Human",1.17052813668544,"Mouse"
"5099","FBXW9",1.5864303529525,"Human",1.39986490769434,"Mouse"
"5100","FCER1G",0.887460348616483,"Human",1.56467515634034,"Mouse"
"5101","FCF1",0.762521612008183,"Human",1.62834423620971,"Mouse"
"5102","FCGBP",0.586430352952502,"Human",NA,NA
"5103","FCGR1",NA,NA,0.410860291995807,"Mouse"
"5104","FCGR1A",0.887460348616483,"Human",NA,NA
"5105","FCGR2B",NA,NA,0.507770305003864,"Mouse"
"5106","FCGR3",NA,NA,1.82163752537302,"Mouse"
"5107","FCGRT",1.66561159900013,"Human",2.00745738762227,"Mouse"
"5108","FCHO1",1.68334036596056,"Human",1.28592155538751,"Mouse"
"5109","FCHO2",1.06355160767216,"Human",0.109830296331826,"Mouse"
"5110","FCHSD1",0.762521612008183,"Human",0.922743652974682,"Mouse"
"5111","FCHSD2",1.06355160767216,"Human",1.92607159632361,"Mouse"
"5112","FCNA",NA,NA,0.507770305003864,"Mouse"
"5113","FCOR",NA,NA,0.586951551051488,"Mouse"
"5114","FCRLB",0.586430352952502,"Human",NA,NA
"5115","FCRLS",NA,NA,0.109830296331826,"Mouse"
"5116","FCSK",0.586430352952502,"Human",NA,NA
"5117","FDFT1",2.37176018796327,"Human",0.653898340682102,"Mouse"
"5118","FDPS",2.06355160767216,"Human",2.28009201172678,"Mouse"
"5119","FDX1",0.762521612008183,"Human",0.711890287659788,"Mouse"
"5120","FDX1L",NA,NA,1.77728324922178,"Mouse"
"5121","FDX2",0.887460348616483,"Human",NA,NA
"5122","FDXACB1",0.762521612008183,"Human",0.653898340682102,"Mouse"
"5123","FDXR",1.32679304244675,"Human",1.22377364863866,"Mouse"
"5124","FECH",0.586430352952502,"Human",2.18354864667795,"Mouse"
"5125","FEM1B",0.586430352952502,"Human",1.83410616593261,"Mouse"
"5126","FEM1C",0.98437036162454,"Human",0.922743652974682,"Mouse"
"5127","FEN1",1.96664159466411,"Human",1.17052813668544,"Mouse"
"5128","FER",NA,NA,0.922743652974682,"Mouse"
"5129","FERMT1",NA,NA,0.653898340682102,"Mouse"
"5130","FERMT2",1.4614916163442,"Human",2.21873342399914,"Mouse"
"5131","FERMT3",NA,NA,1.30016199450212,"Mouse"
"5132","FES",0.586430352952502,"Human",0.507770305003864,"Mouse"
"5133","FEZ1",3.12424944802578,"Human",2.75179989403389,"Mouse"
"5134","FEZ2",2.0847409067421,"Human",2.16863578300773,"Mouse"
"5135","FEZF2",0.887460348616483,"Human",1.82163752537302,"Mouse"
"5136","FGD1",1.60761965202244,"Human",1.06407280577115,"Mouse"
"5137","FGD2",NA,NA,1.39986490769434,"Mouse"
"5138","FGD3",1.36458160333615,"Human",NA,NA
"5139","FGD4",NA,NA,0.507770305003864,"Mouse"
"5140","FGD5",NA,NA,1.10983029633183,"Mouse"
"5141","FGD5-AS1",2.20447844966459,"Human",NA,NA
"5142","FGD6",NA,NA,0.984891559723526,"Mouse"
"5143","FGF1",2.09158033127241,"Human",1.86570515200432,"Mouse"
"5144","FGF10",0.586430352952502,"Human",1.22377364863866,"Mouse"
"5145","FGF11",0.887460348616483,"Human",1.15122298149005,"Mouse"
"5146","FGF12",1.32679304244675,"Human",1.46201281444319,"Mouse"
"5147","FGF13",2.34985834651544,"Human",2.53307617026863,"Mouse"
"5148","FGF14",0.586430352952502,"Human",0.410860291995807,"Mouse"
"5149","FGF17",1.36458160333615,"Human",NA,NA
"5150","FGF18",NA,NA,0.109830296331826,"Mouse"
"5151","FGF2",NA,NA,0.88798154671547,"Mouse"
"5152","FGF22",0.887460348616483,"Human",0.507770305003864,"Mouse"
"5153","FGF5",NA,NA,0.410860291995807,"Mouse"
"5154","FGF7P3",0.586430352952502,"Human",NA,NA
"5155","FGF7P4",0.586430352952502,"Human",NA,NA
"5156","FGF7P6",1.28540035728852,"Human",NA,NA
"5157","FGF9",NA,NA,1.3402792177101,"Mouse"
"5158","FGFBP1",NA,NA,1.22377364863866,"Mouse"
"5159","FGFBP3",1.06355160767216,"Human",0.984891559723526,"Mouse"
"5160","FGFR1",0.887460348616483,"Human",0.922743652974682,"Mouse"
"5161","FGFR1OP",1.23964286672785,"Human",1.47155813234942,"Mouse"
"5162","FGFR1OP2",1.89818421400826,"Human",2.34912977545872,"Mouse"
"5163","FGFR2",1.43152839296676,"Human",1.91939001096709,"Mouse"
"5164","FGFR3",1.74779835518748,"Human",2.64002999453491,"Mouse"
"5165","FGFR4",NA,NA,0.285921555387507,"Mouse"
"5166","FGFRL1",0.762521612008183,"Human",1.20674030933988,"Mouse"
"5167","FGGY",0.586430352952502,"Human",1.06407280577115,"Mouse"
"5168","FGL2",0.586430352952502,"Human",0.88798154671547,"Mouse"
"5169","FGR",0.586430352952502,"Human",NA,NA
"5170","FH",1.13049839730278,"Human",NA,NA
"5171","FH1",NA,NA,1.35286834501812,"Mouse"
"5172","FHAD1",NA,NA,0.109830296331826,"Mouse"
"5173","FHDC1",NA,NA,0.507770305003864,"Mouse"
"5174","FHIT",0.586430352952502,"Human",NA,NA
"5175","FHL1",2.66197731434503,"Human",2.17986816293958,"Mouse"
"5176","FHL2",1.54067286239183,"Human",1.66613279709911,"Mouse"
"5177","FHL3",1.36458160333615,"Human",0.285921555387507,"Mouse"
"5178","FHOD1",0.586430352952502,"Human",0.410860291995807,"Mouse"
"5179","FHOD3",1.54067286239183,"Human",1.45225297715403,"Mouse"
"5180","FIBCD1",NA,NA,1.93913406916285,"Mouse"
"5181","FIBP",1.54067286239183,"Human",1.75328297281801,"Mouse"
"5182","FICD",1.18849034428046,"Human",1.80002637636034,"Mouse"
"5183","FIG4",2.07073019229929,"Human",1.84622679860847,"Mouse"
"5184","FIGN",NA,NA,0.410860291995807,"Mouse"
"5185","FIGNL1",1.13049839730278,"Human",0.109830296331826,"Mouse"
"5186","FILIP1",NA,NA,1.31395027898775,"Mouse"
"5187","FILIP1L",0.586430352952502,"Human",0.984891559723526,"Mouse"
"5188","FIP1L1",1.8294684016388,"Human",1.88798154671547,"Mouse"
"5189","FIRRE",NA,NA,0.85019298582607,"Mouse"
"5190","FIS1",1.77676205112279,"Human",2.13101959540176,"Mouse"
"5191","FITM2",NA,NA,1.54916299016209,"Mouse"
"5192","FIZ1",1.28540035728852,"Human",1.80002637636034,"Mouse"
"5193","FKBP10",0.887460348616483,"Human",1.53307617026863,"Mouse"
"5194","FKBP11",0.762521612008183,"Human",0.285921555387507,"Mouse"
"5195","FKBP14",NA,NA,1.10983029633183,"Mouse"
"5196","FKBP15",1.32679304244675,"Human",1.60814085012143,"Mouse"
"5197","FKBP1A",2.80914682410009,"Human",1.45225297715403,"Mouse"
"5198","FKBP1B",2.00967622688931,"Human",1.76784169298894,"Mouse"
"5199","FKBP2",1.70037370525934,"Human",1.43204959106575,"Mouse"
"5200","FKBP3",1.23964286672785,"Human",2.26211864071488,"Mouse"
"5201","FKBP4",2.45566207268348,"Human",0.410860291995807,"Mouse"
"5202","FKBP5",1.36458160333615,"Human",2.08295814993152,"Mouse"
"5203","FKBP7",NA,NA,0.85019298582607,"Mouse"
"5204","FKBP8",3.34873371624027,"Human",2.81612125359059,"Mouse"
"5205","FKBP9",1.95749821522424,"Human",0.109830296331826,"Mouse"
"5206","FKBPL",NA,NA,1.17052813668544,"Mouse"
"5207","FKRP",1.06355160767216,"Human",1.72261415305156,"Mouse"
"5208","FKTN",NA,NA,1.28592155538751,"Mouse"
"5209","FLAD1",2.01779411711149,"Human",1.3402792177101,"Mouse"
"5210","FLCN",1.43152839296676,"Human",2.1205541617236,"Mouse"
"5211","FLG-AS1",0.586430352952502,"Human",NA,NA
"5212","FLI1",1.23964286672785,"Human",1.30016199450212,"Mouse"
"5213","FLII",1.90864964768642,"Human",0.88798154671547,"Mouse"
"5214","FLNA",1.64712819330611,"Human",1.06407280577115,"Mouse"
"5215","FLNB",0.586430352952502,"Human",0.711890287659788,"Mouse"
"5216","FLOT1",1.39934370959536,"Human",1.45225297715403,"Mouse"
"5217","FLOT2",2.58859641470901,"Human",2.61701127359207,"Mouse"
"5218","FLRT1",NA,NA,0.109830296331826,"Mouse"
"5219","FLRT2",1.13049839730278,"Human",0.984891559723526,"Mouse"
"5220","FLRT3",1.51584927866679,"Human",1.44226875624743,"Mouse"
"5221","FLT1",0.586430352952502,"Human",0.711890287659788,"Mouse"
"5222","FLT3",0.586430352952502,"Human",0.507770305003864,"Mouse"
"5223","FLT4",NA,NA,0.711890287659788,"Mouse"
"5224","FLVCR1",NA,NA,1.01292028332377,"Mouse"
"5225","FLVCR2",NA,NA,0.984891559723526,"Mouse"
"5226","FLYWCH1",1.06355160767216,"Human",1.36510280143513,"Mouse"
"5227","FLYWCH2",1.36458160333615,"Human",1.20674030933988,"Mouse"
"5228","FMC1",0.586430352952502,"Human",1.84622679860847,"Mouse"
"5229","FMN1",NA,NA,0.586951551051488,"Mouse"
"5230","FMN2",0.98437036162454,"Human",1.55698832767405,"Mouse"
"5231","FMNL1",1.90864964768642,"Human",2.33643020153918,"Mouse"
"5232","FMNL2",1.23964286672785,"Human",1.01292028332377,"Mouse"
"5233","FMNL3",NA,NA,1.76304281010717,"Mouse"
"5234","FMO1",NA,NA,1.45225297715403,"Mouse"
"5235","FMO2",NA,NA,0.85019298582607,"Mouse"
"5236","FMO5",NA,NA,0.808800300667845,"Mouse"
"5237","FMO5_GM43075",NA,NA,0.410860291995807,"Mouse"
"5238","FMOD",NA,NA,0.711890287659788,"Mouse"
"5239","FMR1",1.5864303529525,"Human",1.8541232794545,"Mouse"
"5240","FN1",1.28540035728852,"Human",1.72261415305156,"Mouse"
"5241","FN3K",1.93861287106386,"Human",1.50777030500386,"Mouse"
"5242","FN3KRP",2.26767159032809,"Human",1.86570515200432,"Mouse"
"5243","FNBP1",1.92885303377471,"Human",1.80880030066784,"Mouse"
"5244","FNBP1L",2.28540035728852,"Human",0.85019298582607,"Mouse"
"5245","FNBP4",1.77676205112279,"Human",1.06407280577115,"Mouse"
"5246","FNDC10",NA,NA,0.410860291995807,"Mouse"
"5247","FNDC3A",1.06355160767216,"Human",1.31395027898775,"Mouse"
"5248","FNDC3B",1.06355160767216,"Human",0.76304281010717,"Mouse"
"5249","FNDC4",1.74779835518748,"Human",2.24970938273306,"Mouse"
"5250","FNDC5",0.586430352952502,"Human",0.76304281010717,"Mouse"
"5251","FNDC9",1.43152839296676,"Human",0.653898340682102,"Mouse"
"5252","FNIP1",1.13049839730278,"Human",1.15122298149005,"Mouse"
"5253","FNIP2",1.23964286672785,"Human",NA,NA
"5254","FNTA",2.1366587060076,"Human",2.27418315211626,"Mouse"
"5255","FNTB",1.80391429716641,"Human",1.77728324922178,"Mouse"
"5256","FO393400.1",1.4614916163442,"Human",NA,NA
"5257","FOCAD",0.586430352952502,"Human",1.35286834501812,"Mouse"
"5258","FOLH1",1.23964286672785,"Human",1.46201281444319,"Mouse"
"5259","FOLR2",NA,NA,0.507770305003864,"Mouse"
"5260","FOPNL",2.00140370092332,"Human",1.2711982985668,"Mouse"
"5261","FOS",1.86518395390533,"Human",1.67803202039882,"Mouse"
"5262","FOSB",1.32679304244675,"Human",1.53307617026863,"Mouse"
"5263","FOSL2",0.887460348616483,"Human",1.47155813234942,"Mouse"
"5264","FOXF1",NA,NA,0.76304281010717,"Mouse"
"5265","FOXF2",NA,NA,1.30016199450212,"Mouse"
"5266","FOXG1",NA,NA,1.24016406482683,"Mouse"
"5267","FOXG1_GM43517",NA,NA,0.109830296331826,"Mouse"
"5268","FOXG1_LINC01551",0.586430352952502,"Human",NA,NA
"5269","FOXG1-AS1",0.98437036162454,"Human",NA,NA
"5270","FOXJ1",0.98437036162454,"Human",0.285921555387507,"Mouse"
"5271","FOXJ2",0.586430352952502,"Human",1.84222405615479,"Mouse"
"5272","FOXJ3",1.28540035728852,"Human",1.86949814102146,"Mouse"
"5273","FOXK1",NA,NA,1.2711982985668,"Mouse"
"5274","FOXK2",0.98437036162454,"Human",0.76304281010717,"Mouse"
"5275","FOXM1",0.98437036162454,"Human",0.507770305003864,"Mouse"
"5276","FOXN2",1.28540035728852,"Human",1.37700202473484,"Mouse"
"5277","FOXN3",1.68334036596056,"Human",0.410860291995807,"Mouse"
"5278","FOXN4",0.762521612008183,"Human",NA,NA
"5279","FOXO1",0.762521612008183,"Human",0.109830296331826,"Mouse"
"5280","FOXO3",2.51070963901438,"Human",1.18901154237945,"Mouse"
"5281","FOXO3B",1.51584927866679,"Human",NA,NA
"5282","FOXO4",0.887460348616483,"Human",NA,NA
"5283","FOXO6",NA,NA,0.109830296331826,"Mouse"
"5284","FOXO6OS",NA,NA,0.109830296331826,"Mouse"
"5285","FOXP1",2.28972173107116,"Human",1.24016406482683,"Mouse"
"5286","FOXP1_EIF4E3",NA,NA,0.954928336346083,"Mouse"
"5287","FOXP2",0.762521612008183,"Human",0.285921555387507,"Mouse"
"5288","FOXP4",0.887460348616483,"Human",1.79557203493409,"Mouse"
"5289","FOXRED1",2.07073019229929,"Human",1.83818407835305,"Mouse"
"5290","FOXRED2",0.887460348616483,"Human",1.43204959106575,"Mouse"
"5291","FP565260.1",1.36458160333615,"Human",NA,NA
"5292","FPGS",1.95749821522424,"Human",1.10983029633183,"Mouse"
"5293","FPGT",1.06355160767216,"Human",1.41086029199581,"Mouse"
"5294","FPR1",0.586430352952502,"Human",NA,NA
"5295","FRA10AC1",0.98437036162454,"Human",1.25595833201006,"Mouse"
"5296","FRAS1",NA,NA,0.109830296331826,"Mouse"
"5297","FREM1",NA,NA,0.109830296331826,"Mouse"
"5298","FRG1",1.28540035728852,"Human",1.48089815860356,"Mouse"
"5299","FRG1BP",1.60761965202244,"Human",NA,NA
"5300","FRG1CP",0.586430352952502,"Human",NA,NA
"5301","FRG1HP",1.13049839730278,"Human",NA,NA
"5302","FRG1HP_AL353763.2",0.98437036162454,"Human",NA,NA
"5303","FRG1JP",0.586430352952502,"Human",NA,NA
"5304","FRG2F1",NA,NA,0.410860291995807,"Mouse"
"5305","FRMD3",1.79055033560843,"Human",0.922743652974682,"Mouse"
"5306","FRMD4A",1.06355160767216,"Human",1.38858389728465,"Mouse"
