"","associated_gene","Human_Detected_LogTPM_Isoseq","Human","Mouse_Detected_LogTPM_Isoseq","Mouse"
"111","3300002P13RIK",NA,NA,0.109830296331826,"Mouse"
"112","3830406C13RIK",NA,NA,1.51637047676578,"Mouse"
"113","3830408C21RIK",NA,NA,0.109830296331826,"Mouse"
"114","4430402I18RIK",NA,NA,0.109830296331826,"Mouse"
"115","4632404H12RIK",NA,NA,0.285921555387507,"Mouse"
"116","4632404H12RIK_CHRNB2",NA,NA,0.109830296331826,"Mouse"
"117","4632427E13RIK",NA,NA,0.109830296331826,"Mouse"
"118","4632428C04RIK",NA,NA,0.109830296331826,"Mouse"
"119","4732414G09RIK",NA,NA,0.109830296331826,"Mouse"
"120","4732463B04RIK",NA,NA,0.109830296331826,"Mouse"
"121","4732471J01RIK",NA,NA,0.85019298582607,"Mouse"
"122","4732491K20RIK",NA,NA,0.410860291995807,"Mouse"
"123","4833411C07RIK",NA,NA,0.109830296331826,"Mouse"
"124","4833415N18RIK",NA,NA,0.410860291995807,"Mouse"
"125","4833438C02RIK",NA,NA,0.410860291995807,"Mouse"
"126","4921504A21RIK",NA,NA,0.109830296331826,"Mouse"
"127","4921531C22RIK",NA,NA,0.109830296331826,"Mouse"
"128","4930412C18RIK",NA,NA,0.109830296331826,"Mouse"
"129","4930447M23RIK",NA,NA,1.2711982985668,"Mouse"
"130","4930451G09RIK",NA,NA,0.109830296331826,"Mouse"
"131","4930466K18RIK_ASF1A",NA,NA,0.285921555387507,"Mouse"
"132","4930480K23RIK",NA,NA,0.653898340682102,"Mouse"
"133","4930522L14RIK",NA,NA,0.586951551051488,"Mouse"
"134","4930539J05RIK",NA,NA,0.109830296331826,"Mouse"
"135","4930539J05RIK_GM43379",NA,NA,0.410860291995807,"Mouse"
"136","4930570G19RIK",NA,NA,0.76304281010717,"Mouse"
"137","4931440J10RIK_WDFY2",NA,NA,0.586951551051488,"Mouse"
"138","4933404O12RIK",NA,NA,1.66613279709911,"Mouse"
"139","4933407L21RIK",NA,NA,0.109830296331826,"Mouse"
"140","4933412E12RIK",NA,NA,0.88798154671547,"Mouse"
"141","4933412O06RIK",NA,NA,0.109830296331826,"Mouse"
"142","4933421O10RIK",NA,NA,1.10983029633183,"Mouse"
"143","4933431E20RIK",NA,NA,1.9610886450509,"Mouse"
"144","4933439C10RIK",NA,NA,1.01292028332377,"Mouse"
"145","5033417F24RIK",NA,NA,0.109830296331826,"Mouse"
"146","5330411J11RIK",NA,NA,0.109830296331826,"Mouse"
"147","5330413P13RIK",NA,NA,0.109830296331826,"Mouse"
"148","5330434G04RIK",NA,NA,0.507770305003864,"Mouse"
"149","5330438D12RIK",NA,NA,0.76304281010717,"Mouse"
"150","5430405H02RIK",NA,NA,0.85019298582607,"Mouse"
"151","5430416N02RIK",NA,NA,0.507770305003864,"Mouse"
"152","5530601H04RIK",NA,NA,0.85019298582607,"Mouse"
"153","5730480H06RIK",NA,NA,0.711890287659788,"Mouse"
"154","5730507C01RIK_GM46313",NA,NA,0.85019298582607,"Mouse"
"155","5730522E02RIK",NA,NA,0.109830296331826,"Mouse"
"156","5830417I10RIK",NA,NA,0.285921555387507,"Mouse"
"157","5930403N24RIK",NA,NA,0.109830296331826,"Mouse"
"158","5930412G12RIK",NA,NA,0.410860291995807,"Mouse"
"159","5930430L01RIK",NA,NA,0.109830296331826,"Mouse"
"160","6030443J06RIK",NA,NA,0.109830296331826,"Mouse"
"161","6230400D17RIK",NA,NA,0.410860291995807,"Mouse"
"162","6330409D20RIK",NA,NA,0.285921555387507,"Mouse"
"163","6330418K02RIK",NA,NA,0.653898340682102,"Mouse"
"164","6430584L05RIK",NA,NA,0.109830296331826,"Mouse"
"165","6430590A07RIK",NA,NA,0.653898340682102,"Mouse"
"166","6720427I07RIK",NA,NA,0.109830296331826,"Mouse"
"167","6720489N17RIK",NA,NA,0.109830296331826,"Mouse"
"168","6820431F20RIK",NA,NA,0.109830296331826,"Mouse"
"169","8030453O22RIK",NA,NA,0.76304281010717,"Mouse"
"170","8430429K09RIK",NA,NA,0.109830296331826,"Mouse"
"171","9030025P20RIK",NA,NA,0.922743652974682,"Mouse"
"172","9030407P20RIK",NA,NA,0.85019298582607,"Mouse"
"173","9130019O22RIK",NA,NA,0.410860291995807,"Mouse"
"174","9130024F11RIK",NA,NA,1.15122298149005,"Mouse"
"175","9130213A22RIK",NA,NA,0.922743652974682,"Mouse"
"176","9130221H12RIK_ZFP526",NA,NA,1.13101959540176,"Mouse"
"177","9230112E08RIK_ARFGAP1",NA,NA,0.109830296331826,"Mouse"
"178","9230114K14RIK",NA,NA,0.653898340682102,"Mouse"
"179","9330102E08RIK",NA,NA,0.586951551051488,"Mouse"
"180","9330104G04RIK",NA,NA,0.285921555387507,"Mouse"
"181","9330151L19RIK",NA,NA,1.51637047676578,"Mouse"
"182","9330161L09RIK_DDX24",NA,NA,0.109830296331826,"Mouse"
"183","9330162012RIK",NA,NA,0.507770305003864,"Mouse"
"184","9330179D12RIK",NA,NA,0.88798154671547,"Mouse"
"185","9430021M05RIK",NA,NA,0.653898340682102,"Mouse"
"186","9430038I01RIK",NA,NA,0.586951551051488,"Mouse"
"187","9430085M18RIK",NA,NA,0.109830296331826,"Mouse"
"188","9430091E24RIK",NA,NA,0.109830296331826,"Mouse"
"189","9530059O14RIK",NA,NA,0.808800300667845,"Mouse"
"190","9530080O11RIK",NA,NA,0.586951551051488,"Mouse"
"191","9530082P21RIK",NA,NA,0.109830296331826,"Mouse"
"192","9630028B13RIK",NA,NA,0.410860291995807,"Mouse"
"193","9930014A18RIK",NA,NA,0.285921555387507,"Mouse"
"194","9930111J21RIK1",NA,NA,0.109830296331826,"Mouse"
"195","9930111J21RIK2",NA,NA,0.109830296331826,"Mouse"
"196","A030001D20RIK",NA,NA,1.17052813668544,"Mouse"
"197","A1BG",0.586430352952502,"Human",NA,NA
"198","A230050P20RIK",NA,NA,1.97611763541602,"Mouse"
"199","A230051N06RIK",NA,NA,0.285921555387507,"Mouse"
"200","A230072C01RIK",NA,NA,1.28592155538751,"Mouse"
"201","A230083G16RIK",NA,NA,0.109830296331826,"Mouse"
"202","A230083G16RIK_MLF2",NA,NA,0.85019298582607,"Mouse"
"203","A230103J11RIK",NA,NA,0.76304281010717,"Mouse"
"204","A230107N01RIK",NA,NA,0.109830296331826,"Mouse"
"205","A2M",0.887460348616483,"Human",NA,NA
"206","A2ML1",NA,NA,1.6476493914051,"Mouse"
"207","A330008L17RIK",NA,NA,0.285921555387507,"Mouse"
"208","A330009N23RIK",NA,NA,1.30016199450212,"Mouse"
"209","A330035P11RIK",NA,NA,0.109830296331826,"Mouse"
"210","A330041J22RIK",NA,NA,0.285921555387507,"Mouse"
"211","A330048O09RIK",NA,NA,0.285921555387507,"Mouse"
"212","A330049N07RIK",NA,NA,0.109830296331826,"Mouse"
"213","A330069K06RIK",NA,NA,0.109830296331826,"Mouse"
"214","A330070K13RIK",NA,NA,0.285921555387507,"Mouse"
"215","A330074K22RIK",NA,NA,0.109830296331826,"Mouse"
"216","A330076H08RIK",NA,NA,0.85019298582607,"Mouse"
"217","A430018G15RIK",NA,NA,0.507770305003864,"Mouse"
"218","A430027H14RIK",NA,NA,0.109830296331826,"Mouse"
"219","A430046D13RIK",NA,NA,0.410860291995807,"Mouse"
"220","A430057M04RIK",NA,NA,0.109830296331826,"Mouse"
"221","A430073D23RIK",NA,NA,0.285921555387507,"Mouse"
"222","A4GALT",0.586430352952502,"Human",0.808800300667845,"Mouse"
"223","A730017L22RIK",NA,NA,0.653898340682102,"Mouse"
"224","A730056A06RIK",NA,NA,0.507770305003864,"Mouse"
"225","A730060N03RIK",NA,NA,0.410860291995807,"Mouse"
"226","A730081D07RIK",NA,NA,0.109830296331826,"Mouse"
"227","A830009L08RIK",NA,NA,0.653898340682102,"Mouse"
"228","A830019L24RIK",NA,NA,0.109830296331826,"Mouse"
"229","A830082K12RIK",NA,NA,1.22377364863866,"Mouse"
"230","A930004D18RIK",NA,NA,0.507770305003864,"Mouse"
"231","A930005H10RIK",NA,NA,1.56467515634034,"Mouse"
"232","A930007I19RIK",NA,NA,0.109830296331826,"Mouse"
"233","A930012L18RIK",NA,NA,0.109830296331826,"Mouse"
"234","A930015D03RIK",NA,NA,0.984891559723526,"Mouse"
"235","A930017K11RIK",NA,NA,0.285921555387507,"Mouse"
"236","A930017M01RIK",NA,NA,1.10983029633183,"Mouse"
"237","A930024N18RIK",NA,NA,0.109830296331826,"Mouse"
"238","A930024N18RIK_FAM120B",NA,NA,0.653898340682102,"Mouse"
"239","A930037H05RIK",NA,NA,0.109830296331826,"Mouse"
"240","AA387883",NA,NA,0.808800300667845,"Mouse"
"241","AA465934",NA,NA,1.50777030500386,"Mouse"
"242","AA986860_YOD1",NA,NA,0.507770305003864,"Mouse"
"243","AAAS",2.00967622688931,"Human",1.46201281444319,"Mouse"
"244","AACS",1.95749821522424,"Human",1.03924922204612,"Mouse"
"245","AADAT",1.28540035728852,"Human",NA,NA
"246","AAGAB",1.51584927866679,"Human",1.25595833201006,"Mouse"
"247","AAK1",1.91886881286811,"Human",1.81312167445049,"Mouse"
"248","AAMDC",NA,NA,1.51637047676578,"Mouse"
"249","AAMP",2.51070963901438,"Human",2.68904207656333,"Mouse"
"250","AAR2",1.89818421400826,"Human",0.922743652974682,"Mouse"
"251","AAR2_GM14168",NA,NA,0.109830296331826,"Mouse"
"252","AARD",NA,NA,0.88798154671547,"Mouse"
"253","AARS",2.65831236025863,"Human",2.57595616675003,"Mouse"
"254","AARS2",0.887460348616483,"Human",1.62834423620971,"Mouse"
"255","AARSD1",1.98437036162454,"Human",1.25595833201006,"Mouse"
"256","AASDH",0.586430352952502,"Human",0.85019298582607,"Mouse"
"257","AASDHPPT",2.7020408646268,"Human",1.18901154237945,"Mouse"
"258","AASS",NA,NA,1.08755390162067,"Mouse"
"259","AATF",2.177494959979,"Human",1.44226875624743,"Mouse"
"260","AATK",1.62782303811073,"Human",2.58767477267058,"Mouse"
"261","AB041806",NA,NA,0.507770305003864,"Mouse"
"262","ABAT",1.71676412144751,"Human",2.87363252040642,"Mouse"
"263","ABCA1",NA,NA,0.507770305003864,"Mouse"
"264","ABCA11P",0.586430352952502,"Human",NA,NA
"265","ABCA2",1.48952033994445,"Human",1.95492833634608,"Mouse"
"266","ABCA3",1.28540035728852,"Human",1.94552086782425,"Mouse"
"267","ABCA5",1.70037370525934,"Human",1.06407280577115,"Mouse"
"268","ABCA6",NA,NA,0.285921555387507,"Mouse"
"269","ABCA7",0.586430352952502,"Human",0.954928336346083,"Mouse"
"270","ABCA8",0.98437036162454,"Human",0.410860291995807,"Mouse"
"271","ABCA8A",NA,NA,0.285921555387507,"Mouse"
"272","ABCA9",NA,NA,0.808800300667845,"Mouse"
"273","ABCB1",0.586430352952502,"Human",1.13101959540176,"Mouse"
"274","ABCB10",1.18849034428046,"Human",1.56467515634034,"Mouse"
"275","ABCB1B",NA,NA,0.922743652974682,"Mouse"
"276","ABCB4",NA,NA,0.586951551051488,"Mouse"
"277","ABCB6",1.99297053338646,"Human",1.62834423620971,"Mouse"
"278","ABCB7",0.586430352952502,"Human",1.57222829423078,"Mouse"
"279","ABCB8",0.98437036162454,"Human",1.24016406482683,"Mouse"
"280","ABCB9",1.71676412144751,"Human",1.86949814102146,"Mouse"
"281","ABCC1",0.586430352952502,"Human",0.76304281010717,"Mouse"
"282","ABCC10",0.586430352952502,"Human",1.10983029633183,"Mouse"
"283","ABCC12",1.18849034428046,"Human",NA,NA
"284","ABCC3",NA,NA,1.03924922204612,"Mouse"
"285","ABCC4",NA,NA,1.01292028332377,"Mouse"
"286","ABCC5",2.29823758199369,"Human",1.71189028765979,"Mouse"
"287","ABCC8",1.51584927866679,"Human",1.43204959106575,"Mouse"
"288","ABCC9",NA,NA,0.410860291995807,"Mouse"
"289","ABCD1",0.762521612008183,"Human",1.54916299016209,"Mouse"
"290","ABCD2",NA,NA,0.711890287659788,"Mouse"
"291","ABCD3",1.56415395824135,"Human",2.29735101716829,"Mouse"
"292","ABCD4",1.56415395824135,"Human",1.20674030933988,"Mouse"
"293","ABCE1",1.06355160767216,"Human",0.85019298582607,"Mouse"
"294","ABCF1",NA,NA,2.10105637202432,"Mouse"
"295","ABCF2",1.28540035728852,"Human",1.69529102584033,"Mouse"
"296","ABCF3",1.48952033994445,"Human",1.03924922204612,"Mouse"
"297","ABCG1",1.36458160333615,"Human",0.586951551051488,"Mouse"
"298","ABCG2",0.887460348616483,"Human",1.38858389728465,"Mouse"
"299","ABCG4",1.23964286672785,"Human",2.13308275596554,"Mouse"
"300","ABHD1",0.586430352952502,"Human",1.49899638069636,"Mouse"
"301","ABHD10",2.35358621903468,"Human",1.38858389728465,"Mouse"
"302","ABHD11",1.36458160333615,"Human",1.7725881280134,"Mouse"
"303","ABHD11OS",NA,NA,0.410860291995807,"Mouse"
"304","ABHD12",2.5454717452736,"Human",2.71080319201857,"Mouse"
"305","ABHD12B",0.98437036162454,"Human",0.410860291995807,"Mouse"
"306","ABHD13",0.762521612008183,"Human",1.2711982985668,"Mouse"
"307","ABHD14A",2.01779411711149,"Human",0.410860291995807,"Mouse"
"308","ABHD14B",1.13049839730278,"Human",1.13101959540176,"Mouse"
"309","ABHD15",NA,NA,0.109830296331826,"Mouse"
"310","ABHD16A",0.762521612008183,"Human",2.43514066804289,"Mouse"
"311","ABHD17A",2.74779835518748,"Human",2.88361674131302,"Mouse"
"312","ABHD17AP6",0.887460348616483,"Human",NA,NA
"313","ABHD17B",1.60761965202244,"Human",1.80880030066784,"Mouse"
"314","ABHD17C",1.80391429716641,"Human",1.90222198583008,"Mouse"
"315","ABHD18",NA,NA,0.711890287659788,"Mouse"
"316","ABHD2",1.18849034428046,"Human",0.76304281010717,"Mouse"
"317","ABHD3",1.73255838863074,"Human",2.4743812916858,"Mouse"
"318","ABHD4",1.56415395824135,"Human",1.54119406049081,"Mouse"
"319","ABHD5",0.586430352952502,"Human",1.41086029199581,"Mouse"
"320","ABHD6",2.13049839730278,"Human",1.71189028765979,"Mouse"
"321","ABHD8",2.51328706190219,"Human",2.98691355298248,"Mouse"
"322","ABI1",1.77676205112279,"Human",1.59413013567861,"Mouse"
"323","ABI2",1.36458160333615,"Human",1.74329875191141,"Mouse"
"324","ABI3",NA,NA,0.507770305003864,"Mouse"
"325","ABI3BP",NA,NA,0.109830296331826,"Mouse"
"326","ABITRAM",1.74779835518748,"Human",1.6721231607883,"Mouse"
"327","ABL1",1.13049839730278,"Human",1.59413013567861,"Mouse"
"328","ABL2",0.586430352952502,"Human",0.109830296331826,"Mouse"
"329","ABLIM1",0.586430352952502,"Human",0.109830296331826,"Mouse"
"330","ABLIM2",1.64712819330611,"Human",2.02628424488175,"Mouse"
"331","ABLIM3",0.586430352952502,"Human",1.17052813668544,"Mouse"
"332","ABR",1.18849034428046,"Human",2.82666801963135,"Mouse"
"333","ABRACL",1.51584927866679,"Human",1.28592155538751,"Mouse"
"334","ABRAXAS2",1.5864303529525,"Human",1.83410616593261,"Mouse"
"335","ABT1",1.23964286672785,"Human",0.109830296331826,"Mouse"
"336","ABTB1",2.32679304244675,"Human",1.73307958672973,"Mouse"
"337","ABTB2",0.762521612008183,"Human",1.6476493914051,"Mouse"
"338","AC000068.1",0.887460348616483,"Human",NA,NA
"339","AC000082.1_CLDN5",0.586430352952502,"Human",NA,NA
"340","AC000093.1",1.36458160333615,"Human",NA,NA
"341","AC002310.1",0.586430352952502,"Human",NA,NA
"342","AC003112.1",2.96026149802633,"Human",NA,NA
"343","AC003665.1",0.98437036162454,"Human",NA,NA
"344","AC004086.1",2.14273285371979,"Human",NA,NA
"345","AC004156.1",2.04127521296101,"Human",NA,NA
"346","AC004475.1",2.23964286672785,"Human",NA,NA
"347","AC004540.1",1.23964286672785,"Human",NA,NA
"348","AC004967.1_OR7E38P",0.586430352952502,"Human",NA,NA
"349","AC004982.2",0.586430352952502,"Human",NA,NA
"350","AC005229.5_AC006974.2",0.586430352952502,"Human",NA,NA
"351","AC005255.2",0.586430352952502,"Human",NA,NA
"352","AC005261.1",1.28540035728852,"Human",NA,NA
"353","AC005332.4_AMZ2",0.762521612008183,"Human",NA,NA
"354","AC005498.3",0.98437036162454,"Human",NA,NA
"355","AC005519.1_ABCD4",0.887460348616483,"Human",NA,NA
"356","AC005562.1",1.06355160767216,"Human",NA,NA
"357","AC005670.3",1.06355160767216,"Human",NA,NA
"358","AC005696.4_CCDC92B",0.586430352952502,"Human",NA,NA
"359","AC005747.1",1.18849034428046,"Human",NA,NA
"360","AC005753.3",0.586430352952502,"Human",NA,NA
"361","AC005840.1",0.762521612008183,"Human",NA,NA
"362","AC005865.2",0.762521612008183,"Human",NA,NA
"363","AC005943.1",0.586430352952502,"Human",NA,NA
"364","AC005954.1",1.51584927866679,"Human",NA,NA
"365","AC006001.3",1.51584927866679,"Human",NA,NA
"366","AC006059.1",0.586430352952502,"Human",NA,NA
"367","AC006115.2",0.887460348616483,"Human",NA,NA
"368","AC006213.2_ZNF404",0.586430352952502,"Human",NA,NA
"369","AC006450.3",0.762521612008183,"Human",NA,NA
"370","AC006453.2",0.586430352952502,"Human",NA,NA
"371","AC006538.1",2.1546320770195,"Human",NA,NA
"372","AC006946.2_CECR7",0.586430352952502,"Human",NA,NA
"373","AC007066.2",0.762521612008183,"Human",NA,NA
"374","AC007405.2",0.586430352952502,"Human",NA,NA
"375","AC007848.2",0.586430352952502,"Human",NA,NA
"376","AC008105.1",0.586430352952502,"Human",NA,NA
"377","AC008267.5",0.762521612008183,"Human",NA,NA
"378","AC008393.1",0.762521612008183,"Human",NA,NA
"379","AC008525.1",1.4614916163442,"Human",NA,NA
"380","AC008554.1",1.06355160767216,"Human",NA,NA
"381","AC008780.1",1.13049839730278,"Human",NA,NA
"382","AC009041.2",2.27217209155477,"Human",NA,NA
"383","AC009065.5",0.586430352952502,"Human",NA,NA
"384","AC009086.2_SMG1P2",0.762521612008183,"Human",NA,NA
"385","AC009126.1",0.586430352952502,"Human",NA,NA
"386","AC009133.5_PRRT2",0.887460348616483,"Human",NA,NA
"387","AC009403.1",0.586430352952502,"Human",NA,NA
"388","AC009412.1",1.99297053338646,"Human",NA,NA
"389","AC009506.1",0.586430352952502,"Human",NA,NA
"390","AC009779.2",0.762521612008183,"Human",NA,NA
"391","AC009779.3",0.586430352952502,"Human",NA,NA
"392","AC009879.2_AC009879.3",0.586430352952502,"Human",NA,NA
"393","AC009879.3",0.586430352952502,"Human",NA,NA
"394","AC010186.2",0.586430352952502,"Human",NA,NA
"395","AC010323.1_CD320",0.887460348616483,"Human",NA,NA
"396","AC010327.6_PPP6R1",0.586430352952502,"Human",NA,NA
"397","AC010422.7_WDR83OS",0.586430352952502,"Human",NA,NA
"398","AC010547.4",0.586430352952502,"Human",NA,NA
"399","AC010605.1",1.13049839730278,"Human",NA,NA
"400","AC010618.1",1.51584927866679,"Human",NA,NA
"401","AC010642.2",1.28540035728852,"Human",NA,NA
"402","AC010729.1",0.586430352952502,"Human",NA,NA
"403","AC010913.1",0.762521612008183,"Human",NA,NA
"404","AC010931.2",1.06355160767216,"Human",NA,NA
"405","AC011330.3",0.586430352952502,"Human",NA,NA
"406","AC011346.1",0.586430352952502,"Human",NA,NA
"407","AC011445.1",1.71676412144751,"Human",NA,NA
"408","AC011474.2",0.887460348616483,"Human",NA,NA
"409","AC011481.3_APOE",1.18849034428046,"Human",NA,NA
"410","AC011487.1",0.586430352952502,"Human",NA,NA
"411","AC011509.3",0.586430352952502,"Human",NA,NA
"412","AC011511.1",1.77676205112279,"Human",NA,NA
"413","AC012146.1",1.13049839730278,"Human",NA,NA
"414","AC012213.4_AC012213.1",0.586430352952502,"Human",NA,NA
"415","AC012368.1",0.586430352952502,"Human",NA,NA
"416","AC012645.1",0.762521612008183,"Human",NA,NA
"417","AC013727.1",0.762521612008183,"Human",NA,NA
"418","AC015712.2",0.762521612008183,"Human",NA,NA
"419","AC015813.2",0.586430352952502,"Human",NA,NA
"420","AC016582.3",0.586430352952502,"Human",NA,NA
"421","AC016586.1",1.85360208135552,"Human",NA,NA
"422","AC017053.1",0.887460348616483,"Human",NA,NA
"423","AC018637.1",0.586430352952502,"Human",NA,NA
