"","associated_gene","Human","Human_Detected_Num_Isoseq","Human_Known_Num_Gencode","Human_Normalised","Mouse","Mouse_Detected_Num_Isoseq","Mouse_Known_Num_Gencode","Mouse_Normalised","Detected","isoseq_comparison_HumanvsMouse","isoseq_comparison_MousevsHuman","isoseq_comparison_normalisedHumanvsMouse","isoseq_comparison_normalisedMousevsHuman","isoseq_comparison_diff"
"17512","ACOX3","Human",3,8,0.375,"Mouse",6,10,0.6,"Both",0.5,2,0.625,1.6,3
"17515","ACP1","Human",4,13,0.307692307692308,"Mouse",2,6,0.333333333333333,"Both",2,0.5,0.923076923076923,1.08333333333333,2
"17516","ACP2","Human",2,4,0.5,"Mouse",2,5,0.4,"Both",1,1,1.25,0.8,0
"17519","ACP6","Human",2,10,0.2,"Mouse",4,9,0.444444444444444,"Both",0.5,2,0.45,2.22222222222222,2
"17525","ACSBG1","Human",1,14,0.0714285714285714,"Mouse",4,5,0.8,"Both",0.25,4,0.0892857142857143,11.2,3
"17527","ACSF2","Human",1,25,0.04,"Mouse",3,4,0.75,"Both",0.333333333333333,3,0.0533333333333333,18.75,2
"17528","ACSF3","Human",3,19,0.157894736842105,"Mouse",2,4,0.5,"Both",1.5,0.666666666666667,0.315789473684211,3.16666666666667,1
"17529","ACSL1","Human",3,12,0.25,"Mouse",5,11,0.454545454545455,"Both",0.6,1.66666666666667,0.55,1.81818181818182,2
"17530","ACSL3","Human",3,11,0.272727272727273,"Mouse",5,7,0.714285714285714,"Both",0.6,1.66666666666667,0.381818181818182,2.61904761904762,2
"17531","ACSL4","Human",3,12,0.25,"Mouse",2,5,0.4,"Both",1.5,0.666666666666667,0.625,1.6,1
"17533","ACSL6","Human",2,34,0.0588235294117647,"Mouse",15,15,1,"Both",0.133333333333333,7.5,0.0588235294117647,17,13
"17543","ACSS1","Human",2,5,0.4,"Mouse",5,5,1,"Both",0.4,2.5,0.4,2.5,3
"17544","ACSS2","Human",1,24,0.0416666666666667,"Mouse",3,10,0.3,"Both",0.333333333333333,3,0.138888888888889,7.2,2
"17547","ACTA1","Human",1,2,0.5,"Mouse",2,2,1,"Both",0.5,2,0.5,2,1
"17548","ACTA2","Human",1,6,0.166666666666667,"Mouse",1,2,0.5,"Both",1,1,0.333333333333333,3,0
"17551","ACTB","Human",10,18,0.555555555555556,"Mouse",2,9,0.222222222222222,"Both",5,0.2,2.5,0.4,8
"17566","ACTG1","Human",7,16,0.4375,"Mouse",2,9,0.222222222222222,"Both",3.5,0.285714285714286,1.96875,0.507936507936508,5
"17590","ACTL6A","Human",1,14,0.0714285714285714,"Mouse",2,8,0.25,"Both",0.5,2,0.285714285714286,3.5,1
"17591","ACTL6B","Human",4,6,0.666666666666667,"Mouse",11,9,1.22222222222222,"Both",0.363636363636364,2.75,0.545454545454545,1.83333333333333,7
"17596","ACTN1","Human",7,21,0.333333333333333,"Mouse",7,7,1,"Both",1,1,0.333333333333333,3,0
"17598","ACTN2","Human",6,13,0.461538461538462,"Mouse",2,5,0.4,"Both",3,0.333333333333333,1.15384615384615,0.866666666666667,4
"17600","ACTN4","Human",1,11,0.0909090909090909,"Mouse",6,11,0.545454545454545,"Both",0.166666666666667,6,0.166666666666667,6,5
"17604","ACTR10","Human",1,16,0.0625,"Mouse",1,8,0.125,"Both",1,1,0.5,2,0
"17605","ACTR1A","Human",4,7,0.571428571428571,"Mouse",3,7,0.428571428571429,"Both",1.33333333333333,0.75,1.33333333333333,0.75,1
"17606","ACTR1B","Human",6,3,2,"Mouse",10,7,1.42857142857143,"Both",0.6,1.66666666666667,1.4,0.714285714285714,4
"17607","ACTR2","Human",2,5,0.4,"Mouse",10,3,3.33333333333333,"Both",0.2,5,0.12,8.33333333333333,8
"17608","ACTR3","Human",1,8,0.125,"Mouse",2,12,0.166666666666667,"Both",0.5,2,0.75,1.33333333333333,1
"17609","ACTR3B","Human",5,5,1,"Mouse",8,3,2.66666666666667,"Both",0.625,1.6,0.375,2.66666666666667,3
"17619","ACTR5","Human",3,1,3,"Mouse",3,5,0.6,"Both",1,1,5,0.2,0
"17620","ACTR6","Human",2,13,0.153846153846154,"Mouse",5,6,0.833333333333333,"Both",0.4,2.5,0.184615384615385,5.41666666666667,3
"17622","ACTR8","Human",1,6,0.166666666666667,"Mouse",5,9,0.555555555555556,"Both",0.2,5,0.3,3.33333333333333,4
"17626","ACVR1","Human",2,10,0.2,"Mouse",1,6,0.166666666666667,"Both",2,0.5,1.2,0.833333333333333,1
"17627","ACVR1B","Human",1,7,0.142857142857143,"Mouse",3,1,3,"Both",0.333333333333333,3,0.0476190476190476,21,2
"17628","ACVR1C","Human",1,4,0.25,"Mouse",2,5,0.4,"Both",0.5,2,0.625,1.6,1
"17629","ACVR2A","Human",1,7,0.142857142857143,"Mouse",4,2,2,"Both",0.25,4,0.0714285714285714,14,3
"17630","ACVR2B","Human",1,3,0.333333333333333,"Mouse",2,6,0.333333333333333,"Both",0.5,2,1,1,1
"17633","ACY1","Human",1,29,0.0344827586206897,"Mouse",2,12,0.166666666666667,"Both",0.5,2,0.206896551724138,4.83333333333333,1
"17635","ACYP1","Human",1,6,0.166666666666667,"Mouse",2,4,0.5,"Both",0.5,2,0.333333333333333,3,1
"17636","ACYP2","Human",3,9,0.333333333333333,"Mouse",2,1,2,"Both",1.5,0.666666666666667,0.166666666666667,6,1
"17647","ADA","Human",3,9,0.333333333333333,"Mouse",1,2,0.5,"Both",3,0.333333333333333,0.666666666666667,1.5,2
"17653","ADAM10","Human",3,17,0.176470588235294,"Mouse",5,4,1.25,"Both",0.6,1.66666666666667,0.141176470588235,7.08333333333333,2
"17654","ADAM11","Human",3,5,0.6,"Mouse",8,9,0.888888888888889,"Both",0.375,2.66666666666667,0.675,1.48148148148148,5
"17656","ADAM15","Human",4,32,0.125,"Mouse",9,13,0.692307692307692,"Both",0.444444444444444,2.25,0.180555555555556,5.53846153846154,5
"17657","ADAM17","Human",2,16,0.125,"Mouse",1,10,0.1,"Both",2,0.5,1.25,0.8,1
"17670","ADAM23","Human",1,3,0.333333333333333,"Mouse",3,12,0.25,"Both",0.333333333333333,3,1.33333333333333,0.75,2
"17693","ADAM9","Human",1,9,0.111111111111111,"Mouse",1,5,0.2,"Both",1,1,0.555555555555555,1.8,0
"17696","ADAMTS10","Human",9,14,0.642857142857143,"Mouse",4,15,0.266666666666667,"Both",2.25,0.444444444444444,2.41071428571429,0.414814814814815,5
"17698","ADAMTS13","Human",1,9,0.111111111111111,"Mouse",1,3,0.333333333333333,"Both",1,1,0.333333333333333,3,0
"17709","ADAMTS4","Human",1,3,0.333333333333333,"Mouse",1,3,0.333333333333333,"Both",1,1,1,1,0
"17710","ADAMTS5","Human",1,2,0.5,"Mouse",1,1,1,"Both",1,1,0.5,2,0
"17716","ADAMTS8","Human",1,2,0.5,"Mouse",1,2,0.5,"Both",1,1,1,1,0
"17727","ADAP1","Human",3,19,0.157894736842105,"Mouse",5,6,0.833333333333333,"Both",0.6,1.66666666666667,0.189473684210526,5.27777777777778,2
"17730","ADAR","Human",6,21,0.285714285714286,"Mouse",5,9,0.555555555555556,"Both",1.2,0.833333333333333,0.514285714285714,1.94444444444444,1
"17731","ADARB1","Human",1,15,0.0666666666666667,"Mouse",10,13,0.769230769230769,"Both",0.1,10,0.0866666666666667,11.5384615384615,9
"17732","ADARB2","Human",1,7,0.142857142857143,"Mouse",2,6,0.333333333333333,"Both",0.5,2,0.428571428571429,2.33333333333333,1
"17734","ADAT1","Human",3,10,0.3,"Mouse",1,3,0.333333333333333,"Both",3,0.333333333333333,0.9,1.11111111111111,2
"17735","ADAT2","Human",1,3,0.333333333333333,"Mouse",1,1,1,"Both",1,1,0.333333333333333,3,0
"17736","ADAT3","Human",1,2,0.5,"Mouse",1,3,0.333333333333333,"Both",1,1,1.5,0.666666666666667,0
"17737","ADCK1","Human",1,8,0.125,"Mouse",11,5,2.2,"Both",0.0909090909090909,11,0.0568181818181818,17.6,10
"17738","ADCK2","Human",1,5,0.2,"Mouse",5,6,0.833333333333333,"Both",0.2,5,0.24,4.16666666666667,4
"17739","ADCK5","Human",6,8,0.75,"Mouse",2,15,0.133333333333333,"Both",3,0.333333333333333,5.625,0.177777777777778,4
"17743","ADCY2","Human",6,8,0.75,"Mouse",3,1,3,"Both",2,0.5,0.25,4,3
"17744","ADCY3","Human",2,13,0.153846153846154,"Mouse",3,8,0.375,"Both",0.666666666666667,1.5,0.41025641025641,2.4375,1
"17746","ADCY5","Human",2,10,0.2,"Mouse",4,2,2,"Both",0.5,2,0.1,10,2
"17747","ADCY6","Human",1,9,0.111111111111111,"Mouse",1,7,0.142857142857143,"Both",1,1,0.777777777777778,1.28571428571429,0
"17748","ADCY7","Human",1,15,0.0666666666666667,"Mouse",1,6,0.166666666666667,"Both",1,1,0.4,2.5,0
"17749","ADCY8","Human",3,3,1,"Mouse",6,3,2,"Both",0.5,2,0.5,2,3
"17751","ADCYAP1","Human",3,4,0.75,"Mouse",2,5,0.4,"Both",1.5,0.666666666666667,1.875,0.533333333333333,1
"17752","ADCYAP1R1","Human",1,7,0.142857142857143,"Mouse",5,8,0.625,"Both",0.2,5,0.228571428571429,4.375,4
"17753","ADD1","Human",14,29,0.482758620689655,"Mouse",23,15,1.53333333333333,"Both",0.608695652173913,1.64285714285714,0.314842578710645,3.17619047619048,9
"17754","ADD2","Human",2,14,0.142857142857143,"Mouse",2,10,0.2,"Both",1,1,0.714285714285714,1.4,0
"17755","ADD3","Human",8,20,0.4,"Mouse",9,16,0.5625,"Both",0.888888888888889,1.125,0.711111111111111,1.40625,1
"17758","ADGRA1","Human",1,3,0.333333333333333,"Mouse",4,3,1.33333333333333,"Both",0.25,4,0.25,4,3
"17761","ADGRA3","Human",1,13,0.0769230769230769,"Mouse",2,7,0.285714285714286,"Both",0.5,2,0.269230769230769,3.71428571428571,1
"17762","ADGRB1","Human",8,6,1.33333333333333,"Mouse",21,12,1.75,"Both",0.380952380952381,2.625,0.761904761904762,1.3125,13
"17763","ADGRB2","Human",7,15,0.466666666666667,"Mouse",8,13,0.615384615384615,"Both",0.875,1.14285714285714,0.758333333333333,1.31868131868132,1
"17764","ADGRB3","Human",5,5,1,"Mouse",7,11,0.636363636363636,"Both",0.714285714285714,1.4,1.57142857142857,0.636363636363636,2
"17774","ADGRE5","Human",1,16,0.0625,"Mouse",4,8,0.5,"Both",0.25,4,0.125,8,3
"17782","ADGRG1","Human",10,77,0.12987012987013,"Mouse",11,16,0.6875,"Both",0.909090909090909,1.1,0.188902007083825,5.29375,1
"17789","ADGRL1","Human",4,8,0.5,"Mouse",12,10,1.2,"Both",0.333333333333333,3,0.416666666666667,2.4,8
"17790","ADGRL2","Human",2,22,0.0909090909090909,"Mouse",3,20,0.15,"Both",0.666666666666667,1.5,0.606060606060606,1.65,1
"17791","ADGRL3","Human",4,18,0.222222222222222,"Mouse",5,35,0.142857142857143,"Both",0.8,1.25,1.55555555555556,0.642857142857143,1
"17794","ADGRL4","Human",1,17,0.0588235294117647,"Mouse",3,9,0.333333333333333,"Both",0.333333333333333,3,0.176470588235294,5.66666666666667,2
"17801","ADH5","Human",2,13,0.153846153846154,"Mouse",2,7,0.285714285714286,"Both",1,1,0.538461538461539,1.85714285714286,0
"17810","ADHFE1","Human",4,16,0.25,"Mouse",4,5,0.8,"Both",1,1,0.3125,3.2,0
"17811","ADI1","Human",1,3,0.333333333333333,"Mouse",2,3,0.666666666666667,"Both",0.5,2,0.5,2,1
"17818","ADIPOR1","Human",4,5,0.8,"Mouse",5,4,1.25,"Both",0.8,1.25,0.64,1.5625,1
"17821","ADIPOR2","Human",1,7,0.142857142857143,"Mouse",3,5,0.6,"Both",0.333333333333333,3,0.238095238095238,4.2,2
"17824","ADK","Human",3,6,0.5,"Mouse",9,10,0.9,"Both",0.333333333333333,3,0.555555555555556,1.8,6
"17825","ADM","Human",3,8,0.375,"Mouse",2,2,1,"Both",1.5,0.666666666666667,0.375,2.66666666666667,1
"17828","ADNP","Human",1,8,0.125,"Mouse",3,4,0.75,"Both",0.333333333333333,3,0.166666666666667,6,2
"17830","ADNP2","Human",1,5,0.2,"Mouse",1,1,1,"Both",1,1,0.2,5,0
"17832","ADORA1","Human",9,9,1,"Mouse",9,4,2.25,"Both",1,1,0.444444444444444,2.25,0
"17833","ADORA2A","Human",1,15,0.0666666666666667,"Mouse",1,4,0.25,"Both",1,1,0.266666666666667,3.75,0
"17835","ADORA2B","Human",1,2,0.5,"Mouse",1,1,1,"Both",1,1,0.5,2,0
"17838","ADPGK","Human",1,14,0.0714285714285714,"Mouse",2,5,0.4,"Both",0.5,2,0.178571428571429,5.6,1
"17842","ADPRHL2","Human",2,1,2,"Mouse",4,4,1,"Both",0.5,2,2,0.5,2
"17843","ADPRM","Human",2,4,0.5,"Mouse",5,6,0.833333333333333,"Both",0.4,2.5,0.6,1.66666666666667,3
"17845","ADRA1B","Human",1,3,0.333333333333333,"Mouse",1,4,0.25,"Both",1,1,1.33333333333333,0.75,0
"17853","ADRM1","Human",4,5,0.8,"Mouse",7,8,0.875,"Both",0.571428571428571,1.75,0.914285714285714,1.09375,3
"17855","ADSL","Human",3,23,0.130434782608696,"Mouse",2,12,0.166666666666667,"Both",1.5,0.666666666666667,0.782608695652174,1.27777777777778,1
"17856","ADSS","Human",1,3,0.333333333333333,"Mouse",3,3,1,"Both",0.333333333333333,3,0.333333333333333,3,2
"17857","ADSSL1","Human",1,12,0.0833333333333333,"Mouse",2,4,0.5,"Both",0.5,2,0.166666666666667,6,1
"17859","AEBP1","Human",1,9,0.111111111111111,"Mouse",5,3,1.66666666666667,"Both",0.2,5,0.0666666666666667,15,4
"17860","AEBP2","Human",1,7,0.142857142857143,"Mouse",3,9,0.333333333333333,"Both",0.333333333333333,3,0.428571428571429,2.33333333333333,2
"17861","AEN","Human",2,6,0.333333333333333,"Mouse",2,9,0.222222222222222,"Both",1,1,1.5,0.666666666666667,0
"17989","AFAP1","Human",1,10,0.1,"Mouse",2,5,0.4,"Both",0.5,2,0.25,4,1
