"","associated_gene","Human","Human_Detected_Num_Isoseq","Human_Known_Num_Gencode","Human_Normalised","Mouse","Mouse_Detected_Num_Isoseq","Mouse_Known_Num_Gencode","Mouse_Normalised","Detected","isoseq_comparison_HumanvsMouse","isoseq_comparison_MousevsHuman","isoseq_comparison_normalisedHumanvsMouse","isoseq_comparison_normalisedMousevsHuman","isoseq_comparison_diff"
"34688","GARS","Human",2,10,0.2,"Mouse",2,3,0.666666666666667,"Both",1,1,0.3,3.33333333333333,0
"34691","GART","Human",4,18,0.222222222222222,"Mouse",2,13,0.153846153846154,"Both",2,0.5,1.44444444444444,0.692307692307692,2
"34695","GAS2L1","Human",10,10,1,"Mouse",12,7,1.71428571428571,"Both",0.833333333333333,1.2,0.583333333333333,1.71428571428571,2
"34700","GAS5","Human",7,31,0.225806451612903,"Mouse",11,25,0.44,"Both",0.636363636363636,1.57142857142857,0.513196480938416,1.94857142857143,4
"34702","GAS6","Human",4,5,0.8,"Mouse",4,1,4,"Both",1,1,0.2,5,0
"34706","GAS8","Human",6,20,0.3,"Mouse",2,3,0.666666666666667,"Both",3,0.333333333333333,0.45,2.22222222222222,4
"34722","GATAD1","Human",2,5,0.4,"Mouse",2,4,0.5,"Both",1,1,0.8,1.25,0
"34724","GATAD2B","Human",1,12,0.0833333333333333,"Mouse",2,8,0.25,"Both",0.5,2,0.333333333333333,3,1
"34725","GATB","Human",3,14,0.214285714285714,"Mouse",2,5,0.4,"Both",1.5,0.666666666666667,0.535714285714286,1.86666666666667,1
"34726","GATC","Human",2,3,0.666666666666667,"Mouse",1,1,1,"Both",2,0.5,0.666666666666667,1.5,1
"34730","GATM","Human",1,13,0.0769230769230769,"Mouse",4,3,1.33333333333333,"Both",0.25,4,0.0576923076923077,17.3333333333333,3
"34732","GBA","Human",2,14,0.142857142857143,"Mouse",2,5,0.4,"Both",1,1,0.357142857142857,2.8,0
"34733","GBA2","Human",7,8,0.875,"Mouse",4,7,0.571428571428571,"Both",1.75,0.571428571428571,1.53125,0.653061224489796,3
"34737","GBF1","Human",2,2,1,"Mouse",3,16,0.1875,"Both",0.666666666666667,1.5,5.33333333333333,0.1875,1
"34743","GBP2","Human",1,4,0.25,"Mouse",1,2,0.5,"Both",1,1,0.5,2,0
"34757","GCA","Human",3,10,0.3,"Mouse",1,2,0.5,"Both",3,0.333333333333333,0.6,1.66666666666667,2
"34758","GCAT","Human",3,7,0.428571428571429,"Mouse",1,3,0.333333333333333,"Both",3,0.333333333333333,1.28571428571429,0.777777777777778,2
"34759","GCC1","Human",1,3,0.333333333333333,"Mouse",2,4,0.5,"Both",0.5,2,0.666666666666667,1.5,1
"34760","GCC2","Human",2,13,0.153846153846154,"Mouse",5,10,0.5,"Both",0.4,2.5,0.307692307692308,3.25,3
"34762","GCDH","Human",2,16,0.125,"Mouse",5,6,0.833333333333333,"Both",0.4,2.5,0.15,6.66666666666667,3
"34764","GCFC2","Human",2,11,0.181818181818182,"Mouse",1,8,0.125,"Both",2,0.5,1.45454545454545,0.6875,1
"34768","GCHFR","Human",1,6,0.166666666666667,"Mouse",1,1,1,"Both",1,1,0.166666666666667,6,0
"34769","GCK","Human",2,9,0.222222222222222,"Mouse",2,4,0.5,"Both",1,1,0.444444444444444,2.25,0
"34771","GCLC","Human",1,14,0.0714285714285714,"Mouse",2,3,0.666666666666667,"Both",0.5,2,0.107142857142857,9.33333333333333,1
"34772","GCLM","Human",1,4,0.25,"Mouse",2,7,0.285714285714286,"Both",0.5,2,0.875,1.14285714285714,1
"34784","GCNT2","Human",1,17,0.0588235294117647,"Mouse",2,6,0.333333333333333,"Both",0.5,2,0.176470588235294,5.66666666666667,1
"34794","GCSH","Human",1,10,0.1,"Mouse",3,2,1.5,"Both",0.333333333333333,3,0.0666666666666667,15,2
"34800","GDA","Human",1,9,0.111111111111111,"Mouse",1,4,0.25,"Both",1,1,0.444444444444444,2.25,0
"34801","GDAP1","Human",9,8,1.125,"Mouse",2,4,0.5,"Both",4.5,0.222222222222222,2.25,0.444444444444444,7
"34803","GDAP1L1","Human",5,8,0.625,"Mouse",5,4,1.25,"Both",1,1,0.5,2,0
"34804","GDAP2","Human",2,6,0.333333333333333,"Mouse",4,5,0.8,"Both",0.5,2,0.416666666666667,2.4,2
"34805","GDE1","Human",1,5,0.2,"Mouse",4,4,1,"Both",0.25,4,0.2,5,3
"34807","GDF10","Human",1,1,1,"Mouse",1,1,1,"Both",1,1,1,1,0
"34812","GDF5","Human",1,2,0.5,"Mouse",1,1,1,"Both",1,1,0.5,2,0
"34817","GDI1","Human",9,15,0.6,"Mouse",7,10,0.7,"Both",1.28571428571429,0.777777777777778,0.857142857142857,1.16666666666667,2
"34818","GDI2","Human",5,9,0.555555555555556,"Mouse",3,10,0.3,"Both",1.66666666666667,0.6,1.85185185185185,0.54,2
"34824","GDPD2","Human",3,5,0.6,"Mouse",5,5,1,"Both",0.6,1.66666666666667,0.6,1.66666666666667,2
"34827","GDPD5","Human",2,17,0.117647058823529,"Mouse",7,8,0.875,"Both",0.285714285714286,3.5,0.134453781512605,7.4375,5
"34830","GEMIN2","Human",1,13,0.0769230769230769,"Mouse",2,3,0.666666666666667,"Both",0.5,2,0.115384615384615,8.66666666666667,1
"34833","GEMIN4","Human",2,7,0.285714285714286,"Mouse",1,2,0.5,"Both",2,0.5,0.571428571428571,1.75,1
"34834","GEMIN5","Human",1,3,0.333333333333333,"Mouse",1,5,0.2,"Both",1,1,1.66666666666667,0.6,0
"34835","GEMIN6","Human",1,3,0.333333333333333,"Mouse",2,2,1,"Both",0.5,2,0.333333333333333,3,1
"34837","GEMIN7","Human",1,5,0.2,"Mouse",2,7,0.285714285714286,"Both",0.5,2,0.7,1.42857142857143,1
"34844","GET4","Human",4,7,0.571428571428571,"Mouse",3,6,0.5,"Both",1.33333333333333,0.75,1.14285714285714,0.875,1
"34845","GFAP","Human",12,38,0.315789473684211,"Mouse",13,3,4.33333333333333,"Both",0.923076923076923,1.08333333333333,0.0728744939271255,13.7222222222222,1
"34846","GFER","Human",2,5,0.4,"Mouse",1,6,0.166666666666667,"Both",2,0.5,2.4,0.416666666666667,1
"34850","GFM2","Human",3,10,0.3,"Mouse",2,12,0.166666666666667,"Both",1.5,0.666666666666667,1.8,0.555555555555556,1
"34851","GFOD1","Human",2,6,0.333333333333333,"Mouse",1,2,0.5,"Both",2,0.5,0.666666666666667,1.5,1
"34853","GFOD2","Human",3,7,0.428571428571429,"Mouse",3,3,1,"Both",1,1,0.428571428571429,2.33333333333333,0
"34854","GFPT1","Human",1,4,0.25,"Mouse",4,7,0.571428571428571,"Both",0.25,4,0.4375,2.28571428571429,3
"34855","GFPT2","Human",1,8,0.125,"Mouse",1,2,0.5,"Both",1,1,0.25,4,0
"34857","GFRA2","Human",3,8,0.375,"Mouse",4,3,1.33333333333333,"Both",0.75,1.33333333333333,0.28125,3.55555555555556,1
"34862","GGA1","Human",10,23,0.434782608695652,"Mouse",6,5,1.2,"Both",1.66666666666667,0.6,0.36231884057971,2.76,4
"34863","GGA2","Human",4,17,0.235294117647059,"Mouse",2,6,0.333333333333333,"Both",2,0.5,0.705882352941177,1.41666666666667,2
"34864","GGA3","Human",5,24,0.208333333333333,"Mouse",10,12,0.833333333333333,"Both",0.5,2,0.25,4,5
"34865","GGACT","Human",1,6,0.166666666666667,"Mouse",3,6,0.5,"Both",0.333333333333333,3,0.333333333333333,3,2
"34866","GGCT","Human",2,8,0.25,"Mouse",2,6,0.333333333333333,"Both",1,1,0.75,1.33333333333333,0
"34867","GGCX","Human",2,10,0.2,"Mouse",3,5,0.6,"Both",0.666666666666667,1.5,0.333333333333333,3,1
"34868","GGH","Human",1,8,0.125,"Mouse",2,1,2,"Both",0.5,2,0.0625,16,1
"34871","GGNBP2","Human",4,9,0.444444444444444,"Mouse",8,13,0.615384615384615,"Both",0.5,2,0.722222222222222,1.38461538461538,4
"34872","GGPS1","Human",4,8,0.5,"Mouse",10,11,0.909090909090909,"Both",0.4,2.5,0.55,1.81818181818182,6
"34877","GGT5","Human",1,6,0.166666666666667,"Mouse",2,7,0.285714285714286,"Both",0.5,2,0.583333333333333,1.71428571428571,1
"34879","GGT7","Human",3,4,0.75,"Mouse",17,5,3.4,"Both",0.176470588235294,5.66666666666667,0.220588235294118,4.53333333333333,14
"34891","GHDC","Human",3,12,0.25,"Mouse",1,3,0.333333333333333,"Both",3,0.333333333333333,0.75,1.33333333333333,2
"34893","GHITM","Human",4,1,4,"Mouse",5,4,1.25,"Both",0.8,1.25,3.2,0.3125,1
"34900","GID4","Human",1,5,0.2,"Mouse",2,2,1,"Both",0.5,2,0.2,5,1
"34901","GID8","Human",1,2,0.5,"Mouse",4,3,1.33333333333333,"Both",0.25,4,0.375,2.66666666666667,3
"34903","GIGYF2","Human",1,46,0.0217391304347826,"Mouse",3,23,0.130434782608696,"Both",0.333333333333333,3,0.166666666666667,6,2
"34905","GIMAP1","Human",1,2,0.5,"Mouse",1,6,0.166666666666667,"Both",1,1,3,0.333333333333333,0
"34919","GINM1","Human",2,3,0.666666666666667,"Mouse",3,6,0.5,"Both",0.666666666666667,1.5,1.33333333333333,0.75,1
"34921","GINS2","Human",1,3,0.333333333333333,"Mouse",1,4,0.25,"Both",1,1,1.33333333333333,0.75,0
"34922","GINS3","Human",1,10,0.1,"Mouse",1,2,0.5,"Both",1,1,0.2,5,0
"34925","GIPC1","Human",6,13,0.461538461538462,"Mouse",3,3,1,"Both",2,0.5,0.461538461538462,2.16666666666667,3
"34929","GIT1","Human",2,15,0.133333333333333,"Mouse",5,6,0.833333333333333,"Both",0.4,2.5,0.16,6.25,3
"34930","GIT2","Human",4,20,0.2,"Mouse",7,17,0.411764705882353,"Both",0.571428571428571,1.75,0.485714285714286,2.05882352941176,3
"34931","GJA1","Human",1,4,0.25,"Mouse",4,8,0.5,"Both",0.25,4,0.5,2,3
"34935","GJA4","Human",1,2,0.5,"Mouse",1,1,1,"Both",1,1,0.5,2,0
"34941","GJB1","Human",1,6,0.166666666666667,"Mouse",1,3,0.333333333333333,"Both",1,1,0.5,2,0
"34942","GJB2","Human",1,2,0.5,"Mouse",1,1,1,"Both",1,1,0.5,2,0
"34947","GJB6","Human",4,14,0.285714285714286,"Mouse",7,4,1.75,"Both",0.571428571428571,1.75,0.163265306122449,6.125,3
"34949","GJC1","Human",1,9,0.111111111111111,"Mouse",2,5,0.4,"Both",0.5,2,0.277777777777778,3.6,1
"34950","GJC2","Human",1,1,1,"Mouse",2,2,1,"Both",0.5,2,1,1,1
"34957","GK","Human",1,12,0.0833333333333333,"Mouse",5,8,0.625,"Both",0.2,5,0.133333333333333,7.5,4
"34963","GKAP1","Human",2,7,0.285714285714286,"Mouse",2,7,0.285714285714286,"Both",1,1,1,1,0
"34968","GLA","Human",3,8,0.375,"Mouse",1,2,0.5,"Both",3,0.333333333333333,0.75,1.33333333333333,2
"34969","GLB1","Human",3,19,0.157894736842105,"Mouse",5,2,2.5,"Both",0.6,1.66666666666667,0.0631578947368421,15.8333333333333,2
"34970","GLB1L","Human",1,12,0.0833333333333333,"Mouse",1,12,0.0833333333333333,"Both",1,1,1,1,0
"34973","GLCCI1","Human",3,12,0.25,"Mouse",3,6,0.5,"Both",1,1,0.5,2,0
"34974","GLCE","Human",3,4,0.75,"Mouse",3,5,0.6,"Both",1,1,1.25,0.8,0
"34975","GLDC","Human",1,22,0.0454545454545455,"Mouse",1,3,0.333333333333333,"Both",1,1,0.136363636363636,7.33333333333333,0
"34979","GLE1","Human",2,3,0.666666666666667,"Mouse",4,7,0.571428571428571,"Both",0.5,2,1.16666666666667,0.857142857142857,2
"34980","GLG1","Human",4,14,0.285714285714286,"Mouse",4,4,1,"Both",1,1,0.285714285714286,3.5,0
"34983","GLI3","Human",1,9,0.111111111111111,"Mouse",1,4,0.25,"Both",1,1,0.444444444444444,2.25,0
"34986","GLIPR1","Human",1,4,0.25,"Mouse",1,5,0.2,"Both",1,1,1.25,0.8,0
"34990","GLIPR2","Human",1,5,0.2,"Mouse",1,2,0.5,"Both",1,1,0.4,2.5,0
"34996","GLMN","Human",2,6,0.333333333333333,"Mouse",2,8,0.25,"Both",1,1,1.33333333333333,0.75,0
"34997","GLMP","Human",2,16,0.125,"Mouse",4,10,0.4,"Both",0.5,2,0.3125,3.2,2
"34999","GLO1","Human",1,2,0.5,"Mouse",3,10,0.3,"Both",0.333333333333333,3,1.66666666666667,0.6,2
"35000","GLOD4","Human",5,19,0.263157894736842,"Mouse",1,9,0.111111111111111,"Both",5,0.2,2.36842105263158,0.422222222222222,4
"35005","GLRA2","Human",3,4,0.75,"Mouse",3,1,3,"Both",1,1,0.25,4,0
"35008","GLRB","Human",5,7,0.714285714285714,"Mouse",9,6,1.5,"Both",0.555555555555556,1.8,0.476190476190476,2.1,4
"35010","GLRX","Human",2,7,0.285714285714286,"Mouse",1,4,0.25,"Both",2,0.5,1.14285714285714,0.875,1
"35011","GLRX2","Human",1,4,0.25,"Mouse",8,13,0.615384615384615,"Both",0.125,8,0.40625,2.46153846153846,7
"35012","GLRX3","Human",5,6,0.833333333333333,"Mouse",6,5,1.2,"Both",0.833333333333333,1.2,0.694444444444445,1.44,1
"35014","GLRX5","Human",1,3,0.333333333333333,"Mouse",1,3,0.333333333333333,"Both",1,1,1,1,0
"35018","GLS","Human",1,15,0.0666666666666667,"Mouse",4,17,0.235294117647059,"Both",0.25,4,0.283333333333333,3.52941176470588,3
"35019","GLS2","Human",5,17,0.294117647058824,"Mouse",3,11,0.272727272727273,"Both",1.66666666666667,0.6,1.07843137254902,0.927272727272727,2
"35023","GLT8D1","Human",6,15,0.4,"Mouse",4,10,0.4,"Both",1.5,0.666666666666667,1,1,2
"35024","GLT8D2","Human",1,7,0.142857142857143,"Mouse",2,7,0.285714285714286,"Both",0.5,2,0.5,2,1
"35025","GLTP","Human",1,6,0.166666666666667,"Mouse",1,3,0.333333333333333,"Both",1,1,0.5,2,0
"35029","GLUD1","Human",2,4,0.5,"Mouse",4,5,0.8,"Both",0.5,2,0.625,1.6,2
"35036","GLUL","Human",10,13,0.769230769230769,"Mouse",2,5,0.4,"Both",5,0.2,1.92307692307692,0.52,8
"35052","GLYR1","Human",10,13,0.769230769230769,"Mouse",12,5,2.4,"Both",0.833333333333333,1.2,0.320512820512821,3.12,2
"49384","GM2A","Human",1,3,0.333333333333333,"Mouse",1,1,1,"Both",1,1,0.333333333333333,3,0
"62254","GMCL1","Human",1,4,0.25,"Mouse",2,4,0.5,"Both",0.5,2,0.5,2,1
"62257","GMDS","Human",1,10,0.1,"Mouse",1,4,0.25,"Both",1,1,0.4,2.5,0
"62259","GMEB1","Human",1,4,0.25,"Mouse",4,7,0.571428571428571,"Both",0.25,4,0.4375,2.28571428571429,3
"62260","GMEB2","Human",1,3,0.333333333333333,"Mouse",1,6,0.166666666666667,"Both",1,1,2,0.5,0
"62261","GMFB","Human",1,10,0.1,"Mouse",6,8,0.75,"Both",0.166666666666667,6,0.133333333333333,7.5,5
"62265","GMIP","Human",3,8,0.375,"Mouse",2,9,0.222222222222222,"Both",1.5,0.666666666666667,1.6875,0.592592592592593,1
"62269","GMNN","Human",2,7,0.285714285714286,"Mouse",1,5,0.2,"Both",2,0.5,1.42857142857143,0.7,1
"62270","GMPPA","Human",4,14,0.285714285714286,"Mouse",5,13,0.384615384615385,"Both",0.8,1.25,0.742857142857143,1.34615384615385,1
"62271","GMPPB","Human",3,5,0.6,"Mouse",3,5,0.6,"Both",1,1,1,1,0
"62273","GMPR","Human",1,4,0.25,"Mouse",5,4,1.25,"Both",0.2,5,0.2,5,4
"62274","GMPR2","Human",8,31,0.258064516129032,"Mouse",5,6,0.833333333333333,"Both",1.6,0.625,0.309677419354839,3.22916666666667,3
"62275","GMPS","Human",1,3,0.333333333333333,"Mouse",1,1,1,"Both",1,1,0.333333333333333,3,0
"62277","GNA11","Human",1,7,0.142857142857143,"Mouse",1,3,0.333333333333333,"Both",1,1,0.428571428571429,2.33333333333333,0
"62278","GNA12","Human",1,8,0.125,"Mouse",1,2,0.5,"Both",1,1,0.25,4,0
"62279","GNA13","Human",1,2,0.5,"Mouse",3,2,1.5,"Both",0.333333333333333,3,0.333333333333333,3,2
"62282","GNA15","Human",3,3,1,"Mouse",1,3,0.333333333333333,"Both",3,0.333333333333333,3,0.333333333333333,2
"62283","GNAI1","Human",2,32,0.0625,"Mouse",3,1,3,"Both",0.666666666666667,1.5,0.0208333333333333,48,1
"62284","GNAI2","Human",3,12,0.25,"Mouse",4,10,0.4,"Both",0.75,1.33333333333333,0.625,1.6,1
"62287","GNAI3","Human",2,1,2,"Mouse",1,1,1,"Both",2,0.5,2,0.5,1
"62289","GNAL","Human",1,10,0.1,"Mouse",4,8,0.5,"Both",0.25,4,0.2,5,3
"62290","GNAO1","Human",3,26,0.115384615384615,"Mouse",6,12,0.5,"Both",0.5,2,0.230769230769231,4.33333333333333,3
"62293","GNAS","Human",11,61,0.180327868852459,"Mouse",13,28,0.464285714285714,"Both",0.846153846153846,1.18181818181818,0.388398486759143,2.57467532467532,2
"62298","GNAZ","Human",3,3,1,"Mouse",3,3,1,"Both",1,1,1,1,0
"62299","GNB1","Human",8,10,0.8,"Mouse",12,9,1.33333333333333,"Both",0.666666666666667,1.5,0.6,1.66666666666667,4
"62302","GNB1L","Human",2,6,0.333333333333333,"Mouse",2,13,0.153846153846154,"Both",1,1,2.16666666666667,0.461538461538462,0
"62303","GNB2","Human",5,13,0.384615384615385,"Mouse",9,15,0.6,"Both",0.555555555555556,1.8,0.641025641025641,1.56,4
"62306","GNB5","Human",2,12,0.166666666666667,"Mouse",2,8,0.25,"Both",1,1,0.666666666666667,1.5,0
"62307","GNE","Human",2,7,0.285714285714286,"Mouse",4,14,0.285714285714286,"Both",0.5,2,1,1,2
"62308","GNG10","Human",1,1,1,"Mouse",2,2,1,"Both",0.5,2,1,1,1
"62310","GNG11","Human",1,1,1,"Mouse",1,1,1,"Both",1,1,1,1,0
"62311","GNG12","Human",1,2,0.5,"Mouse",7,9,0.777777777777778,"Both",0.142857142857143,7,0.642857142857143,1.55555555555556,6
"62313","GNG13","Human",1,1,1,"Mouse",1,2,0.5,"Both",1,1,2,0.5,0
"62315","GNG2","Human",2,16,0.125,"Mouse",3,6,0.5,"Both",0.666666666666667,1.5,0.25,4,1
"62317","GNG3","Human",1,1,1,"Mouse",1,1,1,"Both",1,1,1,1,0
"62318","GNG4","Human",3,5,0.6,"Mouse",2,3,0.666666666666667,"Both",1.5,0.666666666666667,0.9,1.11111111111111,1
"62319","GNG5","Human",1,3,0.333333333333333,"Mouse",1,3,0.333333333333333,"Both",1,1,1,1,0
"62325","GNG7","Human",1,2,0.5,"Mouse",4,6,0.666666666666667,"Both",0.25,4,0.75,1.33333333333333,3
"62329","GNL1","Human",1,5,0.2,"Mouse",4,2,2,"Both",0.25,4,0.1,10,3
"62330","GNL2","Human",2,9,0.222222222222222,"Mouse",5,6,0.833333333333333,"Both",0.4,2.5,0.266666666666667,3.75,3
"62332","GNL3","Human",5,12,0.416666666666667,"Mouse",2,14,0.142857142857143,"Both",2.5,0.4,2.91666666666667,0.342857142857143,3
"62333","GNL3L","Human",1,3,0.333333333333333,"Mouse",6,7,0.857142857142857,"Both",0.166666666666667,6,0.388888888888889,2.57142857142857,5
"62337","GNPAT","Human",5,6,0.833333333333333,"Mouse",3,6,0.5,"Both",1.66666666666667,0.6,1.66666666666667,0.6,2
"62339","GNPDA1","Human",2,13,0.153846153846154,"Mouse",2,7,0.285714285714286,"Both",1,1,0.538461538461539,1.85714285714286,0
"62340","GNPDA2","Human",3,7,0.428571428571429,"Mouse",1,7,0.142857142857143,"Both",3,0.333333333333333,3,0.333333333333333,2
"62341","GNPNAT1","Human",1,6,0.166666666666667,"Mouse",1,10,0.1,"Both",1,1,1.66666666666667,0.6,0
"62342","GNPTAB","Human",2,11,0.181818181818182,"Mouse",5,7,0.714285714285714,"Both",0.4,2.5,0.254545454545455,3.92857142857143,3
"62343","GNPTG","Human",7,9,0.777777777777778,"Mouse",5,2,2.5,"Both",1.4,0.714285714285714,0.311111111111111,3.21428571428571,2
"62350","GNS","Human",1,9,0.111111111111111,"Mouse",2,10,0.2,"Both",0.5,2,0.555555555555555,1.8,1
"62351","GOLGA1","Human",1,6,0.166666666666667,"Mouse",4,11,0.363636363636364,"Both",0.25,4,0.458333333333333,2.18181818181818,3
"62352","GOLGA2","Human",3,15,0.2,"Mouse",9,11,0.818181818181818,"Both",0.333333333333333,3,0.244444444444444,4.09090909090909,6
"62365","GOLGA4","Human",2,12,0.166666666666667,"Mouse",8,13,0.615384615384615,"Both",0.25,4,0.270833333333333,3.69230769230769,6
"62366","GOLGA5","Human",1,3,0.333333333333333,"Mouse",2,3,0.666666666666667,"Both",0.5,2,0.5,2,1
"62386","GOLGA7","Human",3,7,0.428571428571429,"Mouse",2,4,0.5,"Both",1.5,0.666666666666667,0.857142857142857,1.16666666666667,1
"62387","GOLGA7B","Human",4,3,1.33333333333333,"Mouse",2,2,1,"Both",2,0.5,1.33333333333333,0.75,2
"62408","GOLGB1","Human",6,9,0.666666666666667,"Mouse",1,7,0.142857142857143,"Both",6,0.166666666666667,4.66666666666667,0.214285714285714,5
"62410","GOLIM4","Human",2,3,0.666666666666667,"Mouse",4,9,0.444444444444444,"Both",0.5,2,1.5,0.666666666666667,2
"62411","GOLM1","Human",5,8,0.625,"Mouse",2,4,0.5,"Both",2.5,0.4,1.25,0.8,3
"62412","GOLPH3","Human",2,3,0.666666666666667,"Mouse",4,5,0.8,"Both",0.5,2,0.833333333333333,1.2,2
"62413","GOLPH3L","Human",1,3,0.333333333333333,"Mouse",1,8,0.125,"Both",1,1,2.66666666666667,0.375,0
"62415","GOLT1B","Human",5,10,0.5,"Mouse",2,2,1,"Both",2.5,0.4,0.5,2,3
"62416","GON4L","Human",5,19,0.263157894736842,"Mouse",3,5,0.6,"Both",1.66666666666667,0.6,0.43859649122807,2.28,2
"62418","GOPC","Human",2,3,0.666666666666667,"Mouse",3,6,0.5,"Both",0.666666666666667,1.5,1.33333333333333,0.75,1
"62419","GORAB","Human",3,6,0.5,"Mouse",2,3,0.666666666666667,"Both",1.5,0.666666666666667,0.75,1.33333333333333,1
"62421","GORASP1","Human",4,27,0.148148148148148,"Mouse",2,3,0.666666666666667,"Both",2,0.5,0.222222222222222,4.5,2
"62422","GORASP2","Human",1,11,0.0909090909090909,"Mouse",4,6,0.666666666666667,"Both",0.25,4,0.136363636363636,7.33333333333333,3
"62423","GOSR1","Human",2,12,0.166666666666667,"Mouse",1,2,0.5,"Both",2,0.5,0.333333333333333,3,1
"62424","GOSR2","Human",6,47,0.127659574468085,"Mouse",11,3,3.66666666666667,"Both",0.545454545454545,1.83333333333333,0.034816247582205,28.7222222222222,5
"62425","GOT1","Human",3,3,1,"Mouse",1,4,0.25,"Both",3,0.333333333333333,4,0.25,2
"62427","GOT2","Human",2,7,0.285714285714286,"Mouse",1,4,0.25,"Both",2,0.5,1.14285714285714,0.875,1
"62441","GPAA1","Human",9,18,0.5,"Mouse",5,12,0.416666666666667,"Both",1.8,0.555555555555556,1.2,0.833333333333333,4
"62444","GPALPP1","Human",1,7,0.142857142857143,"Mouse",1,1,1,"Both",1,1,0.142857142857143,7,0
"62445","GPAM","Human",2,4,0.5,"Mouse",5,5,1,"Both",0.4,2.5,0.5,2,3
"62450","GPAT3","Human",1,8,0.125,"Mouse",3,5,0.6,"Both",0.333333333333333,3,0.208333333333333,4.8,2
"62451","GPAT4","Human",3,11,0.272727272727273,"Mouse",2,5,0.4,"Both",1.5,0.666666666666667,0.681818181818182,1.46666666666667,1
"62452","GPATCH1","Human",1,4,0.25,"Mouse",2,5,0.4,"Both",0.5,2,0.625,1.6,1
"62453","GPATCH11","Human",2,3,0.666666666666667,"Mouse",1,5,0.2,"Both",2,0.5,3.33333333333333,0.3,1
"62454","GPATCH2","Human",1,5,0.2,"Mouse",1,9,0.111111111111111,"Both",1,1,1.8,0.555555555555555,0
"62455","GPATCH2L","Human",5,14,0.357142857142857,"Mouse",5,5,1,"Both",1,1,0.357142857142857,2.8,0
"62458","GPATCH4","Human",2,16,0.125,"Mouse",1,5,0.2,"Both",2,0.5,0.625,1.6,1
"62459","GPATCH8","Human",5,11,0.454545454545455,"Mouse",5,6,0.833333333333333,"Both",1,1,0.545454545454545,1.83333333333333,0
"62461","GPBP1","Human",12,9,1.33333333333333,"Mouse",8,6,1.33333333333333,"Both",1.5,0.666666666666667,1,1,4
"62462","GPBP1L1","Human",5,14,0.357142857142857,"Mouse",1,4,0.25,"Both",5,0.2,1.42857142857143,0.7,4
"62463","GPC1","Human",7,9,0.777777777777778,"Mouse",4,5,0.8,"Both",1.75,0.571428571428571,0.972222222222222,1.02857142857143,3
"62467","GPC4","Human",1,1,1,"Mouse",1,1,1,"Both",1,1,1,1,0
"62475","GPCPD1","Human",3,7,0.428571428571429,"Mouse",7,13,0.538461538461538,"Both",0.428571428571429,2.33333333333333,0.795918367346939,1.25641025641026,4
"62476","GPD1","Human",1,7,0.142857142857143,"Mouse",6,3,2,"Both",0.166666666666667,6,0.0714285714285714,14,5
"62477","GPD1L","Human",4,7,0.571428571428571,"Mouse",2,4,0.5,"Both",2,0.5,1.14285714285714,0.875,2
"62478","GPD2","Human",1,13,0.0769230769230769,"Mouse",4,7,0.571428571428571,"Both",0.25,4,0.134615384615385,7.42857142857143,3
"62479","GPER1","Human",1,7,0.142857142857143,"Mouse",2,2,1,"Both",0.5,2,0.142857142857143,7,1
"62482","GPHN","Human",6,16,0.375,"Mouse",9,3,3,"Both",0.666666666666667,1.5,0.125,8,3
"62483","GPI","Human",3,21,0.142857142857143,"Mouse",6,11,0.545454545454545,"Both",0.5,2,0.261904761904762,3.81818181818182,3
"62485","GPKOW","Human",1,1,1,"Mouse",2,3,0.666666666666667,"Both",0.5,2,1.5,0.666666666666667,1
"62486","GPLD1","Human",2,6,0.333333333333333,"Mouse",2,3,0.666666666666667,"Both",1,1,0.5,2,0
"62488","GPM6A","Human",6,21,0.285714285714286,"Mouse",8,1,8,"Both",0.75,1.33333333333333,0.0357142857142857,28,2
"62489","GPM6B","Human",11,11,1,"Mouse",24,12,2,"Both",0.458333333333333,2.18181818181818,0.5,2,13
"62493","GPN1","Human",2,12,0.166666666666667,"Mouse",6,7,0.857142857142857,"Both",0.333333333333333,3,0.194444444444444,5.14285714285714,4
"62494","GPN2","Human",1,5,0.2,"Mouse",1,3,0.333333333333333,"Both",1,1,0.6,1.66666666666667,0
"62495","GPN3","Human",1,10,0.1,"Mouse",1,6,0.166666666666667,"Both",1,1,0.6,1.66666666666667,0
"62497","GPNMB","Human",4,15,0.266666666666667,"Mouse",2,5,0.4,"Both",2,0.5,0.666666666666667,1.5,2
"62501","GPR107","Human",1,8,0.125,"Mouse",1,11,0.0909090909090909,"Both",1,1,1.375,0.727272727272727,0
"62502","GPR108","Human",6,17,0.352941176470588,"Mouse",4,4,1,"Both",1.5,0.666666666666667,0.352941176470588,2.83333333333333,2
"62504","GPR12","Human",2,2,1,"Mouse",2,5,0.4,"Both",1,1,2.5,0.4,0
"62507","GPR137","Human",7,19,0.368421052631579,"Mouse",14,14,1,"Both",0.5,2,0.368421052631579,2.71428571428571,7
"62508","GPR137B","Human",2,5,0.4,"Mouse",4,7,0.571428571428571,"Both",0.5,2,0.7,1.42857142857143,2
"62510","GPR137C","Human",1,4,0.25,"Mouse",3,7,0.428571428571429,"Both",0.333333333333333,3,0.583333333333333,1.71428571428571,2
"62518","GPR146","Human",4,5,0.8,"Mouse",2,6,0.333333333333333,"Both",2,0.5,2.4,0.416666666666667,2
