"","associated_gene","Human (Adult)_Detected_LogTPM_Isoseq","Human (Adult)","Human (Fetal)_Detected_LogTPM_Isoseq","Human (Fetal)"
"11124","VRK1",1.07758208155258,"Human (Adult)",1.88647778338975,"Human (Fetal)"
"11125","VRK3",1.70597101160289,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"11126","VSIG10L",1.17449209456064,"Human (Adult)",NA,NA
"11127","VSIG4",1.32062013023888,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11128","VSIR",2.22371011723082,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"11129","VSNL1",1.51691477538285,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11130","VSTM2A",1.95264334494428,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"11131","VSTM2B",2.31437118096188,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"11132","VSTM2L",2.86468817458915,"Human (Adult)",3.15443132025215,"Human (Fetal)"
"11133","VSTM5",1.32062013023888,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"11134","VTA1",1.47552209022462,"Human (Adult)",2.30145113136057,"Human (Fetal)"
"11135","VTI1A",1.07758208155258,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"11136","VTI1B",1.47552209022462,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"11137","VWA1",2.15676332760021,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"11138","VWA5A",1.51691477538285,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11139","VWA5B2",1.90688585438361,"Human (Adult)",NA,NA
"11140","VWF",0.776552085888602,"Human (Adult)",NA,NA
"11141","VXN",2.72594209253351,"Human (Adult)",1.7895677703817,"Human (Fetal)"
"11142","WAC",1.42976459966395,"Human (Adult)",1.7895677703817,"Human (Fetal)"
"11143","WAC-AS1",1.07758208155258,"Human (Adult)",NA,NA
"11144","WAPL",1.42976459966395,"Human (Adult)",1.91450650699,"Human (Fetal)"
"11145","WARS",2.30159689292545,"Human (Adult)",2.05280920515628,"Human (Fetal)"
"11146","WARS2",NA,NA,1.31244651566203,"Human (Fetal)"
"11147","WASF1",2.99006984288491,"Human (Adult)",3.2469449669056,"Human (Fetal)"
"11148","WASF2",1.51691477538285,"Human (Adult)",NA,NA
"11149","WASF3",2.24637410186677,"Human (Adult)",1.88647778338975,"Human (Fetal)"
"11150","WASH2P",1.25367334060826,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11151","WASH6P",NA,NA,1.31244651566203,"Human (Fetal)"
"11152","WASH7P",1.6516133492803,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"11153","WASH8P",1.25367334060826,"Human (Adult)",NA,NA
"11154","WASH9P",2.19152543385942,"Human (Adult)",2.39162776170966,"Human (Fetal)"
"11155","WASHC2A",1.89049543819544,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"11156","WASHC2C",1.32062013023888,"Human (Adult)",1.88647778338975,"Human (Fetal)"
"11157","WASHC3",1.62165012590286,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11158","WASHC4",1.32062013023888,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"11159","WASHC5",1.51691477538285,"Human (Adult)",1.7895677703817,"Human (Fetal)"
"11160","WASL",1.95264334494428,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"11161","WBP1",2.09877138062252,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"11162","WBP1_INO80B",NA,NA,1.6646290337734,"Human (Fetal)"
"11163","WBP11",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11164","WBP1L",1.25367334060826,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"11165","WBP2",3.26298256474304,"Human (Adult)",2.69715825860032,"Human (Fetal)"
"11166","WBP4",1.58946544253146,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"11167","WDCP",1.07758208155258,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"11168","WDFY1",0.952643344944283,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"11169","WDFY3",NA,NA,1.01141651999805,"Human (Fetal)"
"11170","WDFY3-AS2",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11171","WDHD1",NA,NA,1.01141651999805,"Human (Fetal)"
"11172","WDPCP",0.952643344944283,"Human (Adult)",NA,NA
"11173","WDR1",2.0195901345749,"Human (Adult)",2.24186544137633,"Human (Fetal)"
"11174","WDR11",NA,NA,1.55548456434833,"Human (Fetal)"
"11175","WDR12",1.32062013023888,"Human (Adult)",1.82432987664091,"Human (Fetal)"
"11176","WDR13",2.20791585004759,"Human (Adult)",2.27858824840107,"Human (Fetal)"
"11177","WDR18",1.58946544253146,"Human (Adult)",2.45857455134027,"Human (Fetal)"
"11178","WDR19",NA,NA,1.55548456434833,"Human (Fetal)"
"11179","WDR20",1.37861207721656,"Human (Adult)",2.29017012095088,"Human (Fetal)"
"11180","WDR24",1.47552209022462,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"11181","WDR25",1.70597101160289,"Human (Adult)",1.85651456001231,"Human (Fetal)"
"11182","WDR26",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11183","WDR3",NA,NA,1.31244651566203,"Human (Fetal)"
"11184","WDR33",1.37861207721656,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"11185","WDR34",1.85573333193623,"Human (Adult)",2.17278452223303,"Human (Fetal)"
"11186","WDR35",NA,NA,1.18750777905373,"Human (Fetal)"
"11187","WDR36",NA,NA,1.18750777905373,"Human (Fetal)"
"11188","WDR37",1.25367334060826,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"11189","WDR4",0.776552085888602,"Human (Adult)",NA,NA
"11190","WDR41",1.25367334060826,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"11191","WDR43",0.952643344944283,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"11192","WDR44",0.952643344944283,"Human (Adult)",1.7895677703817,"Human (Fetal)"
"11193","WDR45",1.96688378405889,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"11194","WDR45B",2.33884495034508,"Human (Adult)",2.37314435601565,"Human (Fetal)"
"11195","WDR47",2.3447538099556,"Human (Adult)",2.70602171893162,"Human (Fetal)"
"11196","WDR48",1.17449209456064,"Human (Adult)",2.20174821816834,"Human (Fetal)"
"11197","WDR5",1.17449209456064,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"11198","WDR53",0.776552085888602,"Human (Adult)",NA,NA
"11199","WDR54",1.37861207721656,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"11200","WDR55",1.32062013023888,"Human (Adult)",1.82432987664091,"Human (Fetal)"
"11201","WDR59",0.952643344944283,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"11202","WDR6",1.87346209889666,"Human (Adult)",2.52329988097693,"Human (Fetal)"
"11203","WDR60",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11204","WDR61",1.75427569117745,"Human (Adult)",1.7895677703817,"Human (Fetal)"
"11205","WDR7",1.17449209456064,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"11206","WDR70",1.07758208155258,"Human (Adult)",1.96565902943738,"Human (Fetal)"
"11207","WDR73",1.07758208155258,"Human (Adult)",NA,NA
"11208","WDR74",1.42976459966395,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"11209","WDR75",1.17449209456064,"Human (Adult)",2.03260581906799,"Human (Fetal)"
"11210","WDR76",NA,NA,1.01141651999805,"Human (Fetal)"
"11211","WDR77",0.776552085888602,"Human (Adult)",2.01141651999805,"Human (Fetal)"
"11212","WDR81",NA,NA,1.01141651999805,"Human (Fetal)"
"11213","WDR82",0.776552085888602,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"11214","WDR83",1.17449209456064,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"11215","WDR83OS",1.75427569117745,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"11216","WDR86",1.25367334060826,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"11217","WDR89",1.07758208155258,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"11218","WDR91",1.42976459966395,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"11219","WDR92",NA,NA,1.01141651999805,"Human (Fetal)"
"11220","WDSUB1",0.952643344944283,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"11221","WDTC1",1.07758208155258,"Human (Adult)",1.88647778338975,"Human (Fetal)"
"11222","WDYHV1",0.952643344944283,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"11223","WEE1",NA,NA,1.55548456434833,"Human (Fetal)"
"11224","WFDC1",0.776552085888602,"Human (Adult)",NA,NA
"11225","WFDC2",1.07758208155258,"Human (Adult)",NA,NA
"11226","WFIKKN1_RAB40C",1.51691477538285,"Human (Adult)",NA,NA
"11227","WFS1",1.83724992624221,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"11228","WHAMM",0.952643344944283,"Human (Adult)",NA,NA
"11229","WHRN",1.25367334060826,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11230","WIF1",1.70597101160289,"Human (Adult)",NA,NA
"11231","WIPF1",0.776552085888602,"Human (Adult)",NA,NA
"11232","WIPF2",2.22371011723082,"Human (Adult)",1.7895677703817,"Human (Fetal)"
"11233","WIPF3",NA,NA,1.01141651999805,"Human (Fetal)"
"11234","WIPI1",1.42976459966395,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11235","WIPI2",1.85573333193623,"Human (Adult)",1.94083544571235,"Human (Fetal)"
"11236","WIZ",1.07758208155258,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"11237","WLS",1.62165012590286,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11238","WNK1",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11239","WNK2",1.55470333627225,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11240","WNT10B",1.62165012590286,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11241","WNT2",0.776552085888602,"Human (Adult)",NA,NA
"11242","WNT2B",0.952643344944283,"Human (Adult)",NA,NA
"11243","WNT3",0.776552085888602,"Human (Adult)",NA,NA
"11244","WNT5B",NA,NA,1.18750777905373,"Human (Fetal)"
"11245","WNT6",0.776552085888602,"Human (Adult)",NA,NA
"11246","WNT7A",0.776552085888602,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"11247","WRAP53",1.25367334060826,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"11248","WRAP73",1.32062013023888,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"11249","WRB",1.81794477104683,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"11250","WRN",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11251","WRNIP1",2.32062013023888,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"11252","WSB1",1.47552209022462,"Human (Adult)",2.50972707378765,"Human (Fetal)"
"11253","WSB2",2.71856013891092,"Human (Adult)",2.36359903810941,"Human (Fetal)"
"11254","WSCD1",NA,NA,1.40935652867009,"Human (Fetal)"
"11255","WSCD2",1.55470333627225,"Human (Adult)",NA,NA
"11256","WTAP",1.81794477104683,"Human (Adult)",2.20174821816834,"Human (Fetal)"
"11257","WWC1",1.25367334060826,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11258","WWC2",NA,NA,1.01141651999805,"Human (Fetal)"
"11259","WWP1",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11260","WWP2",1.79774138495854,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"11261","WWTR1",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11262","XAB2",2.00700100726688,"Human (Adult)",2.24186544137633,"Human (Fetal)"
"11263","XBP1",1.73079459532793,"Human (Adult)",2.05280920515628,"Human (Fetal)"
"11264","XIST",1.58946544253146,"Human (Adult)",1.82432987664091,"Human (Fetal)"
"11265","XKR4",NA,NA,1.31244651566203,"Human (Fetal)"
"11266","XKR8",1.47552209022462,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"11267","XPA",1.67964207288055,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"11268","XPC",1.55470333627225,"Human (Adult)",1.85651456001231,"Human (Fetal)"
"11269","XPNPEP1",2.04372381429162,"Human (Adult)",1.9891401252869,"Human (Fetal)"
"11270","XPO1",1.32062013023888,"Human (Adult)",2.17278452223303,"Human (Fetal)"
"11271","XPO5",1.07758208155258,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"11272","XPO6",1.07758208155258,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"11273","XPO7",1.70597101160289,"Human (Adult)",1.94083544571235,"Human (Fetal)"
"11274","XPOT",1.73079459532793,"Human (Adult)",2.12535987230489,"Human (Fetal)"
"11275","XPR1",NA,NA,1.7517792094923,"Human (Fetal)"
"11276","XRCC1",1.67964207288055,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"11277","XRCC3",NA,NA,1.40935652867009,"Human (Fetal)"
"11278","XRCC4",0.952643344944283,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"11279","XRCC5",1.95264334494428,"Human (Adult)",2.95342457302037,"Human (Fetal)"
"11280","XRCC6",2.51691477538285,"Human (Adult)",2.94338263472623,"Human (Fetal)"
"11281","XRN2",0.952643344944283,"Human (Adult)",2.07211436035166,"Human (Fetal)"
"11282","XXYLT1",1.07758208155258,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"11283","XYLT2",0.776552085888602,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"11284","YAE1",NA,NA,1.61347651132602,"Human (Fetal)"
"11285","YAF2",1.25367334060826,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"11286","YARS",2.57243210323268,"Human (Adult)",2.38248438226979,"Human (Fetal)"
"11287","YARS2",1.07758208155258,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"11288","YBX1",2.10899054580421,"Human (Adult)",3.61510206961275,"Human (Fetal)"
"11289","YBX3",1.42976459966395,"Human (Adult)",2.09059776604568,"Human (Fetal)"
"11290","YDJC",1.75427569117745,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"11291","YEATS2",1.17449209456064,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"11292","YEATS4",1.47552209022462,"Human (Adult)",1.7895677703817,"Human (Fetal)"
"11293","YES1",1.07758208155258,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"11294","YIF1A",1.6516133492803,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"11295","YIF1B",1.98067206854453,"Human (Adult)",2.14175028849306,"Human (Fetal)"
"11296","YIPF1",1.07758208155258,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"11297","YIPF2",1.32062013023888,"Human (Adult)",2.07211436035166,"Human (Fetal)"
"11298","YIPF3",2.3620128153971,"Human (Adult)",2.12535987230489,"Human (Fetal)"
"11299","YIPF4",1.07758208155258,"Human (Adult)",1.91450650699,"Human (Fetal)"
"11300","YIPF5",1.55470333627225,"Human (Adult)",1.7895677703817,"Human (Fetal)"
"11301","YIPF6",0.776552085888602,"Human (Adult)",NA,NA
"11302","YJEFN3",1.90688585438361,"Human (Adult)",NA,NA
"11303","YJU2",1.51691477538285,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"11304","YKT6",2.25367334060826,"Human (Adult)",2.47381451789701,"Human (Fetal)"
"11305","YLPM1",1.25367334060826,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11306","YME1L1",1.25367334060826,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"11307","YOD1",0.776552085888602,"Human (Adult)",NA,NA
"11308","YPEL1",0.952643344944283,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"11309","YPEL2",1.47552209022462,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"11310","YPEL3",2.53998007945154,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"11311","YPEL4",2.44400503877856,"Human (Adult)",1.61347651132601,"Human (Fetal)"
"11312","YPEL5",2.55470333627225,"Human (Adult)",2.52993045987594,"Human (Fetal)"
"11313","YRDC",1.62165012590286,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"11314","YTHDC1",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11315","YTHDF1",1.81794477104683,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11316","YTHDF2",1.51691477538285,"Human (Adult)",2.07211436035166,"Human (Fetal)"
"11317","YTHDF3",1.47552209022462,"Human (Adult)",2.32317038105381,"Human (Fetal)"
"11318","YWHAB",1.47552209022462,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"11319","YWHAE",3.0183475171838,"Human (Adult)",3.70777290873138,"Human (Fetal)"
"11320","YWHAG",2.50490586790983,"Human (Adult)",2.40058260436259,"Human (Fetal)"
"11321","YWHAH",3.76600190355529,"Human (Adult)",3.51859749725829,"Human (Fetal)"
"11322","YWHAQ",2.81397858382923,"Human (Adult)",3.44518635392292,"Human (Fetal)"
"11323","YWHAZ",2.19979795982541,"Human (Adult)",2.88064823972903,"Human (Fetal)"
"11324","YY1",1.17449209456064,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"11325","YY1AP1",2.12873460399996,"Human (Adult)",2.56164487305315,"Human (Fetal)"
"11326","Z68323.1",0.776552085888602,"Human (Adult)",NA,NA
"11327","Z95115.1",1.17449209456064,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11328","ZADH2",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11329","ZBED1",1.42976459966395,"Human (Adult)",2.31244651566203,"Human (Fetal)"
"11330","ZBED3-AS1",NA,NA,1.01141651999805,"Human (Fetal)"
"11331","ZBED4",NA,NA,1.94083544571235,"Human (Fetal)"
"11332","ZBED5",1.32062013023888,"Human (Adult)",2.14175028849306,"Human (Fetal)"
"11333","ZBED5-AS1",1.07758208155258,"Human (Adult)",NA,NA
"11334","ZBED8",1.07758208155258,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"11335","ZBED9",NA,NA,1.31244651566203,"Human (Fetal)"
"11336","ZBTB1",NA,NA,1.18750777905373,"Human (Fetal)"
"11337","ZBTB11",0.776552085888602,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"11338","ZBTB14",0.776552085888602,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"11339","ZBTB16",2.73797317995505,"Human (Adult)",1.91450650699,"Human (Fetal)"
"11340","ZBTB17",1.37861207721656,"Human (Adult)",2.10832653300611,"Human (Fetal)"
"11341","ZBTB18",1.81794477104683,"Human (Adult)",2.7859334857266,"Human (Fetal)"
"11342","ZBTB2",1.25367334060826,"Human (Adult)",1.88647778338975,"Human (Fetal)"
"11343","ZBTB20",1.87346209889666,"Human (Adult)",2.33363581473197,"Human (Fetal)"
"11344","ZBTB21",NA,NA,1.01141651999805,"Human (Fetal)"
"11345","ZBTB26",NA,NA,1.18750777905373,"Human (Fetal)"
"11346","ZBTB3",0.952643344944283,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"11347","ZBTB33",1.17449209456064,"Human (Adult)",2.21553650265398,"Human (Fetal)"
"11348","ZBTB34",NA,NA,1.55548456434833,"Human (Fetal)"
"11349","ZBTB38",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11350","ZBTB39",0.776552085888602,"Human (Adult)",NA,NA
"11351","ZBTB4",1.32062013023888,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11352","ZBTB41",NA,NA,1.01141651999805,"Human (Fetal)"
"11353","ZBTB43",1.75427569117745,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"11354","ZBTB44",NA,NA,1.01141651999805,"Human (Fetal)"
"11355","ZBTB45",1.83724992624221,"Human (Adult)",2.21553650265398,"Human (Fetal)"
"11356","ZBTB46",0.776552085888602,"Human (Adult)",NA,NA
"11357","ZBTB47",1.07758208155258,"Human (Adult)",NA,NA
"11358","ZBTB48",0.776552085888602,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"11359","ZBTB49",1.25367334060826,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"11360","ZBTB5",NA,NA,1.31244651566203,"Human (Fetal)"
"11361","ZBTB6",0.776552085888602,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"11362","ZBTB7A",1.7765520858886,"Human (Adult)",NA,NA
"11363","ZBTB8A",NA,NA,1.01141651999805,"Human (Fetal)"
"11364","ZBTB8OS",1.07758208155258,"Human (Adult)",NA,NA
"11365","ZC2HC1A",1.17449209456064,"Human (Adult)",2.69715825860032,"Human (Fetal)"
"11366","ZC2HC1C",NA,NA,1.01141651999805,"Human (Fetal)"
"11367","ZC3H10",0.776552085888602,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"11368","ZC3H11A",0.776552085888602,"Human (Adult)",1.94083544571235,"Human (Fetal)"
"11369","ZC3H13",1.37861207721656,"Human (Adult)",1.88647778338975,"Human (Fetal)"
"11370","ZC3H14",1.89049543819544,"Human (Adult)",1.82432987664091,"Human (Fetal)"
"11371","ZC3H15",1.87346209889666,"Human (Adult)",2.15754455567629,"Human (Fetal)"
"11372","ZC3H18",1.62165012590286,"Human (Adult)",1.91450650699,"Human (Fetal)"
"11373","ZC3H3",1.90688585438361,"Human (Adult)",2.14175028849306,"Human (Fetal)"
"11374","ZC3H6",1.25367334060826,"Human (Adult)",NA,NA
"11375","ZC3H7A",1.25367334060826,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"11376","ZC3H8",0.952643344944283,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"11377","ZC3HAV1",0.776552085888602,"Human (Adult)",NA,NA
"11378","ZC3HC1",1.47552209022462,"Human (Adult)",2.07211436035166,"Human (Fetal)"
"11379","ZC4H2",1.32062013023888,"Human (Adult)",2.09059776604568,"Human (Fetal)"
"11380","ZCCHC10",1.42976459966395,"Human (Adult)",1.82432987664091,"Human (Fetal)"
"11381","ZCCHC12",2.18309226632256,"Human (Adult)",2.26668902510136,"Human (Fetal)"
"11382","ZCCHC14",NA,NA,1.31244651566203,"Human (Fetal)"
"11383","ZCCHC17",2.03182459099191,"Human (Adult)",2.10832653300611,"Human (Fetal)"
"11384","ZCCHC18",0.776552085888602,"Human (Adult)",1.91450650699,"Human (Fetal)"
"11385","ZCCHC24",0.776552085888602,"Human (Adult)",NA,NA
"11386","ZCCHC4",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11387","ZCCHC7",0.776552085888602,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"11388","ZCCHC8",1.25367334060826,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"11389","ZCCHC9",1.17449209456064,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11390","ZCRB1",0.776552085888602,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"11391","ZCWPW2",0.776552085888602,"Human (Adult)",NA,NA
"11392","ZDHHC1",NA,NA,1.01141651999805,"Human (Fetal)"
"11393","ZDHHC12",0.952643344944283,"Human (Adult)",NA,NA
"11394","ZDHHC13",1.25367334060826,"Human (Adult)",2.17278452223303,"Human (Fetal)"
"11395","ZDHHC14",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11396","ZDHHC15",0.776552085888602,"Human (Adult)",NA,NA
