"","associated_gene","Human (Adult)_Detected_LogTPM_Isoseq","Human (Adult)","Human (Fetal)_Detected_LogTPM_Isoseq","Human (Fetal)","isoseq_comparison"
"4362","NT5C2",1.17449209456064,"Human (Adult)",1.7895677703817,"Human (Fetal)",0.656299310928098
"4363","NT5C3A",1.51691477538285,"Human (Adult)",2.10832653300611,"Human (Fetal)",0.719487589628722
"4364","NT5C3B",2.21588477971886,"Human (Adult)",1.55548456434833,"Human (Fetal)",1.42456237143518
"4365","NT5DC1",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)",0.767786634422481
"4366","NT5DC2",1.17449209456064,"Human (Adult)",2.07211436035166,"Human (Fetal)",0.566808529989297
"4367","NTHL1",1.67964207288055,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.66068285386893
"4368","NTM",1.70597101160289,"Human (Adult)",1.82432987664091,"Human (Fetal)",0.935122004768159
"4369","NTMT1",1.70597101160289,"Human (Adult)",1.31244651566203,"Human (Fetal)",1.29984040587159
"4370","NTN4",1.90688585438361,"Human (Adult)",2.14175028849306,"Human (Fetal)",0.890339954488951
"4371","NTPCR",1.70597101160289,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.68671460063375
"4372","NTRK3",2.05530568684143,"Human (Adult)",2.35383920082026,"Human (Fetal)",0.873171661906729
"4373","NUAK1",1.37861207721656,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.36305078072011
"4374","NUB1",1.58946544253146,"Human (Adult)",1.91450650699,"Human (Fetal)",0.830222011117857
"4375","NUBP1",1.25367334060826,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.23952230937525
"4376","NUBP2",2.1382799219062,"Human (Adult)",1.7517792094923,"Human (Fetal)",1.22063323409684
"4377","NUBPL",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)",0.767786634422481
"4378","NUCB1",2.6487083586369,"Human (Adult)",2.43466239393486,"Human (Fetal)",1.0879160762639
"4379","NUCB2",1.32062013023888,"Human (Adult)",1.91450650699,"Human (Fetal)",0.689796626659247
"4380","NUCKS1",1.47552209022462,"Human (Adult)",1.31244651566203,"Human (Fetal)",1.12425312012073
"4381","NUDC",1.83724992624221,"Human (Adult)",1.7895677703817,"Human (Fetal)",1.02664450972446
"4382","NUDCD1",0.776552085888602,"Human (Adult)",1.55548456434833,"Human (Fetal)",0.499234838896611
"4383","NUDCD2",1.32062013023888,"Human (Adult)",1.6646290337734,"Human (Fetal)",0.793342001998658
"4384","NUDCD3",1.47552209022462,"Human (Adult)",2.45074921382832,"Human (Fetal)",0.602069800491625
"4385","NUDT1",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)",0.767786634422481
"4386","NUDT10",1.87346209889666,"Human (Adult)",2.35383920082026,"Human (Fetal)",0.795917621834066
"4387","NUDT11",2.08830594694436,"Human (Adult)",2.61347651132602,"Human (Fetal)",0.799052885263851
"4388","NUDT12",1.25367334060826,"Human (Adult)",1.31244651566203,"Human (Fetal)",0.955218613214023
"4389","NUDT14",1.99403603010251,"Human (Adult)",1.48853777471772,"Human (Fetal)",1.33959383763751
"4390","NUDT15",1.25367334060826,"Human (Adult)",2.03260581906799,"Human (Fetal)",0.616781339917206
"4391","NUDT16",1.37861207721656,"Human (Adult)",1.18750777905373,"Human (Fetal)",1.16092888108498
"4392","NUDT16L1",2.04372381429162,"Human (Adult)",2.10832653300611,"Human (Fetal)",0.96935829545228
"4393","NUDT21",1.7765520858886,"Human (Adult)",2.14175028849306,"Human (Fetal)",0.829486096223939
"4394","NUDT3",1.37861207721656,"Human (Adult)",1.18750777905373,"Human (Fetal)",1.16092888108498
"4395","NUDT4",2.62781043460768,"Human (Adult)",2.39162776170966,"Human (Fetal)",1.09875394351886
"4396","NUDT9",1.67964207288055,"Human (Adult)",1.7517792094923,"Human (Fetal)",0.958820645763539
"4397","NUFIP1",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)",0.767786634422481
"4398","NUMA1",1.7765520858886,"Human (Adult)",2.17278452223303,"Human (Fetal)",0.817638411775316
"4399","NUMB",1.89049543819544,"Human (Adult)",1.91450650699,"Human (Fetal)",0.987458350908241
"4400","NUMBL",1.32062013023888,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.3057134267902
"4401","NUP133",1.17449209456064,"Human (Adult)",1.82432987664091,"Human (Fetal)",0.643793707267022
"4402","NUP153",1.07758208155258,"Human (Adult)",1.18750777905373,"Human (Fetal)",0.907431597973409
"4403","NUP188",0.952643344944283,"Human (Adult)",1.96565902943738,"Human (Fetal)",0.484643231953079
"4404","NUP205",0.776552085888602,"Human (Adult)",1.31244651566203,"Human (Fetal)",0.591682843164766
"4405","NUP210",1.55470333627225,"Human (Adult)",1.48853777471772,"Human (Fetal)",1.04445003860724
"4406","NUP35",1.07758208155258,"Human (Adult)",1.55548456434833,"Human (Fetal)",0.692762953905645
"4407","NUP50",1.07758208155258,"Human (Adult)",1.61347651132602,"Human (Fetal)",0.667863507146433
"4408","NUP54",0.952643344944283,"Human (Adult)",1.7895677703817,"Human (Fetal)",0.532331527596239
"4409","NUP58",0.776552085888602,"Human (Adult)",1.6646290337734,"Human (Fetal)",0.466501586920124
"4410","NUP62",1.58946544253146,"Human (Adult)",2.01141651999805,"Human (Fetal)",0.790221929037849
"4411","NUP85",1.42976459966395,"Human (Adult)",1.82432987664091,"Human (Fetal)",0.783720432346663
"4412","NUP88",0.776552085888602,"Human (Adult)",1.18750777905373,"Human (Fetal)",0.653934314861835
"4413","NUP93",1.25367334060826,"Human (Adult)",2.07211436035166,"Human (Fetal)",0.605021307991659
"4414","NUP98",1.07758208155258,"Human (Adult)",1.18750777905373,"Human (Fetal)",0.907431597973409
"4415","NUPL2",1.37861207721656,"Human (Adult)",1.6646290337734,"Human (Fetal)",0.828179762124847
"4416","NUS1",1.47552209022462,"Human (Adult)",1.7517792094923,"Human (Fetal)",0.842299122075013
"4417","NUTF2",1.81794477104683,"Human (Adult)",1.71038652433407,"Human (Fetal)",1.06288534502728
"4418","NUTM2A-AS1",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)",0.767786634422481
"4419","NXF1",2.18309226632256,"Human (Adult)",2.15754455567629,"Human (Fetal)",1.01184110454593
"4420","NXPE3",1.17449209456064,"Human (Adult)",1.18750777905373,"Human (Fetal)",0.98903949538464
"4421","NXPH2",1.42976459966395,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.4136259111792
"4422","NXPH4",0.952643344944283,"Human (Adult)",1.61347651132602,"Human (Fetal)",0.590429013535106
"4423","NXT2",0.776552085888602,"Human (Adult)",1.40935652867009,"Human (Fetal)",0.550997614933802
"4424","OAF",1.98067206854453,"Human (Adult)",1.18750777905373,"Human (Fetal)",1.66792344730813
"4425","OARD1",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)",0.941890236226434
"4426","OAT",2.7496799394883,"Human (Adult)",2.24186544137633,"Human (Fetal)",1.22651426296139
"4427","OAZ1",3.06098281973312,"Human (Adult)",2.5364613270349,"Human (Fetal)",1.20679262368703
"4428","OAZ2",2.3620128153971,"Human (Adult)",1.01141651999805,"Human (Fetal)",2.33535123136178
"4429","OBSCN",1.17449209456064,"Human (Adult)",1.31244651566203,"Human (Fetal)",0.894887586309141
"4430","OBSL1",1.47552209022462,"Human (Adult)",1.82432987664091,"Human (Fetal)",0.808802239725121
"4431","OCIAD1",1.7765520858886,"Human (Adult)",2.10832653300611,"Human (Fetal)",0.842636118303528
"4432","OCIAD2",1.73079459532793,"Human (Adult)",1.96565902943738,"Human (Fetal)",0.880516187908401
"4433","OCRL",1.25367334060826,"Human (Adult)",1.48853777471772,"Human (Fetal)",0.842218022210427
"4434","ODC1",1.89049543819544,"Human (Adult)",2.03260581906799,"Human (Fetal)",0.930084633459471
"4435","ODF2",1.51691477538285,"Human (Adult)",1.71038652433407,"Human (Fetal)",0.886884194771967
"4436","ODR4",1.42976459966395,"Human (Adult)",1.48853777471772,"Human (Fetal)",0.960516168247786
"4437","OFD1",1.07758208155258,"Human (Adult)",1.31244651566203,"Human (Fetal)",0.821048376976354
"4438","OGA",2.19152543385942,"Human (Adult)",2.61347651132602,"Human (Fetal)",0.838547974072854
"4439","OGDH",1.95264334494428,"Human (Adult)",1.7517792094923,"Human (Fetal)",1.11466292918855
"4440","OGFOD1",1.42976459966395,"Human (Adult)",1.96565902943738,"Human (Fetal)",0.727371623588849
"4441","OGFOD2",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)",0.767786634422481
"4442","OGFR",2.17449209456064,"Human (Adult)",1.82432987664091,"Human (Fetal)",1.19194018713571
"4443","OGG1",1.55470333627225,"Human (Adult)",1.94083544571235,"Human (Fetal)",0.801048507078158
"4444","OGT",0.776552085888602,"Human (Adult)",1.31244651566203,"Human (Fetal)",0.591682843164766
"4445","OLA1",1.75427569117745,"Human (Adult)",2.40935652867009,"Human (Fetal)",0.728109630228022
"4446","OLFM1",3.11301181973713,"Human (Adult)",2.48123853597622,"Human (Fetal)",1.25462013208349
"4447","OLFM2",2.72103475803877,"Human (Adult)",2.62420037671779,"Human (Fetal)",1.03690052870204
"4448","OLFM3",1.17449209456064,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.16123483385747
"4449","OLIG2",1.75427569117745,"Human (Adult)",1.55548456434833,"Human (Fetal)",1.12780012825933
"4450","OPA1",1.07758208155258,"Human (Adult)",1.61347651132602,"Human (Fetal)",0.667863507146433
"4451","OPN3",2.14761994816034,"Human (Adult)",1.55548456434833,"Human (Fetal)",1.38067583400295
"4452","OPTN",2.00700100726688,"Human (Adult)",2.09059776604568,"Human (Fetal)",0.960012987607404
"4453","ORAI2",2.06658669725112,"Human (Adult)",1.7895677703817,"Human (Fetal)",1.15479655560088
"4454","ORC3",1.90688585438361,"Human (Adult)",2.21553650265398,"Human (Fetal)",0.86068807807922
"4455","ORC4",1.07758208155258,"Human (Adult)",1.31244651566203,"Human (Fetal)",0.821048376976354
"4456","ORC5",1.17449209456064,"Human (Adult)",1.96565902943738,"Human (Fetal)",0.597505506790163
"4457","ORMDL1",1.7765520858886,"Human (Adult)",2.05280920515628,"Human (Fetal)",0.865424843880392
"4458","ORMDL2",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)",0.941890236226434
"4459","ORMDL3",1.89049543819544,"Human (Adult)",2.07211436035166,"Human (Fetal)",0.912350917675508
"4460","OS9",2.38400710910327,"Human (Adult)",2.64990577695269,"Human (Fetal)",0.899657312285573
"4461","OSBP",0.776552085888602,"Human (Adult)",1.18750777905373,"Human (Fetal)",0.653934314861835
"4462","OSBP2",1.73079459532793,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.71125798432802
"4463","OSBPL1A",2.56542720166402,"Human (Adult)",1.55548456434833,"Human (Fetal)",1.64927846952876
"4464","OSBPL2",1.37861207721656,"Human (Adult)",1.48853777471772,"Human (Fetal)",0.926151892569877
"4465","OSBPL5",0.952643344944283,"Human (Adult)",1.31244651566203,"Human (Fetal)",0.725853079402435
"4466","OSBPL6",1.87346209889666,"Human (Adult)",1.7517792094923,"Human (Fetal)",1.06946245779434
"4467","OSBPL8",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.0654187075713
"4468","OSER1",1.37861207721656,"Human (Adult)",2.07211436035166,"Human (Fetal)",0.665316598154648
"4469","OSER1-DT",1.58946544253146,"Human (Adult)",1.18750777905373,"Human (Fetal)",1.33848844661719
"4470","OSGEP",1.32062013023888,"Human (Adult)",1.55548456434833,"Human (Fetal)",0.849008830114719
"4471","OST4",0.776552085888602,"Human (Adult)",1.40935652867009,"Human (Fetal)",0.550997614933802
"4472","OSTC",1.37861207721656,"Human (Adult)",1.71038652433407,"Human (Fetal)",0.806023701428143
"4473","OSTF1",1.87346209889666,"Human (Adult)",1.31244651566203,"Human (Fetal)",1.4274578632651
"4474","OSTM1",1.73079459532793,"Human (Adult)",1.85651456001231,"Human (Fetal)",0.932281724370883
"4475","OTUB1",2.83913407011677,"Human (Adult)",2.55548456434833,"Human (Fetal)",1.11099636825268
"4476","OTUD5",2.14761994816034,"Human (Adult)",1.31244651566203,"Human (Fetal)",1.63634854642211
"4477","OTUD6B",1.42976459966395,"Human (Adult)",1.7895677703817,"Human (Fetal)",0.798944093276217
"4478","OTUD6B-AS1",1.96688378405889,"Human (Adult)",2.38248438226979,"Human (Fetal)",0.825559990527639
"4479","OXA1L",1.07758208155258,"Human (Adult)",1.82432987664091,"Human (Fetal)",0.590672824772627
"4480","OXCT1",2.20791585004759,"Human (Adult)",2.07211436035166,"Human (Fetal)",1.06553764227225
"4481","OXR1",1.25367334060826,"Human (Adult)",1.82432987664091,"Human (Fetal)",0.687196628559645
"4482","OXSR1",1.32062013023888,"Human (Adult)",1.91450650699,"Human (Fetal)",0.689796626659247
"4483","P2RX4",1.07758208155258,"Human (Adult)",1.18750777905373,"Human (Fetal)",0.907431597973409
"4484","P2RY11_PPAN",1.17449209456064,"Human (Adult)",1.31244651566203,"Human (Fetal)",0.894887586309141
"4485","P3H1",1.6516133492803,"Human (Adult)",1.7517792094923,"Human (Fetal)",0.942820499484621
"4486","P4HA1",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)",0.941890236226434
"4487","P4HA2",1.55470333627225,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.53715438252407
"4488","P4HB",2.68770969462858,"Human (Adult)",2.70602171893162,"Human (Fetal)",0.993232861297849
"4489","P4HTM",2.73079459532793,"Human (Adult)",2.22890046421196,"Human (Fetal)",1.22517565910841
"4490","PA2G4",1.95264334494428,"Human (Adult)",2.18750777905373,"Human (Fetal)",0.89263378335914
"4491","PAAF1",2.3447538099556,"Human (Adult)",2.40058260436259,"Human (Fetal)",0.97674364785218
"4492","PABPC1",2.23139694589711,"Human (Adult)",3.37783947722403,"Human (Fetal)",0.660598871243851
"4493","PABPC4",1.17449209456064,"Human (Adult)",1.71038652433407,"Human (Fetal)",0.686682266172508
"4494","PABPN1",2.04372381429162,"Human (Adult)",1.6646290337734,"Human (Fetal)",1.22773529286515
"4495","PACS1",2.03182459099191,"Human (Adult)",2.01141651999805,"Human (Fetal)",1.01014611881276
"4496","PACS2",1.90688585438361,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.88536158613197
"4497","PACSIN2",2.00700100726688,"Human (Adult)",2.25445456868435,"Human (Fetal)",0.89023794719364
"4498","PAF1",1.37861207721656,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.36305078072011
"4499","PAFAH1B1",2.14761994816034,"Human (Adult)",2.57961824406505,"Human (Fetal)",0.832534020528576
"4500","PAFAH1B2",1.25367334060826,"Human (Adult)",1.6646290337734,"Human (Fetal)",0.753124759434495
"4501","PAFAH1B3",1.55470333627225,"Human (Adult)",2.33363581473197,"Human (Fetal)",0.666215065117524
"4502","PAICS",1.73079459532793,"Human (Adult)",2.03260581906799,"Human (Fetal)",0.851515123636489
"4503","PAIP1",1.85573333193623,"Human (Adult)",2.62420037671779,"Human (Fetal)",0.707161445597108
"4504","PAIP2",2.6982385613722,"Human (Adult)",2.68351437793377,"Human (Fetal)",1.00548690312953
"4505","PAIP2B",0.776552085888602,"Human (Adult)",1.18750777905373,"Human (Fetal)",0.653934314861835
"4506","PAK1",2.65736567816939,"Human (Adult)",2.12535987230489,"Human (Fetal)",1.25031328237489
"4507","PAK2",1.32062013023888,"Human (Adult)",1.71038652433407,"Human (Fetal)",0.772117946119257
"4508","PAK3",2.55830746054107,"Human (Adult)",2.38248438226979,"Human (Fetal)",1.07379820811408
"4509","PAK4",1.32062013023888,"Human (Adult)",1.48853777471772,"Human (Fetal)",0.887192890008666
"4510","PAK6",1.81794477104683,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.79742443899406
"4511","PALB2",0.776552085888602,"Human (Adult)",1.40935652867009,"Human (Fetal)",0.550997614933802
"4512","PALLD",0.776552085888602,"Human (Adult)",1.55548456434833,"Human (Fetal)",0.499234838896611
"4513","PALM",2.99796632373094,"Human (Adult)",2.67417435167963,"Human (Fetal)",1.12108109998435
"4514","PALM2",1.25367334060826,"Human (Adult)",1.7895677703817,"Human (Fetal)",0.700545327959762
"4515","PAM",2.05530568684143,"Human (Adult)",1.88647778338975,"Human (Fetal)",1.08949371412597
"4516","PANK1",1.07758208155258,"Human (Adult)",1.48853777471772,"Human (Fetal)",0.723919876173069
"4517","PANK2",1.58946544253146,"Human (Adult)",1.40935652867009,"Human (Fetal)",1.12779513926921
"4518","PANK4",1.89049543819544,"Human (Adult)",2.09059776604568,"Human (Fetal)",0.904284635188945
"4519","PANTR1",0.952643344944283,"Human (Adult)",2.26668902510136,"Human (Fetal)",0.420279683006664
"4520","PANX2",0.952643344944283,"Human (Adult)",1.31244651566203,"Human (Fetal)",0.725853079402435
"4521","PAPOLA",1.92268012156684,"Human (Adult)",2.46626138000656,"Human (Fetal)",0.779593005491463
"4522","PAPOLG",1.07758208155258,"Human (Adult)",1.7517792094923,"Human (Fetal)",0.615135786355685
"4523","PAPSS1",2.3267804389437,"Human (Adult)",2.62420037671779,"Human (Fetal)",0.88666264191834
"4524","PAQR3",1.07758208155258,"Human (Adult)",1.31244651566203,"Human (Fetal)",0.821048376976354
"4525","PAQR4",2.00700100726688,"Human (Adult)",2.20174821816834,"Human (Fetal)",0.91154882774767
"4526","PAQR8",1.51691477538285,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.49979236584525
"4527","PARG",1.58946544253146,"Human (Adult)",1.61347651132601,"Human (Fetal)",0.985118426809434
"4528","PARK7",2.48835931492979,"Human (Adult)",2.17278452223303,"Human (Fetal)",1.14523980149327
"4529","PARL",1.85573333193623,"Human (Adult)",1.85651456001231,"Human (Fetal)",0.99957919636457
"4530","PARP1",1.58946544253146,"Human (Adult)",2.05280920515628,"Human (Fetal)",0.774287955519205
"4531","PARP10",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.0654187075713
"4532","PARP16",1.07758208155258,"Human (Adult)",1.96565902943738,"Human (Fetal)",0.548203968956414
"4533","PARP2",2.0195901345749,"Human (Adult)",2.35383920082026,"Human (Fetal)",0.85799834324754
"4534","PARP3",1.55470333627225,"Human (Adult)",1.55548456434833,"Human (Fetal)",0.999497759030216
"4535","PARP6",2.14761994816034,"Human (Adult)",2.54289543704031,"Human (Fetal)",0.844556923921326
"4536","PARP8",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)",0.767786634422481
"4537","PARS2",0.952643344944283,"Human (Adult)",1.71038652433407,"Human (Fetal)",0.556975473900667
"4538","PARVA",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)",0.941890236226434
"4539","PARVB",1.32062013023888,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.3057134267902
"4540","PASK",0.776552085888602,"Human (Adult)",1.31244651566203,"Human (Fetal)",0.591682843164766
"4541","PATL1",0.776552085888602,"Human (Adult)",1.61347651132601,"Human (Fetal)",0.481291224531309
"4542","PATZ1",1.32062013023888,"Human (Adult)",1.48853777471772,"Human (Fetal)",0.887192890008666
"4543","PAX6",1.51691477538285,"Human (Adult)",1.91450650699,"Human (Fetal)",0.792326779692043
"4544","PAX8-AS1",1.07758208155258,"Human (Adult)",1.18750777905373,"Human (Fetal)",0.907431597973409
"4545","PAXX",1.67964207288055,"Human (Adult)",1.31244651566203,"Human (Fetal)",1.27977944459953
"4546","PBDC1",0.952643344944283,"Human (Adult)",1.31244651566203,"Human (Fetal)",0.725853079402435
"4547","PBLD",0.952643344944283,"Human (Adult)",1.18750777905373,"Human (Fetal)",0.8022207195168
"4548","PBRM1",0.952643344944283,"Human (Adult)",1.61347651132601,"Human (Fetal)",0.590429013535106
"4549","PBX1",1.07758208155258,"Human (Adult)",2.14175028849306,"Human (Fetal)",0.503131521607392
"4550","PBXIP1",1.95264334494428,"Human (Adult)",1.31244651566203,"Human (Fetal)",1.48778889016999
"4551","PC",1.85573333193623,"Human (Adult)",1.71038652433407,"Human (Fetal)",1.0849789246666
"4552","PCBD2",1.07758208155258,"Human (Adult)",1.48853777471772,"Human (Fetal)",0.723919876173069
"4553","PCBP2",2.16571817025313,"Human (Adult)",3.0995526086986,"Human (Fetal)",0.698719603653524
"4554","PCBP4",2.10899054580421,"Human (Adult)",2.35383920082026,"Human (Fetal)",0.89597902230079
"4555","PCCA",1.51691477538285,"Human (Adult)",1.85651456001231,"Human (Fetal)",0.817076692020551
"4556","PCCB",1.81794477104683,"Human (Adult)",1.88647778338975,"Human (Fetal)",0.963671444770592
"4557","PCDH1",0.776552085888602,"Human (Adult)",1.48853777471772,"Human (Fetal)",0.521687859776261
"4558","PCDH10",1.32062013023888,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.3057134267902
"4559","PCDH17",0.952643344944283,"Human (Adult)",1.7517792094923,"Human (Fetal)",0.543814734061366
"4560","PCDH19",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)",0.767786634422481
"4561","PCDH8",1.87346209889666,"Human (Adult)",1.31244651566203,"Human (Fetal)",1.4274578632651
"4562","PCDH9",1.98067206854453,"Human (Adult)",2.17278452223303,"Human (Fetal)",0.911582371964312
"4563","PCDHAC2",1.93792008812358,"Human (Adult)",1.18750777905373,"Human (Fetal)",1.63192201542276
"4564","PCDHGA12",1.07758208155258,"Human (Adult)",1.18750777905373,"Human (Fetal)",0.907431597973409
"4565","PCDHGC3",1.90688585438361,"Human (Adult)",2.22890046421196,"Human (Fetal)",0.855527595332885
"4566","PCDHGC4",0.776552085888602,"Human (Adult)",2.20174821816834,"Human (Fetal)",0.352697951328251
"4567","PCDHGC5",1.98067206854453,"Human (Adult)",1.91450650699,"Human (Fetal)",1.03456011317431
"4568","PCED1A",2.08830594694436,"Human (Adult)",2.12535987230489,"Human (Fetal)",0.982565811162912
"4569","PCF11",0.952643344944283,"Human (Adult)",1.55548456434833,"Human (Fetal)",0.612441529012147
"4570","PCGF1",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.0654187075713
"4571","PCGF2",0.776552085888602,"Human (Adult)",1.94083544571235,"Human (Fetal)",0.400112275156632
"4572","PCGF3",1.25367334060826,"Human (Adult)",1.48853777471772,"Human (Fetal)",0.842218022210427
"4573","PCGF5",1.25367334060826,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.23952230937525
"4574","PCGF6",0.776552085888602,"Human (Adult)",1.71038652433407,"Human (Fetal)",0.45402140091752
"4575","PCIF1",2.12873460399996,"Human (Adult)",1.96565902943738,"Human (Fetal)",1.0829622900617
"4576","PCLO",1.58946544253146,"Human (Adult)",1.71038652433407,"Human (Fetal)",0.929301897505481
"4577","PCM1",1.51691477538285,"Human (Adult)",1.31244651566203,"Human (Fetal)",1.15579168924661
"4578","PCMT1",2.80796055014023,"Human (Adult)",2.76729137567054,"Human (Fetal)",1.01469638319522
"4579","PCMTD1",1.37861207721656,"Human (Adult)",1.88647778338975,"Human (Fetal)",0.730786277662587
"4580","PCMTD2",1.32062013023888,"Human (Adult)",1.94083544571235,"Human (Fetal)",0.68043900020291
"4581","PCNA",1.51691477538285,"Human (Adult)",1.6646290337734,"Human (Fetal)",0.911262956854892
"4582","PCNP",2.69300603443853,"Human (Adult)",3.03260581906799,"Human (Fetal)",0.888017169097884
"4583","PCNT",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.0654187075713
"4584","PCNX3",0.776552085888602,"Human (Adult)",1.48853777471772,"Human (Fetal)",0.521687859776261
"4585","PCSK1N",2.7765520858886,"Human (Adult)",2.25445456868435,"Human (Fetal)",1.23158484737572
"4586","PCSK2",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.0654187075713
"4587","PCSK7",1.55470333627225,"Human (Adult)",1.31244651566203,"Human (Fetal)",1.18458414702561
"4588","PCYOX1",1.17449209456064,"Human (Adult)",1.31244651566203,"Human (Fetal)",0.894887586309141
"4589","PCYOX1L",1.37861207721656,"Human (Adult)",1.18750777905373,"Human (Fetal)",1.16092888108498
"4590","PCYT2",1.67964207288055,"Human (Adult)",1.48853777471772,"Human (Fetal)",1.12838390896668
"4591","PDAP1",1.6516133492803,"Human (Adult)",1.31244651566203,"Human (Fetal)",1.2584233563584
"4592","PDCD10",1.07758208155258,"Human (Adult)",1.7517792094923,"Human (Fetal)",0.615135786355685
"4593","PDCD2",0.952643344944283,"Human (Adult)",1.18750777905373,"Human (Fetal)",0.8022207195168
"4594","PDCD4",1.32062013023888,"Human (Adult)",1.55548456434833,"Human (Fetal)",0.849008830114719
"4595","PDCD5",1.25367334060826,"Human (Adult)",1.7517792094923,"Human (Fetal)",0.715657163765293
"4596","PDCD6",2.1382799219062,"Human (Adult)",1.7895677703817,"Human (Fetal)",1.19485831008798
"4597","PDCD6IP",1.42976459966395,"Human (Adult)",1.55548456434833,"Human (Fetal)",0.919176334136718
"4598","PDCL",1.25367334060826,"Human (Adult)",2.03260581906799,"Human (Fetal)",0.616781339917206
"4599","PDCL3",1.25367334060826,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.23952230937525
"4600","PDE12",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)",0.767786634422481
"4601","PDE1A",1.55470333627225,"Human (Adult)",2.03260581906799,"Human (Fetal)",0.764881868234109
"4602","PDE1B",2.25367334060826,"Human (Adult)",1.40935652867009,"Human (Fetal)",1.59907964717409
"4603","PDE2A",2.46674816591712,"Human (Adult)",1.7517792094923,"Human (Fetal)",1.40813873834707
"4604","PDE4A",2.33884495034508,"Human (Adult)",2.10832653300611,"Human (Fetal)",1.10933715139955
"4605","PDE4B",1.51691477538285,"Human (Adult)",1.6646290337734,"Human (Fetal)",0.911262956854891
"4606","PDE4DIP",1.7765520858886,"Human (Adult)",1.61347651132602,"Human (Fetal)",1.10107093187775
"4607","PDE6D",1.62165012590286,"Human (Adult)",1.7517792094923,"Human (Fetal)",0.925716047499415
"4608","PDE7A",0.952643344944283,"Human (Adult)",1.40935652867009,"Human (Fetal)",0.675942052677916
"4609","PDE8B",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)",0.767786634422481
"4610","PDGFC",1.07758208155258,"Human (Adult)",1.6646290337734,"Human (Fetal)",0.647340674522485
"4611","PDGFRB",0.776552085888602,"Human (Adult)",1.31244651566203,"Human (Fetal)",0.591682843164766
"4612","PDHA1",1.95264334494428,"Human (Adult)",2.01141651999805,"Human (Fetal)",0.970780206650671
"4613","PDHB",2.18309226632256,"Human (Adult)",2.17278452223303,"Human (Fetal)",1.00474402499836
"4614","PDHX",1.81794477104683,"Human (Adult)",1.96565902943738,"Human (Fetal)",0.924852552666354
"4615","PDIA2",1.25367334060826,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.23952230937525
"4616","PDIA2_ARHGDIG",1.62165012590286,"Human (Adult)",1.18750777905373,"Human (Fetal)",1.36559116033334
"4617","PDIA3",1.17449209456064,"Human (Adult)",1.61347651132602,"Human (Fetal)",0.727926366647506
"4618","PDIA4",1.32062013023888,"Human (Adult)",1.7895677703817,"Human (Fetal)",0.737954802324811
"4619","PDIA6",2.19979795982541,"Human (Adult)",2.82765781998984,"Human (Fetal)",0.777957624247943
"4620","PDK2",1.32062013023888,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.3057134267902
"4621","PDK3",1.7765520858886,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.7564989801551
"4622","PDLIM2",1.58946544253146,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.57152410614622
"4623","PDLIM3",1.17449209456064,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.16123483385747
"4624","PDLIM4",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.0654187075713
