"","associated_gene","Human","Human_Detected_Num_Isoseq","Human_Known_Num_Gencode","Human_Normalised","Mouse","Mouse_Detected_Num_Isoseq","Mouse_Known_Num_Gencode","Mouse_Normalised","Detected","isoseq_comparison_HumanvsMouse","isoseq_comparison_MousevsHuman","isoseq_comparison_normalisedHumanvsMouse","isoseq_comparison_normalisedMousevsHuman","isoseq_comparison_diff"
"29115","CHN1","Human",5,42,0.119047619047619,"Mouse",2,15,0.133333333333333,"Both",2.5,0.4,0.892857142857143,1.12,3
"29118","CHN2","Human",3,24,0.125,"Mouse",2,15,0.133333333333333,"Both",1.5,0.666666666666667,0.9375,1.06666666666667,1
"29119","CHODL","Human",1,7,0.142857142857143,"Mouse",1,5,0.2,"Both",1,1,0.714285714285714,1.4,0
"29121","CHORDC1","Human",1,11,0.0909090909090909,"Mouse",1,9,0.111111111111111,"Both",1,1,0.818181818181818,1.22222222222222,0
"29123","CHP1","Human",1,9,0.111111111111111,"Mouse",1,5,0.2,"Both",1,1,0.555555555555555,1.8,0
"29127","CHPF2","Human",1,4,0.25,"Mouse",2,6,0.333333333333333,"Both",0.5,2,0.75,1.33333333333333,1
"29128","CHPT1","Human",2,10,0.2,"Mouse",4,9,0.444444444444444,"Both",0.5,2,0.45,2.22222222222222,2
"29129","CHRAC1","Human",2,5,0.4,"Mouse",1,3,0.333333333333333,"Both",2,0.5,1.2,0.833333333333333,1
"29130","CHRD","Human",2,17,0.117647058823529,"Mouse",3,10,0.3,"Both",0.666666666666667,1.5,0.392156862745098,2.55,1
"29131","CHRDL1","Human",1,5,0.2,"Mouse",1,5,0.2,"Both",1,1,1,1,0
"29134","CHRM1","Human",1,3,0.333333333333333,"Mouse",2,3,0.666666666666667,"Both",0.5,2,0.5,2,1
"29146","CHRNA4","Human",1,20,0.05,"Mouse",1,5,0.2,"Both",1,1,0.25,4,0
"29149","CHRNA7","Human",1,35,0.0285714285714286,"Mouse",1,2,0.5,"Both",1,1,0.0571428571428571,17.5,0
"29151","CHRNB1","Human",1,8,0.125,"Mouse",1,4,0.25,"Both",1,1,0.5,2,0
"29152","CHRNB2","Human",1,5,0.2,"Mouse",1,3,0.333333333333333,"Both",1,1,0.6,1.66666666666667,0
"29158","CHST1","Human",2,3,0.666666666666667,"Mouse",1,1,1,"Both",2,0.5,0.666666666666667,1.5,1
"29159","CHST10","Human",2,12,0.166666666666667,"Mouse",1,8,0.125,"Both",2,0.5,1.33333333333333,0.75,1
"29160","CHST11","Human",2,6,0.333333333333333,"Mouse",1,1,1,"Both",2,0.5,0.333333333333333,3,1
"29161","CHST12","Human",2,4,0.5,"Mouse",2,2,1,"Both",1,1,0.5,2,0
"29163","CHST14","Human",1,2,0.5,"Mouse",1,2,0.5,"Both",1,1,1,1,0
"29164","CHST15","Human",3,5,0.6,"Mouse",2,4,0.5,"Both",1.5,0.666666666666667,1.2,0.833333333333333,1
"29165","CHST2","Human",1,1,1,"Mouse",1,1,1,"Both",1,1,1,1,0
"29171","CHST8","Human",1,6,0.166666666666667,"Mouse",1,6,0.166666666666667,"Both",1,1,1,1,0
"29175","CHTF18","Human",1,20,0.05,"Mouse",1,8,0.125,"Both",1,1,0.4,2.5,0
"29176","CHTF8","Human",3,8,0.375,"Mouse",2,6,0.333333333333333,"Both",1.5,0.666666666666667,1.125,0.888888888888889,1
"29178","CHTOP","Human",1,7,0.142857142857143,"Mouse",4,9,0.444444444444444,"Both",0.25,4,0.321428571428571,3.11111111111111,3
"29179","CHUK","Human",1,4,0.25,"Mouse",2,8,0.25,"Both",0.5,2,1,1,1
"29180","CHURC1","Human",1,8,0.125,"Mouse",3,4,0.75,"Both",0.333333333333333,3,0.166666666666667,6,2
"29182","CIAO1","Human",1,4,0.25,"Mouse",1,5,0.2,"Both",1,1,1.25,0.8,0
"29183","CIAO2A","Human",3,6,0.5,"Mouse",1,1,1,"Both",3,0.333333333333333,0.5,2,2
"29184","CIAO2B","Human",1,6,0.166666666666667,"Mouse",1,3,0.333333333333333,"Both",1,1,0.5,2,0
"29186","CIAPIN1","Human",3,15,0.2,"Mouse",2,10,0.2,"Both",1.5,0.666666666666667,1,1,1
"29188","CIART","Human",1,7,0.142857142857143,"Mouse",1,6,0.166666666666667,"Both",1,1,0.857142857142857,1.16666666666667,0
"29189","CIB1","Human",1,3,0.333333333333333,"Mouse",2,10,0.2,"Both",0.5,2,1.66666666666667,0.6,1
"29190","CIB2","Human",1,10,0.1,"Mouse",1,1,1,"Both",1,1,0.1,10,0
"29218","CIDEA","Human",1,4,0.25,"Mouse",1,1,1,"Both",1,1,0.25,4,0
"29219","CIDEB","Human",1,6,0.166666666666667,"Mouse",1,2,0.5,"Both",1,1,0.333333333333333,3,0
"29225","CINP","Human",1,9,0.111111111111111,"Mouse",5,12,0.416666666666667,"Both",0.2,5,0.266666666666667,3.75,4
"29227","CIPC","Human",1,8,0.125,"Mouse",3,11,0.272727272727273,"Both",0.333333333333333,3,0.458333333333333,2.18181818181818,2
"29228","CIR1","Human",1,5,0.2,"Mouse",1,2,0.5,"Both",1,1,0.4,2.5,0
"29232","CIRBP","Human",3,46,0.0652173913043478,"Mouse",2,7,0.285714285714286,"Both",1.5,0.666666666666667,0.228260869565217,4.38095238095238,1
"29234","CISD1","Human",1,4,0.25,"Mouse",1,1,1,"Both",1,1,0.25,4,0
"29236","CISD2","Human",2,5,0.4,"Mouse",2,4,0.5,"Both",1,1,0.8,1.25,0
"29237","CISD3","Human",2,3,0.666666666666667,"Mouse",2,4,0.5,"Both",1,1,1.33333333333333,0.75,0
"29238","CISH","Human",1,3,0.333333333333333,"Mouse",1,5,0.2,"Both",1,1,1.66666666666667,0.6,0
"29241","CITED1","Human",1,11,0.0909090909090909,"Mouse",1,5,0.2,"Both",1,1,0.454545454545455,2.2,0
"29242","CITED2","Human",1,4,0.25,"Mouse",1,3,0.333333333333333,"Both",1,1,0.75,1.33333333333333,0
"29243","CITED4","Human",1,1,1,"Mouse",1,1,1,"Both",1,1,1,1,0
"29250","CKAP5","Human",1,12,0.0833333333333333,"Mouse",1,9,0.111111111111111,"Both",1,1,0.75,1.33333333333333,0
"29251","CKB","Human",1,17,0.0588235294117647,"Mouse",1,5,0.2,"Both",1,1,0.294117647058823,3.4,0
"29255","CKLF","Human",1,8,0.125,"Mouse",2,10,0.2,"Both",0.5,2,0.625,1.6,1
"29258","CKMT1A","Human",1,8,0.125,"Mouse",2,10,0.2,"Both",0.5,2,0.625,1.6,1
"29262","CKS1B","Human",1,7,0.142857142857143,"Mouse",1,3,0.333333333333333,"Both",1,1,0.428571428571429,2.33333333333333,0
"29270","CKS2","Human",1,1,1,"Mouse",1,1,1,"Both",1,1,1,1,0
"29272","CLASP2","Human",5,26,0.192307692307692,"Mouse",3,11,0.272727272727273,"Both",1.66666666666667,0.6,0.705128205128205,1.41818181818182,2
"29273","CLASRP","Human",1,16,0.0625,"Mouse",1,13,0.0769230769230769,"Both",1,1,0.8125,1.23076923076923,0
"29274","CLBA1","Human",1,9,0.111111111111111,"Mouse",1,2,0.5,"Both",1,1,0.222222222222222,4.5,0
"29286","CLCC1","Human",1,9,0.111111111111111,"Mouse",1,8,0.125,"Both",1,1,0.888888888888889,1.125,0
"29290","CLCN3","Human",2,11,0.181818181818182,"Mouse",4,10,0.4,"Both",0.5,2,0.454545454545455,2.2,2
"29294","CLCN6","Human",1,10,0.1,"Mouse",1,5,0.2,"Both",1,1,0.5,2,0
"29295","CLCN7","Human",2,14,0.142857142857143,"Mouse",1,7,0.142857142857143,"Both",2,0.5,1,1,1
"29300","CLDN1","Human",1,2,0.5,"Mouse",1,2,0.5,"Both",1,1,1,1,0
"29301","CLDN10","Human",1,3,0.333333333333333,"Mouse",1,3,0.333333333333333,"Both",1,1,1,1,0
"29303","CLDN11","Human",1,7,0.142857142857143,"Mouse",1,1,1,"Both",1,1,0.142857142857143,7,0
"29304","CLDN12","Human",2,15,0.133333333333333,"Mouse",3,8,0.375,"Both",0.666666666666667,1.5,0.355555555555556,2.8125,1
"29332","CLDN5","Human",1,4,0.25,"Mouse",1,1,1,"Both",1,1,0.25,4,0
"29337","CLDND1","Human",7,31,0.225806451612903,"Mouse",2,6,0.333333333333333,"Both",3.5,0.285714285714286,0.67741935483871,1.47619047619048,5
"29344","CLEC14A","Human",1,1,1,"Mouse",1,1,1,"Both",1,1,1,1,0
"29360","CLEC2L","Human",2,3,0.666666666666667,"Mouse",1,2,0.5,"Both",2,0.5,1.33333333333333,0.75,1
"29362","CLEC3B","Human",1,3,0.333333333333333,"Mouse",1,1,1,"Both",1,1,0.333333333333333,3,0
"29378","CLGN","Human",1,3,0.333333333333333,"Mouse",2,2,1,"Both",0.5,2,0.333333333333333,3,1
"29384","CLIC4","Human",1,4,0.25,"Mouse",1,2,0.5,"Both",1,1,0.5,2,0
"29390","CLINT1","Human",3,10,0.3,"Mouse",2,3,0.666666666666667,"Both",1.5,0.666666666666667,0.45,2.22222222222222,1
"29393","CLIP2","Human",2,9,0.222222222222222,"Mouse",2,3,0.666666666666667,"Both",1,1,0.333333333333333,3,0
"29396","CLK1","Human",3,15,0.2,"Mouse",2,13,0.153846153846154,"Both",1.5,0.666666666666667,1.3,0.769230769230769,1
"29399","CLK3","Human",2,27,0.0740740740740741,"Mouse",3,9,0.333333333333333,"Both",0.666666666666667,1.5,0.222222222222222,4.5,1
"29401","CLK4","Human",2,15,0.133333333333333,"Mouse",2,14,0.142857142857143,"Both",1,1,0.933333333333333,1.07142857142857,0
"29406","CLMP","Human",1,4,0.25,"Mouse",1,4,0.25,"Both",1,1,1,1,0
"29407","CLN3","Human",2,64,0.03125,"Mouse",2,19,0.105263157894737,"Both",1,1,0.296875,3.36842105263158,0
"29408","CLN5","Human",1,20,0.05,"Mouse",1,2,0.5,"Both",1,1,0.1,10,0
"29409","CLN6","Human",1,25,0.04,"Mouse",1,4,0.25,"Both",1,1,0.16,6.25,0
"29414","CLNS1A","Human",1,12,0.0833333333333333,"Mouse",1,3,0.333333333333333,"Both",1,1,0.25,4,0
"29417","CLP1","Human",1,6,0.166666666666667,"Mouse",1,3,0.333333333333333,"Both",1,1,0.5,2,0
"29418","CLPB","Human",2,20,0.1,"Mouse",1,11,0.0909090909090909,"Both",2,0.5,1.1,0.909090909090909,1
"29420","CLPP","Human",2,7,0.285714285714286,"Mouse",2,2,1,"Both",1,1,0.285714285714286,3.5,0
"29424","CLPTM1","Human",2,12,0.166666666666667,"Mouse",1,9,0.111111111111111,"Both",2,0.5,1.5,0.666666666666667,1
"29425","CLPTM1L","Human",1,16,0.0625,"Mouse",1,4,0.25,"Both",1,1,0.25,4,0
"29427","CLPX","Human",1,6,0.166666666666667,"Mouse",2,4,0.5,"Both",0.5,2,0.333333333333333,3,1
"29433","CLSTN1","Human",2,6,0.333333333333333,"Mouse",2,4,0.5,"Both",1,1,0.666666666666667,1.5,0
"29436","CLSTN3","Human",2,16,0.125,"Mouse",1,7,0.142857142857143,"Both",2,0.5,0.875,1.14285714285714,1
"29437","CLTA","Human",5,10,0.5,"Mouse",4,6,0.666666666666667,"Both",1.25,0.8,0.75,1.33333333333333,1
"29438","CLTB","Human",2,8,0.25,"Mouse",3,4,0.75,"Both",0.666666666666667,1.5,0.333333333333333,3,1
"29439","CLTC","Human",1,15,0.0666666666666667,"Mouse",1,6,0.166666666666667,"Both",1,1,0.4,2.5,0
"29442","CLU","Human",5,17,0.294117647058824,"Mouse",1,9,0.111111111111111,"Both",5,0.2,2.64705882352941,0.377777777777778,4
"29443","CLUAP1","Human",2,12,0.166666666666667,"Mouse",1,5,0.2,"Both",2,0.5,0.833333333333333,1.2,1
"29444","CLUH","Human",1,15,0.0666666666666667,"Mouse",1,6,0.166666666666667,"Both",1,1,0.4,2.5,0
"29455","CLVS1","Human",2,11,0.181818181818182,"Mouse",1,8,0.125,"Both",2,0.5,1.45454545454545,0.6875,1
"29464","CMAS","Human",2,5,0.4,"Mouse",1,5,0.2,"Both",2,0.5,2,0.5,1
"29465","CMBL","Human",1,7,0.142857142857143,"Mouse",2,4,0.5,"Both",0.5,2,0.285714285714286,3.5,1
"29466","CMC1","Human",1,11,0.0909090909090909,"Mouse",1,2,0.5,"Both",1,1,0.181818181818182,5.5,0
"29467","CMC2","Human",2,24,0.0833333333333333,"Mouse",3,7,0.428571428571429,"Both",0.666666666666667,1.5,0.194444444444444,5.14285714285714,1
"29469","CMIP","Human",1,12,0.0833333333333333,"Mouse",1,4,0.25,"Both",1,1,0.333333333333333,3,0
"29471","CMPK1","Human",2,5,0.4,"Mouse",1,4,0.25,"Both",2,0.5,1.6,0.625,1
"29476","CMTM3","Human",1,15,0.0666666666666667,"Mouse",1,8,0.125,"Both",1,1,0.533333333333333,1.875,0
"29477","CMTM4","Human",1,5,0.2,"Mouse",1,1,1,"Both",1,1,0.2,5,0
"29478","CMTM5","Human",1,9,0.111111111111111,"Mouse",1,3,0.333333333333333,"Both",1,1,0.333333333333333,3,0
"29482","CMTR1","Human",1,6,0.166666666666667,"Mouse",1,17,0.0588235294117647,"Both",1,1,2.83333333333333,0.352941176470588,0
"29483","CMTR2","Human",2,8,0.25,"Mouse",1,2,0.5,"Both",2,0.5,0.5,2,1
"29487","CNBD2","Human",1,7,0.142857142857143,"Mouse",1,6,0.166666666666667,"Both",1,1,0.857142857142857,1.16666666666667,0
"29488","CNBP","Human",2,10,0.2,"Mouse",3,9,0.333333333333333,"Both",0.666666666666667,1.5,0.6,1.66666666666667,1
"29490","CNDP2","Human",3,29,0.103448275862069,"Mouse",2,9,0.222222222222222,"Both",1.5,0.666666666666667,0.46551724137931,2.14814814814815,1
"29491","CNEP1R1","Human",3,11,0.272727272727273,"Mouse",3,6,0.5,"Both",1,1,0.545454545454545,1.83333333333333,0
"29499","CNIH1","Human",2,7,0.285714285714286,"Mouse",2,3,0.666666666666667,"Both",1,1,0.428571428571429,2.33333333333333,0
"29500","CNIH2","Human",1,6,0.166666666666667,"Mouse",2,2,1,"Both",0.5,2,0.166666666666667,6,1
"29501","CNIH3","Human",1,14,0.0714285714285714,"Mouse",3,4,0.75,"Both",0.333333333333333,3,0.0952380952380952,10.5,2
"29502","CNIH4","Human",1,8,0.125,"Mouse",2,5,0.4,"Both",0.5,2,0.3125,3.2,1
"29504","CNKSR2","Human",3,40,0.075,"Mouse",1,3,0.333333333333333,"Both",3,0.333333333333333,0.225,4.44444444444444,2
"29505","CNKSR3","Human",1,5,0.2,"Mouse",1,2,0.5,"Both",1,1,0.4,2.5,0
"29520","CNN3","Human",2,7,0.285714285714286,"Mouse",1,8,0.125,"Both",2,0.5,2.28571428571429,0.4375,1
"29528","CNOT1","Human",2,23,0.0869565217391304,"Mouse",1,17,0.0588235294117647,"Both",2,0.5,1.47826086956522,0.676470588235294,1
"29529","CNOT10","Human",2,19,0.105263157894737,"Mouse",1,8,0.125,"Both",2,0.5,0.842105263157895,1.1875,1
"29531","CNOT11","Human",1,3,0.333333333333333,"Mouse",1,4,0.25,"Both",1,1,1.33333333333333,0.75,0
"29533","CNOT3","Human",1,15,0.0666666666666667,"Mouse",2,8,0.25,"Both",0.5,2,0.266666666666667,3.75,1
"29534","CNOT4","Human",3,12,0.25,"Mouse",3,8,0.375,"Both",1,1,0.666666666666667,1.5,0
"29537","CNOT6L","Human",1,9,0.111111111111111,"Mouse",2,10,0.2,"Both",0.5,2,0.555555555555555,1.8,1
"29539","CNOT7","Human",3,13,0.230769230769231,"Mouse",1,11,0.0909090909090909,"Both",3,0.333333333333333,2.53846153846154,0.393939393939394,2
"29542","CNOT8","Human",5,25,0.2,"Mouse",2,4,0.5,"Both",2.5,0.4,0.4,2.5,3
"29543","CNOT9","Human",2,9,0.222222222222222,"Mouse",1,3,0.333333333333333,"Both",2,0.5,0.666666666666667,1.5,1
"29544","CNP","Human",2,12,0.166666666666667,"Mouse",2,4,0.5,"Both",1,1,0.333333333333333,3,0
"29545","CNPPD1","Human",1,4,0.25,"Mouse",3,8,0.375,"Both",0.333333333333333,3,0.666666666666667,1.5,2
"29547","CNPY2","Human",2,12,0.166666666666667,"Mouse",1,5,0.2,"Both",2,0.5,0.833333333333333,1.2,1
"29548","CNPY3","Human",1,2,0.5,"Mouse",2,5,0.4,"Both",0.5,2,1.25,0.8,1
"29549","CNPY4","Human",1,5,0.2,"Mouse",1,3,0.333333333333333,"Both",1,1,0.6,1.66666666666667,0
"29550","CNR1","Human",1,7,0.142857142857143,"Mouse",2,3,0.666666666666667,"Both",0.5,2,0.214285714285714,4.66666666666667,1
"29552","CNRIP1","Human",1,4,0.25,"Mouse",1,3,0.333333333333333,"Both",1,1,0.75,1.33333333333333,0
"29553","CNST","Human",1,4,0.25,"Mouse",1,4,0.25,"Both",1,1,1,1,0
"29557","CNTFR","Human",2,4,0.5,"Mouse",1,6,0.166666666666667,"Both",2,0.5,3,0.333333333333333,1
"29560","CNTN1","Human",2,11,0.181818181818182,"Mouse",2,4,0.5,"Both",1,1,0.363636363636364,2.75,0
"29561","CNTN2","Human",1,33,0.0303030303030303,"Mouse",2,8,0.25,"Both",0.5,2,0.121212121212121,8.25,1
"29568","CNTNAP1","Human",1,4,0.25,"Mouse",1,2,0.5,"Both",1,1,0.5,2,0
"29569","CNTNAP2","Human",2,24,0.0833333333333333,"Mouse",1,6,0.166666666666667,"Both",2,0.5,0.5,2,1
"29576","CNTNAP4","Human",1,9,0.111111111111111,"Mouse",1,6,0.166666666666667,"Both",1,1,0.666666666666667,1.5,0
"29581","CNTROB","Human",1,15,0.0666666666666667,"Mouse",1,10,0.1,"Both",1,1,0.666666666666667,1.5,0
"29584","COA3","Human",1,2,0.5,"Mouse",1,2,0.5,"Both",1,1,1,1,0
"29585","COA4","Human",1,6,0.166666666666667,"Mouse",1,3,0.333333333333333,"Both",1,1,0.5,2,0
"29586","COA5","Human",3,5,0.6,"Mouse",1,2,0.5,"Both",3,0.333333333333333,1.2,0.833333333333333,2
"29587","COA6","Human",1,4,0.25,"Mouse",1,2,0.5,"Both",1,1,0.5,2,0
"29589","COA7","Human",1,2,0.5,"Mouse",1,5,0.2,"Both",1,1,2.5,0.4,0
"29590","COASY","Human",2,14,0.142857142857143,"Mouse",2,4,0.5,"Both",1,1,0.285714285714286,3.5,0
"29593","COCH","Human",2,14,0.142857142857143,"Mouse",1,4,0.25,"Both",2,0.5,0.571428571428571,1.75,1
"29594","COG1","Human",2,10,0.2,"Mouse",1,8,0.125,"Both",2,0.5,1.6,0.625,1
"29595","COG2","Human",1,9,0.111111111111111,"Mouse",1,5,0.2,"Both",1,1,0.555555555555555,1.8,0
"29596","COG3","Human",1,7,0.142857142857143,"Mouse",1,4,0.25,"Both",1,1,0.571428571428571,1.75,0
"29597","COG4","Human",2,14,0.142857142857143,"Mouse",2,14,0.142857142857143,"Both",1,1,1,1,0
"29598","COG5","Human",1,10,0.1,"Mouse",1,4,0.25,"Both",1,1,0.4,2.5,0
"29599","COG6","Human",1,12,0.0833333333333333,"Mouse",1,6,0.166666666666667,"Both",1,1,0.5,2,0
"29600","COG7","Human",1,6,0.166666666666667,"Mouse",1,4,0.25,"Both",1,1,0.666666666666667,1.5,0
"29601","COG8","Human",2,7,0.285714285714286,"Mouse",2,4,0.5,"Both",1,1,0.571428571428571,1.75,0
"29602","COIL","Human",1,2,0.5,"Mouse",1,3,0.333333333333333,"Both",1,1,1.5,0.666666666666667,0
"29613","COL18A1","Human",1,7,0.142857142857143,"Mouse",1,5,0.2,"Both",1,1,0.714285714285714,1.4,0
"29625","COL26A1","Human",1,3,0.333333333333333,"Mouse",1,11,0.0909090909090909,"Both",1,1,3.66666666666667,0.272727272727273,0
"29631","COL4A2","Human",1,18,0.0555555555555556,"Mouse",1,3,0.333333333333333,"Both",1,1,0.166666666666667,6,0
"29635","COL4A3BP","Human",2,29,0.0689655172413793,"Mouse",3,7,0.428571428571429,"Both",0.666666666666667,1.5,0.160919540229885,6.21428571428571,1
"29641","COL5A2","Human",1,4,0.25,"Mouse",1,4,0.25,"Both",1,1,1,1,0
"29644","COL6A2","Human",1,8,0.125,"Mouse",1,3,0.333333333333333,"Both",1,1,0.375,2.66666666666667,0
"29655","COL9A2","Human",1,12,0.0833333333333333,"Mouse",2,3,0.666666666666667,"Both",0.5,2,0.125,8,1
"29656","COL9A3","Human",2,14,0.142857142857143,"Mouse",1,6,0.166666666666667,"Both",2,0.5,0.857142857142857,1.16666666666667,1
"29658","COLCA2","Human",2,7,0.285714285714286,"Mouse",1,2,0.5,"Both",2,0.5,0.571428571428571,1.75,1
"29661","COLEC12","Human",1,3,0.333333333333333,"Mouse",1,4,0.25,"Both",1,1,1.33333333333333,0.75,0
"29662","COLGALT1","Human",2,6,0.333333333333333,"Mouse",1,3,0.333333333333333,"Both",2,0.5,1,1,1
"29663","COLGALT2","Human",2,5,0.4,"Mouse",1,2,0.5,"Both",2,0.5,0.8,1.25,1
"29665","COMMD1","Human",1,8,0.125,"Mouse",1,6,0.166666666666667,"Both",1,1,0.75,1.33333333333333,0
"29666","COMMD10","Human",1,7,0.142857142857143,"Mouse",4,11,0.363636363636364,"Both",0.25,4,0.392857142857143,2.54545454545455,3
"29667","COMMD2","Human",2,7,0.285714285714286,"Mouse",2,3,0.666666666666667,"Both",1,1,0.428571428571429,2.33333333333333,0
"29668","COMMD3","Human",4,15,0.266666666666667,"Mouse",1,12,0.0833333333333333,"Both",4,0.25,3.2,0.3125,3
"29670","COMMD4","Human",1,25,0.04,"Mouse",2,13,0.153846153846154,"Both",0.5,2,0.26,3.84615384615385,1
"29671","COMMD5","Human",3,7,0.428571428571429,"Mouse",2,3,0.666666666666667,"Both",1.5,0.666666666666667,0.642857142857143,1.55555555555556,1
"29673","COMMD7","Human",1,4,0.25,"Mouse",2,3,0.666666666666667,"Both",0.5,2,0.375,2.66666666666667,1
"29674","COMMD8","Human",1,2,0.5,"Mouse",2,5,0.4,"Both",0.5,2,1.25,0.8,1
"29675","COMMD9","Human",1,8,0.125,"Mouse",1,4,0.25,"Both",1,1,0.5,2,0
"29677","COMT","Human",2,11,0.181818181818182,"Mouse",1,4,0.25,"Both",2,0.5,0.727272727272727,1.375,1
"29678","COMTD1","Human",2,7,0.285714285714286,"Mouse",2,4,0.5,"Both",1,1,0.571428571428571,1.75,0
"29679","COP1","Human",1,11,0.0909090909090909,"Mouse",2,13,0.153846153846154,"Both",0.5,2,0.590909090909091,1.69230769230769,1
"29681","COPA","Human",2,20,0.1,"Mouse",2,10,0.2,"Both",1,1,0.5,2,0
"29682","COPB1","Human",1,12,0.0833333333333333,"Mouse",1,3,0.333333333333333,"Both",1,1,0.25,4,0
"29683","COPB2","Human",2,13,0.153846153846154,"Mouse",1,6,0.166666666666667,"Both",2,0.5,0.923076923076923,1.08333333333333,1
"29684","COPE","Human",2,11,0.181818181818182,"Mouse",3,8,0.375,"Both",0.666666666666667,1.5,0.484848484848485,2.0625,1
"29685","COPG1","Human",1,10,0.1,"Mouse",2,10,0.2,"Both",0.5,2,0.5,2,1
"29686","COPG2","Human",1,3,0.333333333333333,"Mouse",1,8,0.125,"Both",1,1,2.66666666666667,0.375,0
"29687","COPRS","Human",2,5,0.4,"Mouse",1,5,0.2,"Both",2,0.5,2,0.5,1
"29688","COPS2","Human",2,8,0.25,"Mouse",2,5,0.4,"Both",1,1,0.625,1.6,0
"29689","COPS3","Human",1,18,0.0555555555555556,"Mouse",1,8,0.125,"Both",1,1,0.444444444444444,2.25,0
"29690","COPS4","Human",2,11,0.181818181818182,"Mouse",1,7,0.142857142857143,"Both",2,0.5,1.27272727272727,0.785714285714286,1
"29691","COPS5","Human",1,13,0.0769230769230769,"Mouse",1,7,0.142857142857143,"Both",1,1,0.538461538461539,1.85714285714286,0
"29693","COPS6","Human",1,10,0.1,"Mouse",1,5,0.2,"Both",1,1,0.5,2,0
"29694","COPS7A","Human",6,22,0.272727272727273,"Mouse",2,7,0.285714285714286,"Both",3,0.333333333333333,0.954545454545454,1.04761904761905,4
"29695","COPS7B","Human",2,25,0.08,"Mouse",2,6,0.333333333333333,"Both",1,1,0.24,4.16666666666667,0
"29696","COPS8","Human",2,7,0.285714285714286,"Mouse",2,9,0.222222222222222,"Both",1,1,1.28571428571429,0.777777777777778,0
"29699","COPS9","Human",4,5,0.8,"Mouse",2,5,0.4,"Both",2,0.5,2,0.5,2
"29700","COPZ1","Human",2,18,0.111111111111111,"Mouse",1,4,0.25,"Both",2,0.5,0.444444444444444,2.25,1
"29702","COQ10A","Human",2,10,0.2,"Mouse",2,7,0.285714285714286,"Both",1,1,0.7,1.42857142857143,0
"29703","COQ10B","Human",1,4,0.25,"Mouse",1,4,0.25,"Both",1,1,1,1,0
"29705","COQ2","Human",1,6,0.166666666666667,"Mouse",2,5,0.4,"Both",0.5,2,0.416666666666667,2.4,1
"29706","COQ3","Human",1,3,0.333333333333333,"Mouse",1,2,0.5,"Both",1,1,0.666666666666667,1.5,0
"29707","COQ4","Human",4,5,0.8,"Mouse",2,6,0.333333333333333,"Both",2,0.5,2.4,0.416666666666667,2
"29708","COQ5","Human",1,8,0.125,"Mouse",2,3,0.666666666666667,"Both",0.5,2,0.1875,5.33333333333333,1
"29709","COQ6","Human",1,20,0.05,"Mouse",1,11,0.0909090909090909,"Both",1,1,0.55,1.81818181818182,0
"29710","COQ7","Human",2,11,0.181818181818182,"Mouse",1,5,0.2,"Both",2,0.5,0.909090909090909,1.1,1
"29711","COQ8A","Human",1,9,0.111111111111111,"Mouse",1,17,0.0588235294117647,"Both",1,1,1.88888888888889,0.529411764705882,0
"29713","COQ9","Human",1,16,0.0625,"Mouse",2,9,0.222222222222222,"Both",0.5,2,0.28125,3.55555555555556,1
"29715","CORO1A","Human",1,17,0.0588235294117647,"Mouse",1,12,0.0833333333333333,"Both",1,1,0.705882352941177,1.41666666666667,0
"29716","CORO1B","Human",1,10,0.1,"Mouse",1,14,0.0714285714285714,"Both",1,1,1.4,0.714285714285714,0
"29717","CORO1C","Human",1,19,0.0526315789473684,"Mouse",1,11,0.0909090909090909,"Both",1,1,0.578947368421053,1.72727272727273,0
"29719","CORO2B","Human",1,4,0.25,"Mouse",1,7,0.142857142857143,"Both",1,1,1.75,0.571428571428571,0
"29721","CORO7","Human",1,33,0.0303030303030303,"Mouse",1,12,0.0833333333333333,"Both",1,1,0.363636363636364,2.75,0
"29723","CORT","Human",1,1,1,"Mouse",1,1,1,"Both",1,1,1,1,0
"29724","COTL1","Human",1,6,0.166666666666667,"Mouse",1,4,0.25,"Both",1,1,0.666666666666667,1.5,0
"29727","COX10","Human",2,7,0.285714285714286,"Mouse",1,2,0.5,"Both",2,0.5,0.571428571428571,1.75,1
"29729","COX11","Human",2,10,0.2,"Mouse",1,2,0.5,"Both",2,0.5,0.4,2.5,1
"29731","COX14","Human",1,4,0.25,"Mouse",1,2,0.5,"Both",1,1,0.5,2,0
"29732","COX15","Human",2,3,0.666666666666667,"Mouse",1,2,0.5,"Both",2,0.5,1.33333333333333,0.75,1
"29733","COX16","Human",2,5,0.4,"Mouse",2,9,0.222222222222222,"Both",1,1,1.8,0.555555555555555,0
"29734","COX17","Human",1,7,0.142857142857143,"Mouse",2,6,0.333333333333333,"Both",0.5,2,0.428571428571429,2.33333333333333,1
"29737","COX19","Human",1,4,0.25,"Mouse",2,7,0.285714285714286,"Both",0.5,2,0.875,1.14285714285714,1
"29738","COX20","Human",2,5,0.4,"Mouse",1,2,0.5,"Both",2,0.5,0.8,1.25,1
"29742","COX4I1","Human",4,18,0.222222222222222,"Mouse",1,7,0.142857142857143,"Both",4,0.25,1.55555555555556,0.642857142857143,3
"29746","COX5A","Human",1,6,0.166666666666667,"Mouse",1,3,0.333333333333333,"Both",1,1,0.5,2,0
